96 documents , 1 concepts , 613 context features (17483) 
kappaF 10.000000, kappaK 4.000000, a0 7.000000, b0 3.000000, K 10, max_docs_per_slice 2000, start -800, end 400, times 12, dT 100, I 1000


map[]

===============  per type  ===============
4.3110382997196484e-05   T=0,K=0:  65552 (0.031) ; 58429 (0.030) ; nlsj59172 (0.024) ; 104421 (0.024) ; 22943 (0.023) ; 102736 (0.023) ; 109757 (0.021) ; 102000 (0.021) ; 106974 (0.020) ; 73277 (0.019) ; 
0.017359272023626946   T=7,K=5:  40083 (0.053) ; 84034 (0.047) ; 43206 (0.046) ; 1564 (0.040) ; nlsj87789 (0.040) ; 37720 (0.039) ; 39544 (0.036) ; 34451 (0.030) ; 103440 (0.030) ; 2764 (0.027) ; 
0.024573554360713668   T=7,K=6:  112769 (0.046) ; 49817 (0.044) ; 92384 (0.041) ; 64598 (0.039) ; 79983 (0.032) ; 64836 (0.030) ; 91041 (0.029) ; 34219 (0.028) ; 76530 (0.025) ; nlsj80958 (0.024) ; 
0.039730628992446546   T=7,K=7:  31192 (0.072) ; 96662 (0.042) ; 85306 (0.033) ; 61791 (0.030) ; 7607 (0.024) ; 102930 (0.024) ; 45996 (0.024) ; 19722 (0.023) ; 22209 (0.020) ; 72254 (0.019) ; 
0.1934163513972833   T=7,K=8:  63772 (0.038) ; nlsj89132 (0.037) ;  (0.034) ; 71308 (0.028) ; 68641 (0.028) ; nlsj6671 (0.028) ; 61791 (0.023) ; 65552 (0.023) ; nlsj30300 (0.020) ; 106792 (0.019) ; 
0.07014625218929332   T=7,K=9:  112720 (0.107) ; 94741 (0.068) ; 73672 (0.067) ; 105550 (0.056) ; 45996 (0.053) ; 19735 (0.036) ; 66594 (0.032) ; 101445 (0.026) ; 22535 (0.023) ; 7618 (0.017) ; 

Time=8  
0.10387706487347874   T=8,K=0:  42648 (0.034) ; nlsj2558 (0.026) ; 106974 (0.025) ; 104698 (0.023) ; 47917 (0.020) ; nlsj59172 (0.020) ; 110722 (0.019) ; 45996 (0.019) ; 102832 (0.019) ; 75152 (0.019) ; 
0.17080300064365528   T=8,K=1:  61791 (0.045) ; 15038 (0.028) ; 72321 (0.025) ; 3630 (0.024) ; 35417 (0.022) ; 67762 (0.022) ; 73277 (0.022) ; 100957 (0.021) ; 22100 (0.021) ; 5360 (0.020) ; 
0.05863054938351503   T=8,K=2:  109871 (0.061) ; 39299 (0.047) ; nlsj32160 (0.036) ; 21872 (0.031) ; 85306 (0.027) ; 73064 (0.026) ; 26408 (0.025) ; 84494 (0.024) ; 64866 (0.023) ; 44964 (0.023) ; 
0.17495821323071564   T=8,K=3:  103975 (0.069) ; 32105 (0.051) ; 6549 (0.049) ; 66594 (0.042) ; 84234 (0.040) ; 47513 (0.037) ; 19546 (0.035) ; 76588 (0.035) ;  (0.030) ; 110855 (0.029) ; 
0.08974680487873966   T=8,K=4:  nlsj104814 (0.094) ; 64866 (0.056) ; 84234 (0.048) ; 97115 (0.046) ; 65295 (0.036) ; 110400 (0.033) ; 35417 (0.033) ;  (0.026) ; 37726 (0.024) ; 15893 (0.023) ; 
0.0001608999867414457   T=8,K=5:  1564 (0.060) ; 37720 (0.049) ; 43206 (0.048) ; 39544 (0.043) ; 2764 (0.039) ; 38901 (0.039) ; 40083 (0.037) ; nlsj87789 (0.034) ; 84034 (0.030) ; 34451 (0.028) ; 
0.09227837241158991   T=8,K=6:  91041 (0.050) ; 64836 (0.045) ; 79983 (0.042) ; 26039 (0.040) ; 112769 (0.037) ; 34219 (0.034) ; 92384 (0.033) ; 49817 (0.032) ; 31333 (0.028) ; 29698 (0.027) ; 
0.20365494793467337   T=8,K=7:  31192 (0.056) ; 7607 (0.049) ; 61791 (0.043) ; 85306 (0.040) ; 96662 (0.038) ; 104698 (0.022) ; 19722 (0.019) ; 45996 (0.016) ; 102930 (0.015) ; 114753 (0.015) ; 
0.09964597282009453   T=8,K=8:  71308 (0.042) ;  (0.037) ; 63772 (0.037) ; nlsj89132 (0.033) ; 103975 (0.025) ; nlsj30300 (0.025) ; 109757 (0.024) ; 61791 (0.024) ; 68641 (0.023) ; 65635 (0.021) ; 
0.006244173836796413   T=8,K=9:  94741 (0.086) ; 112720 (0.067) ; 45996 (0.055) ; 66594 (0.054) ; 105550 (0.047) ; 73672 (0.034) ; 19735 (0.033) ; nlsj30300 (0.022) ; 37405 (0.021) ; 22535 (0.019) ; 

Time=9  
0.08044210675376738   T=9,K=0:  42648 (0.046) ; 68641 (0.028) ; 104698 (0.028) ; 41798 (0.023) ; 45996 (0.023) ; 75152 (0.022) ; nlsj2558 (0.020) ; 110722 (0.018) ; 72322 (0.018) ; 47917 (0.017) ; 
0.04920308837841868   T=9,K=1:  22209 (0.040) ; 3630 (0.032) ; 61791 (0.030) ; 110639 (0.027) ; 21920 (0.025) ; nlsj114757 (0.025) ; 72321 (0.024) ; 35417 (0.024) ; 22100 (0.022) ; 100957 (0.021) ; 
0.03604389561509738   T=9,K=2:  109871 (0.046) ; 64866 (0.042) ; 21872 (0.037) ; 39299 (0.036) ; 26408 (0.029) ; 21861 (0.025) ; 44964 (0.023) ; 65295 (0.023) ; nlsj32160 (0.023) ; 102000 (0.021) ; 
0.0295810313231984   T=9,K=3:  103975 (0.067) ; 6549 (0.056) ; 32105 (0.052) ; 84234 (0.045) ; 66594 (0.043) ; 47513 (0.034) ; 98914 (0.034) ;  (0.032) ; 19546 (0.031) ; 90122 (0.029) ; 
0.1536587299252088   T=9,K=4:  nlsj104814 (0.100) ; 84234 (0.094) ; 64866 (0.044) ; 110400 (0.043) ; 97115 (0.039) ; 65295 (0.036) ; 15893 (0.032) ; 35417 (0.029) ; 115193 (0.024) ; 20046 (0.020) ; 
0.002670547639631564   T=9,K=5:  43206 (0.067) ; 1564 (0.060) ; 39544 (0.048) ; 37720 (0.048) ; 2764 (0.042) ; 2018 (0.035) ; 75636 (0.033) ; 38901 (0.033) ; 116416 (0.030) ; 84234 (0.029) ; 
0.00015076872120218206   T=9,K=6:  79983 (0.066) ; 112769 (0.052) ; 91041 (0.048) ; 26039 (0.035) ; 92384 (0.031) ; 116224 (0.027) ; 31333 (0.026) ; 34219 (0.026) ; 29698 (0.024) ; 64836 (0.024) ; 
0.40907493539564044   T=9,K=7:  61791 (0.065) ; 7607 (0.056) ; 31192 (0.048) ; 96662 (0.031) ; 102930 (0.030) ; 85306 (0.028) ; 104698 (0.024) ; nlsj32167 (0.020) ; 78297 (0.019) ; 72254 (0.018) ; 
0.17946212800153452   T=9,K=8:  63772 (0.050) ; 61791 (0.034) ;  (0.033) ; 103975 (0.029) ; nlsj6671 (0.028) ; 109757 (0.028) ; nlsj89132 (0.024) ; 65635 (0.024) ; nlsj30300 (0.022) ; 5496 (0.022) ; 
0.05971276824630055   T=9,K=9:  45996 (0.108) ; 112720 (0.070) ; 94741 (0.066) ; 66594 (0.050) ; 105550 (0.047) ; 19735 (0.031) ; 22535 (0.022) ; 63713 (0.022) ; 37405 (0.021) ; 73672 (0.021) ; 

Time=10  
2.7496589704010025e-05   T=10,K=0:  nlsj2558 (0.032) ; 41798 (0.031) ; 42648 (0.030) ; 110722 (0.029) ; 68641 (0.028) ; 104698 (0.025) ; 106974 (0.025) ; 45996 (0.023) ; 75152 (0.022) ; 47917 (0.019) ; 
0.47097842007885254   T=10,K=1:  22209 (0.039) ; 61791 (0.039) ; 72321 (0.032) ; nlsj114757 (0.030) ; 21920 (0.026) ; 110639 (0.024) ; 8909 (0.022) ; 3630 (0.022) ; 67762 (0.022) ; 114553 (0.020) ; 
0.016169340755034213   T=10,K=2:  64866 (0.045) ; 109871 (0.044) ; 39299 (0.044) ; 21872 (0.032) ; 21861 (0.032) ; 102000 (0.029) ; 44964 (0.028) ; 65295 (0.027) ; 26408 (0.025) ; nlsj89132 (0.023) ; 
4.421871175556455e-06   T=10,K=3:  84234 (0.080) ; 103975 (0.059) ; 66594 (0.054) ; 6549 (0.052) ; 19546 (0.050) ; 47513 (0.044) ; 32105 (0.036) ; 110855 (0.033) ; 98914 (0.032) ; 8575 (0.028) ; 
0.08795764206617207   T=10,K=4:  nlsj104814 (0.095) ; 84234 (0.069) ; 110400 (0.056) ; 64866 (0.044) ; 97115 (0.041) ; 65295 (0.030) ; 15893 (0.029) ; 37726 (0.028) ; 80327 (0.025) ; 35417 (0.024) ; 
0.12540107357376726   T=10,K=5:  1564 (0.092) ; 43206 (0.061) ; 2018 (0.050) ; 116416 (0.045) ; 37720 (0.041) ; 39544 (0.037) ; 47598 (0.033) ; 2764 (0.029) ; 75595 (0.026) ; 75636 (0.024) ; 
0.007077055849845891   T=10,K=6:  79983 (0.051) ; 91041 (0.044) ; 26039 (0.042) ; 104891 (0.039) ; 112769 (0.039) ; 92384 (0.029) ; 28569 (0.028) ; 64836 (0.028) ; 106601 (0.026) ; nlsj80958 (0.025) ; 
0.0001016993410935366   T=10,K=7:  102930 (0.059) ; 31192 (0.058) ; 7607 (0.037) ; 61791 (0.036) ; 19722 (0.030) ; 85306 (0.026) ; 13813 (0.023) ; 96662 (0.021) ; 47828 (0.021) ; 72254 (0.020) ; 
0.2896275772248532   T=10,K=8:  65552 (0.050) ;  (0.043) ; 63772 (0.040) ; 61791 (0.036) ; nlsj89132 (0.031) ; 103975 (0.030) ; 66388 (0.026) ; 65635 (0.021) ; 5496 (0.019) ; nlsj6671 (0.019) ; 
0.002655272649501943   T=10,K=9:  45996 (0.101) ; 112720 (0.087) ; 94741 (0.073) ; 66594 (0.065) ; 105550 (0.046) ; 22535 (0.031) ; 37405 (0.030) ; 63713 (0.022) ; 19735 (0.020) ; 7618 (0.020) ; 

Time=11  
1.1091368334642046e-08   T=11,K=0:  nlsj2558 (0.054) ; 106974 (0.029) ; 68641 (0.028) ; 104698 (0.028) ; 110722 (0.027) ; 41798 (0.026) ; 42648 (0.025) ; nlsj59172 (0.024) ; 45996 (0.022) ; 72322 (0.020) ; 
0.57812098285482   T=11,K=1:  61791 (0.047) ; 22209 (0.044) ; 21920 (0.034) ; nlsj114757 (0.032) ; 72321 (0.025) ; 67762 (0.024) ; 3630 (0.023) ; 103440 (0.022) ; 110727 (0.021) ; 110639 (0.020) ; 
0.2640892395928213   T=11,K=2:  64866 (0.066) ; 21861 (0.056) ; 39299 (0.046) ; 109871 (0.033) ; 85306 (0.031) ; 26408 (0.029) ; 44964 (0.028) ; 84494 (0.027) ; 260 (0.022) ; 102000 (0.021) ; 
8.786557365760128e-09   T=11,K=3:  66594 (0.085) ; 19546 (0.059) ; 47513 (0.058) ; 84234 (0.044) ; 98914 (0.042) ; 8575 (0.036) ; 6549 (0.034) ; 32105 (0.034) ; 110855 (0.032) ; 103975 (0.032) ; 
0.00013851526632074703   T=11,K=4:  84234 (0.073) ; nlsj104814 (0.068) ; 97115 (0.037) ; 110400 (0.036) ; 31861 (0.035) ; 65295 (0.034) ; 35417 (0.031) ; 64866 (0.029) ; 37726 (0.027) ; 115193 (0.026) ; 
0.004181092316792208   T=11,K=5:  1564 (0.092) ; 2018 (0.057) ; 43206 (0.055) ; 47598 (0.048) ; 37720 (0.045) ; 84234 (0.030) ; 75595 (0.028) ; 39544 (0.027) ; 75636 (0.026) ; 64319 (0.026) ; 
0.1143829383900433   T=11,K=6:  112769 (0.049) ; 26039 (0.042) ; 91041 (0.041) ; 104891 (0.040) ; 79983 (0.040) ; 112720 (0.036) ; nlsj80958 (0.035) ; 64598 (0.030) ; 106267 (0.027) ; 116224 (0.027) ; 
1.917494141631107e-07   T=11,K=7:  31192 (0.073) ; 102930 (0.060) ; 61791 (0.033) ; 47828 (0.028) ; 85306 (0.026) ; 72254 (0.026) ; 33160 (0.026) ; 13813 (0.025) ; 45996 (0.024) ; 78297 (0.024) ; 
0.038904845993412894   T=11,K=8:  65552 (0.048) ; 61791 (0.047) ; nlsj89132 (0.039) ;  (0.037) ; 63772 (0.035) ; 103975 (0.028) ; nlsj30300 (0.026) ; 100495 (0.022) ; 90504 (0.020) ; 5496 (0.020) ; 
0.000182173958449653   T=11,K=9:  45996 (0.105) ; 66594 (0.069) ; 112720 (0.067) ; 94741 (0.060) ; 105550 (0.057) ; 22535 (0.049) ; 37405 (0.032) ; 7618 (0.023) ; nlsj30300 (0.023) ; 2950 (0.022) ; 



-----------------------
 kappa_c 0.032845 , kappa_f 10.000000
