207 documents , 1 concepts , 985 context features (15281) 
kappaF 10.000000, kappaK 4.000000, a0 7.000000, b0 3.000000, K 15, max_docs_per_slice 2000, start -800, end 400, times 13, dT 100, I 1000


map[]

===============  per type  ===============
1.5254816749105387e-06   T=0,K=0:  nlsj61372 (0.108) ; 115887 (0.032) ; 49780 (0.023) ; 15281 (0.023) ; 90504 (0.022) ; 114684 (0.022) ; 92783 (0.021) ; 15274 (0.020) ; 12485 (0.020) ; 19412 (0.019) ; 
0.010180415163400076   T=0,K=8:  115301 (0.073) ; 54469 (0.059) ; 42830 (0.057) ; 51241 (0.039) ; 2815 (0.038) ; 63013 (0.032) ; 61754 (0.031) ; nlsj9493 (0.030) ; 104355 (0.029) ; 115892 (0.026) ; 
0.002528003620454651   T=0,K=9:  66342 (0.048) ; 45794 (0.036) ; 80140 (0.033) ; 28569 (0.029) ; 42214 (0.029) ; 71023 (0.026) ; nlsj107632 (0.023) ; 11305 (0.023) ; 14023 (0.021) ; 60535 (0.020) ; 
0.016510070056600493   T=0,K=10:  102676 (0.087) ; 74126 (0.044) ; nlsj82141 (0.037) ; 79595 (0.034) ; 38547 (0.032) ; 68890 (0.030) ; 110114 (0.030) ; 55104 (0.026) ; 48910 (0.026) ; 39487 (0.024) ; 
0.00109463031272692   T=0,K=11:  112833 (0.073) ; 84234 (0.069) ; 63772 (0.066) ; 110734 (0.053) ; 72627 (0.032) ; 3630 (0.031) ; 65975 (0.031) ; 20621 (0.030) ; 91097 (0.027) ; 98875 (0.020) ; 
0.002442273386823439   T=0,K=12:  58066 (0.032) ; 63772 (0.028) ; 52571 (0.028) ; 76029 (0.026) ; 19546 (0.026) ; 65313 (0.025) ; 73277 (0.023) ; 93560 (0.022) ; 84548 (0.021) ; 40748 (0.019) ; 
9.61396725101357e-05   T=0,K=13:  111537 (0.062) ; 61791 (0.060) ; 76703 (0.053) ; 63772 (0.045) ; nlsj96033 (0.037) ; 46712 (0.036) ; 74378 (0.035) ; 67868 (0.031) ; 66295 (0.030) ; 3261 (0.027) ; 
0.00034829015206794977   T=0,K=14:  nlsj5576 (0.068) ; 24394 (0.055) ; 43206 (0.050) ; 45996 (0.031) ; 62204 (0.030) ; 92783 (0.024) ; 102000 (0.022) ; 27847 (0.020) ; 92329 (0.019) ; 37776 (0.018) ; 

Time=0  
0.39971011894023917   T=0,K=0:  nlsj61372 (0.108) ; 115887 (0.032) ; 49780 (0.023) ; 15281 (0.023) ; 90504 (0.022) ; 114684 (0.022) ; 92783 (0.021) ; 15274 (0.020) ; 12485 (0.020) ; 19412 (0.019) ; 
0.019509017433799413   T=0,K=1:  48479 (0.083) ; 115887 (0.044) ; 48291 (0.031) ; 90504 (0.031) ; 102096 (0.030) ; 31945 (0.026) ; 114413 (0.024) ; 73277 (0.022) ; 24340 (0.022) ; 66295 (0.019) ; 
0.11707043190823076   T=0,K=2:  114684 (0.039) ; 52571 (0.036) ; 11144 (0.035) ; 46425 (0.032) ; 100589 (0.030) ; 26447 (0.030) ; 63724 (0.025) ; 29974 (0.023) ; 22209 (0.021) ; 22425 (0.020) ; 
0.02485697224404548   T=0,K=3:  67014 (0.058) ; 97779 (0.053) ; nlsj4677 (0.040) ; 101739 (0.031) ; 112833 (0.030) ; 74735 (0.030) ; 76490 (0.028) ; 74378 (0.028) ; 8575 (0.022) ; 74126 (0.022) ; 
0.019556484392999274   T=0,K=4:  63772 (0.057) ; 25733 (0.048) ; 61270 (0.041) ; 41018 (0.031) ; 70039 (0.031) ; 114404 (0.030) ; 98584 (0.027) ; 64165 (0.024) ; 13096 (0.023) ; 54165 (0.021) ; 
3.290307975421476e-05   T=0,K=5:  95384 (0.067) ; 59660 (0.059) ; 3507 (0.057) ; 39192 (0.057) ; 99744 (0.047) ; 57340 (0.045) ; 92323 (0.041) ; 95661 (0.034) ; 40001 (0.032) ; 25160 (0.031) ; 
0.04044320639941709   T=0,K=6:  36180 (0.140) ; 77837 (0.049) ; 84505 (0.044) ; 52332 (0.041) ; 98234 (0.039) ; 103805 (0.033) ; 77699 (0.031) ; 85306 (0.029) ; 64591 (0.028) ; 4076 (0.025) ; 
0.01755771518563322   T=0,K=7:  98414 (0.088) ; 61245 (0.071) ; 76029 (0.068) ; 44964 (0.068) ; 41024 (0.062) ; 48051 (0.045) ; 35611 (0.040) ; 92329 (0.027) ; 88464 (0.021) ; 84245 (0.018) ; 
0.05601364527959308   T=0,K=8:  115301 (0.073) ; 54469 (0.059) ; 42830 (0.057) ; 51241 (0.039) ; 2815 (0.038) ; 63013 (0.032) ; 61754 (0.031) ; nlsj9493 (0.030) ; 104355 (0.029) ; 115892 (0.026) ; 
0.044498209114287104   T=0,K=9:  66342 (0.048) ; 45794 (0.036) ; 80140 (0.033) ; 28569 (0.029) ; 42214 (0.029) ; 71023 (0.026) ; nlsj107632 (0.023) ; 11305 (0.023) ; 14023 (0.021) ; 60535 (0.020) ; 
0.053047070461728595   T=0,K=10:  102676 (0.087) ; 74126 (0.044) ; nlsj82141 (0.037) ; 79595 (0.034) ; 38547 (0.032) ; 68890 (0.030) ; 110114 (0.030) ; 55104 (0.026) ; 48910 (0.026) ; 39487 (0.024) ; 
0.014395242531104007   T=0,K=11:  112833 (0.073) ; 84234 (0.069) ; 63772 (0.066) ; 110734 (0.053) ; 72627 (0.032) ; 3630 (0.031) ; 65975 (0.031) ; 20621 (0.030) ; 91097 (0.027) ; 98875 (0.020) ; 
0.001914869526343113   T=0,K=12:  58066 (0.032) ; 63772 (0.028) ; 52571 (0.028) ; 76029 (0.026) ; 19546 (0.026) ; 65313 (0.025) ; 73277 (0.023) ; 93560 (0.022) ; 84548 (0.021) ; 40748 (0.019) ; 
0.1806635434237691   T=0,K=13:  111537 (0.062) ; 61791 (0.060) ; 76703 (0.053) ; 63772 (0.045) ; nlsj96033 (0.037) ; 46712 (0.036) ; 74378 (0.035) ; 67868 (0.031) ; 66295 (0.030) ; 3261 (0.027) ; 
0.010730570079056206   T=0,K=14:  nlsj5576 (0.068) ; 24394 (0.055) ; 43206 (0.050) ; 45996 (0.031) ; 62204 (0.030) ; 92783 (0.024) ; 102000 (0.022) ; 27847 (0.020) ; 92329 (0.019) ; 37776 (0.018) ; 

Time=0  
0.018853389283230375   T=0,K=0:  nlsj61372 (0.108) ; 115887 (0.032) ; 49780 (0.023) ; 15281 (0.023) ; 90504 (0.022) ; 114684 (0.022) ; 92783 (0.021) ; 15274 (0.020) ; 12485 (0.020) ; 19412 (0.019) ; 
0.00055013134247688   T=0,K=1:  48479 (0.083) ; 115887 (0.044) ; 48291 (0.031) ; 90504 (0.031) ; 102096 (0.030) ; 31945 (0.026) ; 114413 (0.024) ; 73277 (0.022) ; 24340 (0.022) ; 66295 (0.019) ; 
0.09778238644355812   T=0,K=2:  114684 (0.039) ; 52571 (0.036) ; 11144 (0.035) ; 46425 (0.032) ; 100589 (0.030) ; 26447 (0.030) ; 63724 (0.025) ; 29974 (0.023) ; 22209 (0.021) ; 22425 (0.020) ; 
0.0017610631874806384   T=0,K=3:  67014 (0.058) ; 97779 (0.053) ; nlsj4677 (0.040) ; 101739 (0.031) ; 112833 (0.030) ; 74735 (0.030) ; 76490 (0.028) ; 74378 (0.028) ; 8575 (0.022) ; 74126 (0.022) ; 
0.00010014138216339272   T=0,K=4:  63772 (0.057) ; 25733 (0.048) ; 61270 (0.041) ; 41018 (0.031) ; 70039 (0.031) ; 114404 (0.030) ; 98584 (0.027) ; 64165 (0.024) ; 13096 (0.023) ; 54165 (0.021) ; 
0.006118304328669106   T=0,K=5:  95384 (0.067) ; 59660 (0.059) ; 3507 (0.057) ; 39192 (0.057) ; 99744 (0.047) ; 57340 (0.045) ; 92323 (0.041) ; 95661 (0.034) ; 40001 (0.032) ; 25160 (0.031) ; 
0.05135404725942061   T=0,K=6:  36180 (0.140) ; 77837 (0.049) ; 84505 (0.044) ; 52332 (0.041) ; 98234 (0.039) ; 103805 (0.033) ; 77699 (0.031) ; 85306 (0.029) ; 64591 (0.028) ; 4076 (0.025) ; 
0.024688893548130652   T=0,K=7:  98414 (0.088) ; 61245 (0.071) ; 76029 (0.068) ; 44964 (0.068) ; 41024 (0.062) ; 48051 (0.045) ; 35611 (0.040) ; 92329 (0.027) ; 88464 (0.021) ; 84245 (0.018) ; 
0.13506176289997715   T=0,K=8:  115301 (0.073) ; 54469 (0.059) ; 42830 (0.057) ; 51241 (0.039) ; 2815 (0.038) ; 63013 (0.032) ; 61754 (0.031) ; nlsj9493 (0.030) ; 104355 (0.029) ; 115892 (0.026) ; 
0.0661124541503309   T=0,K=9:  66342 (0.048) ; 45794 (0.036) ; 80140 (0.033) ; 28569 (0.029) ; 42214 (0.029) ; 71023 (0.026) ; nlsj107632 (0.023) ; 11305 (0.023) ; 14023 (0.021) ; 60535 (0.020) ; 
0.03646188097657628   T=0,K=10:  102676 (0.087) ; 74126 (0.044) ; nlsj82141 (0.037) ; 79595 (0.034) ; 38547 (0.032) ; 68890 (0.030) ; 110114 (0.030) ; 55104 (0.026) ; 48910 (0.026) ; 39487 (0.024) ; 
7.29138751485298e-05   T=0,K=11:  112833 (0.073) ; 84234 (0.069) ; 63772 (0.066) ; 110734 (0.053) ; 72627 (0.032) ; 3630 (0.031) ; 65975 (0.031) ; 20621 (0.030) ; 91097 (0.027) ; 98875 (0.020) ; 
0.4938748911353053   T=0,K=12:  58066 (0.032) ; 63772 (0.028) ; 52571 (0.028) ; 76029 (0.026) ; 19546 (0.026) ; 65313 (0.025) ; 73277 (0.023) ; 93560 (0.022) ; 84548 (0.021) ; 40748 (0.019) ; 
0.0036997705156780396   T=0,K=13:  111537 (0.062) ; 61791 (0.060) ; 76703 (0.053) ; 63772 (0.045) ; nlsj96033 (0.037) ; 46712 (0.036) ; 74378 (0.035) ; 67868 (0.031) ; 66295 (0.030) ; 3261 (0.027) ; 
0.06350796967185385   T=0,K=14:  nlsj5576 (0.068) ; 24394 (0.055) ; 43206 (0.050) ; 45996 (0.031) ; 62204 (0.030) ; 92783 (0.024) ; 102000 (0.022) ; 27847 (0.020) ; 92329 (0.019) ; 37776 (0.018) ; 

Time=0  
0.17031248460382453   T=0,K=0:  nlsj61372 (0.108) ; 115887 (0.032) ; 49780 (0.023) ; 15281 (0.023) ; 90504 (0.022) ; 114684 (0.022) ; 92783 (0.021) ; 15274 (0.020) ; 12485 (0.020) ; 19412 (0.019) ; 
0.09205113661899356   T=0,K=1:  48479 (0.083) ; 115887 (0.044) ; 48291 (0.031) ; 90504 (0.031) ; 102096 (0.030) ; 31945 (0.026) ; 114413 (0.024) ; 73277 (0.022) ; 24340 (0.022) ; 66295 (0.019) ; 
0.07419533059481628   T=0,K=2:  114684 (0.039) ; 52571 (0.036) ; 11144 (0.035) ; 46425 (0.032) ; 100589 (0.030) ; 26447 (0.030) ; 63724 (0.025) ; 29974 (0.023) ; 22209 (0.021) ; 22425 (0.020) ; 
0.043691003386174106   T=0,K=3:  67014 (0.058) ; 97779 (0.053) ; nlsj4677 (0.040) ; 101739 (0.031) ; 112833 (0.030) ; 74735 (0.030) ; 76490 (0.028) ; 74378 (0.028) ; 8575 (0.022) ; 74126 (0.022) ; 
0.0636465980460064   T=0,K=4:  63772 (0.057) ; 25733 (0.048) ; 61270 (0.041) ; 41018 (0.031) ; 70039 (0.031) ; 114404 (0.030) ; 98584 (0.027) ; 64165 (0.024) ; 13096 (0.023) ; 54165 (0.021) ; 
0.005923756764385878   T=0,K=5:  95384 (0.067) ; 59660 (0.059) ; 3507 (0.057) ; 39192 (0.057) ; 99744 (0.047) ; 57340 (0.045) ; 92323 (0.041) ; 95661 (0.034) ; 40001 (0.032) ; 25160 (0.031) ; 
0.03750872311777525   T=0,K=6:  36180 (0.140) ; 77837 (0.049) ; 84505 (0.044) ; 52332 (0.041) ; 98234 (0.039) ; 103805 (0.033) ; 77699 (0.031) ; 85306 (0.029) ; 64591 (0.028) ; 4076 (0.025) ; 
0.006785473979237216   T=0,K=7:  98414 (0.088) ; 61245 (0.071) ; 76029 (0.068) ; 44964 (0.068) ; 41024 (0.062) ; 48051 (0.045) ; 35611 (0.040) ; 92329 (0.027) ; 88464 (0.021) ; 84245 (0.018) ; 
0.014198153429971688   T=0,K=8:  115301 (0.073) ; 54469 (0.059) ; 42830 (0.057) ; 51241 (0.039) ; 2815 (0.038) ; 63013 (0.032) ; 61754 (0.031) ; nlsj9493 (0.030) ; 104355 (0.029) ; 115892 (0.026) ; 
0.047846441118334755   T=0,K=9:  66342 (0.048) ; 45794 (0.036) ; 80140 (0.033) ; 28569 (0.029) ; 42214 (0.029) ; 71023 (0.026) ; nlsj107632 (0.023) ; 11305 (0.023) ; 14023 (0.021) ; 60535 (0.020) ; 
0.0226134198800485   T=0,K=10:  102676 (0.087) ; 74126 (0.044) ; nlsj82141 (0.037) ; 79595 (0.034) ; 38547 (0.032) ; 68890 (0.030) ; 110114 (0.030) ; 55104 (0.026) ; 48910 (0.026) ; 39487 (0.024) ; 
0.03534772679060423   T=0,K=11:  112833 (0.073) ; 84234 (0.069) ; 63772 (0.066) ; 110734 (0.053) ; 72627 (0.032) ; 3630 (0.031) ; 65975 (0.031) ; 20621 (0.030) ; 91097 (0.027) ; 98875 (0.020) ; 
0.06317086058012278   T=0,K=12:  58066 (0.032) ; 63772 (0.028) ; 52571 (0.028) ; 76029 (0.026) ; 19546 (0.026) ; 65313 (0.025) ; 73277 (0.023) ; 93560 (0.022) ; 84548 (0.021) ; 40748 (0.019) ; 
0.1339466323451929   T=0,K=13:  111537 (0.062) ; 61791 (0.060) ; 76703 (0.053) ; 63772 (0.045) ; nlsj96033 (0.037) ; 46712 (0.036) ; 74378 (0.035) ; 67868 (0.031) ; 66295 (0.030) ; 3261 (0.027) ; 
0.18876225874451197   T=0,K=14:  nlsj5576 (0.068) ; 24394 (0.055) ; 43206 (0.050) ; 45996 (0.031) ; 62204 (0.030) ; 92783 (0.024) ; 102000 (0.022) ; 27847 (0.020) ; 92329 (0.019) ; 37776 (0.018) ; 

Time=0  
0.24140128514559303   T=0,K=0:  nlsj61372 (0.108) ; 115887 (0.032) ; 49780 (0.023) ; 15281 (0.023) ; 90504 (0.022) ; 114684 (0.022) ; 92783 (0.021) ; 15274 (0.020) ; 12485 (0.020) ; 19412 (0.019) ; 
0.002975288462450121   T=0,K=1:  48479 (0.083) ; 115887 (0.044) ; 48291 (0.031) ; 90504 (0.031) ; 102096 (0.030) ; 31945 (0.026) ; 114413 (0.024) ; 73277 (0.022) ; 24340 (0.022) ; 66295 (0.019) ; 
0.012900433746237339   T=0,K=2:  114684 (0.039) ; 52571 (0.036) ; 11144 (0.035) ; 46425 (0.032) ; 100589 (0.030) ; 26447 (0.030) ; 63724 (0.025) ; 29974 (0.023) ; 22209 (0.021) ; 22425 (0.020) ; 
0.00017832957619881806   T=0,K=3:  67014 (0.058) ; 97779 (0.053) ; nlsj4677 (0.040) ; 101739 (0.031) ; 112833 (0.030) ; 74735 (0.030) ; 76490 (0.028) ; 74378 (0.028) ; 8575 (0.022) ; 74126 (0.022) ; 
0.02442981874994957   T=0,K=4:  63772 (0.057) ; 25733 (0.048) ; 61270 (0.041) ; 41018 (0.031) ; 70039 (0.031) ; 114404 (0.030) ; 98584 (0.027) ; 64165 (0.024) ; 13096 (0.023) ; 54165 (0.021) ; 
0.06183313215364236   T=0,K=5:  95384 (0.067) ; 59660 (0.059) ; 3507 (0.057) ; 39192 (0.057) ; 99744 (0.047) ; 57340 (0.045) ; 92323 (0.041) ; 95661 (0.034) ; 40001 (0.032) ; 25160 (0.031) ; 
0.0009181270171563919   T=0,K=6:  36180 (0.140) ; 77837 (0.049) ; 84505 (0.044) ; 52332 (0.041) ; 98234 (0.039) ; 103805 (0.033) ; 77699 (0.031) ; 85306 (0.029) ; 64591 (0.028) ; 4076 (0.025) ; 
0.013614194755935666   T=0,K=7:  98414 (0.088) ; 61245 (0.071) ; 76029 (0.068) ; 44964 (0.068) ; 41024 (0.062) ; 48051 (0.045) ; 35611 (0.040) ; 92329 (0.027) ; 88464 (0.021) ; 84245 (0.018) ; 
0.0015687293584878243   T=0,K=8:  115301 (0.073) ; 54469 (0.059) ; 42830 (0.057) ; 51241 (0.039) ; 2815 (0.038) ; 63013 (0.032) ; 61754 (0.031) ; nlsj9493 (0.030) ; 104355 (0.029) ; 115892 (0.026) ; 
0.0040462216187611855   T=0,K=9:  66342 (0.048) ; 45794 (0.036) ; 80140 (0.033) ; 28569 (0.029) ; 42214 (0.029) ; 71023 (0.026) ; nlsj107632 (0.023) ; 11305 (0.023) ; 14023 (0.021) ; 60535 (0.020) ; 
0.032365633901137496   T=0,K=10:  102676 (0.087) ; 74126 (0.044) ; nlsj82141 (0.037) ; 79595 (0.034) ; 38547 (0.032) ; 68890 (0.030) ; 110114 (0.030) ; 55104 (0.026) ; 48910 (0.026) ; 39487 (0.024) ; 
0.040018623058575946   T=0,K=11:  112833 (0.073) ; 84234 (0.069) ; 63772 (0.066) ; 110734 (0.053) ; 72627 (0.032) ; 3630 (0.031) ; 65975 (0.031) ; 20621 (0.030) ; 91097 (0.027) ; 98875 (0.020) ; 
0.07633891726595408   T=0,K=12:  58066 (0.032) ; 63772 (0.028) ; 52571 (0.028) ; 76029 (0.026) ; 19546 (0.026) ; 65313 (0.025) ; 73277 (0.023) ; 93560 (0.022) ; 84548 (0.021) ; 40748 (0.019) ; 
0.004873575807446714   T=0,K=13:  111537 (0.062) ; 61791 (0.060) ; 76703 (0.053) ; 63772 (0.045) ; nlsj96033 (0.037) ; 46712 (0.036) ; 74378 (0.035) ; 67868 (0.031) ; 66295 (0.030) ; 3261 (0.027) ; 
0.48253768938247343   T=0,K=14:  nlsj5576 (0.068) ; 24394 (0.055) ; 43206 (0.050) ; 45996 (0.031) ; 62204 (0.030) ; 92783 (0.024) ; 102000 (0.022) ; 27847 (0.020) ; 92329 (0.019) ; 37776 (0.018) ; 

Time=0  
0.37186741971954507   T=0,K=0:  nlsj61372 (0.108) ; 115887 (0.032) ; 49780 (0.023) ; 15281 (0.023) ; 90504 (0.022) ; 114684 (0.022) ; 92783 (0.021) ; 15274 (0.020) ; 12485 (0.020) ; 19412 (0.019) ; 
0.04035740714155197   T=0,K=1:  48479 (0.083) ; 115887 (0.044) ; 48291 (0.031) ; 90504 (0.031) ; 102096 (0.030) ; 31945 (0.026) ; 114413 (0.024) ; 73277 (0.022) ; 24340 (0.022) ; 66295 (0.019) ; 
0.01545030876648737   T=0,K=2:  114684 (0.039) ; 52571 (0.036) ; 11144 (0.035) ; 46425 (0.032) ; 100589 (0.030) ; 26447 (0.030) ; 63724 (0.025) ; 29974 (0.023) ; 22209 (0.021) ; 22425 (0.020) ; 
0.08700249929153644   T=0,K=3:  67014 (0.058) ; 97779 (0.053) ; nlsj4677 (0.040) ; 101739 (0.031) ; 112833 (0.030) ; 74735 (0.030) ; 76490 (0.028) ; 74378 (0.028) ; 8575 (0.022) ; 74126 (0.022) ; 
0.01792993303587873   T=0,K=4:  63772 (0.057) ; 25733 (0.048) ; 61270 (0.041) ; 41018 (0.031) ; 70039 (0.031) ; 114404 (0.030) ; 98584 (0.027) ; 64165 (0.024) ; 13096 (0.023) ; 54165 (0.021) ; 
0.007916537123463494   T=0,K=5:  95384 (0.067) ; 59660 (0.059) ; 3507 (0.057) ; 39192 (0.057) ; 99744 (0.047) ; 57340 (0.045) ; 92323 (0.041) ; 95661 (0.034) ; 40001 (0.032) ; 25160 (0.031) ; 
0.0005042500507359787   T=0,K=6:  36180 (0.140) ; 77837 (0.049) ; 84505 (0.044) ; 52332 (0.041) ; 98234 (0.039) ; 103805 (0.033) ; 77699 (0.031) ; 85306 (0.029) ; 64591 (0.028) ; 4076 (0.025) ; 
0.00014968902631471153   T=0,K=7:  98414 (0.088) ; 61245 (0.071) ; 76029 (0.068) ; 44964 (0.068) ; 41024 (0.062) ; 48051 (0.045) ; 35611 (0.040) ; 92329 (0.027) ; 88464 (0.021) ; 84245 (0.018) ; 
0.027160117524357617   T=0,K=8:  115301 (0.073) ; 54469 (0.059) ; 42830 (0.057) ; 51241 (0.039) ; 2815 (0.038) ; 63013 (0.032) ; 61754 (0.031) ; nlsj9493 (0.030) ; 104355 (0.029) ; 115892 (0.026) ; 
0.4233846146687432   T=0,K=9:  66342 (0.048) ; 45794 (0.036) ; 80140 (0.033) ; 28569 (0.029) ; 42214 (0.029) ; 71023 (0.026) ; nlsj107632 (0.023) ; 11305 (0.023) ; 14023 (0.021) ; 60535 (0.020) ; 
0.0007396686630363301   T=0,K=10:  102676 (0.087) ; 74126 (0.044) ; nlsj82141 (0.037) ; 79595 (0.034) ; 38547 (0.032) ; 68890 (0.030) ; 110114 (0.030) ; 55104 (0.026) ; 48910 (0.026) ; 39487 (0.024) ; 
0.00255709696899381   T=0,K=11:  112833 (0.073) ; 84234 (0.069) ; 63772 (0.066) ; 110734 (0.053) ; 72627 (0.032) ; 3630 (0.031) ; 65975 (0.031) ; 20621 (0.030) ; 91097 (0.027) ; 98875 (0.020) ; 
0.0014235904979346325   T=0,K=12:  58066 (0.032) ; 63772 (0.028) ; 52571 (0.028) ; 76029 (0.026) ; 19546 (0.026) ; 65313 (0.025) ; 73277 (0.023) ; 93560 (0.022) ; 84548 (0.021) ; 40748 (0.019) ; 
0.0033219453680056856   T=0,K=13:  111537 (0.062) ; 61791 (0.060) ; 76703 (0.053) ; 63772 (0.045) ; nlsj96033 (0.037) ; 46712 (0.036) ; 74378 (0.035) ; 67868 (0.031) ; 66295 (0.030) ; 3261 (0.027) ; 
0.00023492215341494097   T=0,K=14:  nlsj5576 (0.068) ; 24394 (0.055) ; 43206 (0.050) ; 45996 (0.031) ; 62204 (0.030) ; 92783 (0.024) ; 102000 (0.022) ; 27847 (0.020) ; 92329 (0.019) ; 37776 (0.018) ; 

Time=0  
0.04125647122601723   T=0,K=0:  nlsj61372 (0.108) ; 115887 (0.032) ; 49780 (0.023) ; 15281 (0.023) ; 90504 (0.022) ; 114684 (0.022) ; 92783 (0.021) ; 15274 (0.020) ; 12485 (0.020) ; 19412 (0.019) ; 
0.128990738457681   T=0,K=1:  48479 (0.083) ; 115887 (0.044) ; 48291 (0.031) ; 90504 (0.031) ; 102096 (0.030) ; 31945 (0.026) ; 114413 (0.024) ; 73277 (0.022) ; 24340 (0.022) ; 66295 (0.019) ; 
0.021110674355616872   T=0,K=2:  114684 (0.039) ; 52571 (0.036) ; 11144 (0.035) ; 46425 (0.032) ; 100589 (0.030) ; 26447 (0.030) ; 63724 (0.025) ; 29974 (0.023) ; 22209 (0.021) ; 22425 (0.020) ; 
0.041395199552893745   T=0,K=3:  67014 (0.058) ; 97779 (0.053) ; nlsj4677 (0.040) ; 101739 (0.031) ; 112833 (0.030) ; 74735 (0.030) ; 76490 (0.028) ; 74378 (0.028) ; 8575 (0.022) ; 74126 (0.022) ; 
0.1770102177588721   T=0,K=4:  63772 (0.057) ; 25733 (0.048) ; 61270 (0.041) ; 41018 (0.031) ; 70039 (0.031) ; 114404 (0.030) ; 98584 (0.027) ; 64165 (0.024) ; 13096 (0.023) ; 54165 (0.021) ; 
0.00025268266154639753   T=0,K=5:  95384 (0.067) ; 59660 (0.059) ; 3507 (0.057) ; 39192 (0.057) ; 99744 (0.047) ; 57340 (0.045) ; 92323 (0.041) ; 95661 (0.034) ; 40001 (0.032) ; 25160 (0.031) ; 
0.1777524725388437   T=0,K=6:  36180 (0.140) ; 77837 (0.049) ; 84505 (0.044) ; 52332 (0.041) ; 98234 (0.039) ; 103805 (0.033) ; 77699 (0.031) ; 85306 (0.029) ; 64591 (0.028) ; 4076 (0.025) ; 
0.005016443309176508   T=0,K=7:  98414 (0.088) ; 61245 (0.071) ; 76029 (0.068) ; 44964 (0.068) ; 41024 (0.062) ; 48051 (0.045) ; 35611 (0.040) ; 92329 (0.027) ; 88464 (0.021) ; 84245 (0.018) ; 
0.0033117721742080422   T=0,K=8:  115301 (0.073) ; 54469 (0.059) ; 42830 (0.057) ; 51241 (0.039) ; 2815 (0.038) ; 63013 (0.032) ; 61754 (0.031) ; nlsj9493 (0.030) ; 104355 (0.029) ; 115892 (0.026) ; 
0.007310496113203672   T=0,K=9:  66342 (0.048) ; 45794 (0.036) ; 80140 (0.033) ; 28569 (0.029) ; 42214 (0.029) ; 71023 (0.026) ; nlsj107632 (0.023) ; 11305 (0.023) ; 14023 (0.021) ; 60535 (0.020) ; 
0.00440612133422002   T=0,K=10:  102676 (0.087) ; 74126 (0.044) ; nlsj82141 (0.037) ; 79595 (0.034) ; 38547 (0.032) ; 68890 (0.030) ; 110114 (0.030) ; 55104 (0.026) ; 48910 (0.026) ; 39487 (0.024) ; 
0.1911695331528871   T=0,K=11:  112833 (0.073) ; 84234 (0.069) ; 63772 (0.066) ; 110734 (0.053) ; 72627 (0.032) ; 3630 (0.031) ; 65975 (0.031) ; 20621 (0.030) ; 91097 (0.027) ; 98875 (0.020) ; 
0.021869122840853954   T=0,K=12:  58066 (0.032) ; 63772 (0.028) ; 52571 (0.028) ; 76029 (0.026) ; 19546 (0.026) ; 65313 (0.025) ; 73277 (0.023) ; 93560 (0.022) ; 84548 (0.021) ; 40748 (0.019) ; 
0.04390149375975346   T=0,K=13:  111537 (0.062) ; 61791 (0.060) ; 76703 (0.053) ; 63772 (0.045) ; nlsj96033 (0.037) ; 46712 (0.036) ; 74378 (0.035) ; 67868 (0.031) ; 66295 (0.030) ; 3261 (0.027) ; 
0.1352465607642262   T=0,K=14:  nlsj5576 (0.068) ; 24394 (0.055) ; 43206 (0.050) ; 45996 (0.031) ; 62204 (0.030) ; 92783 (0.024) ; 102000 (0.022) ; 27847 (0.020) ; 92329 (0.019) ; 37776 (0.018) ; 

Time=1  
1.470035329645505e-06   T=1,K=0:  nlsj61372 (0.078) ; 92783 (0.026) ; 115887 (0.025) ; 49780 (0.024) ; 90504 (0.024) ; 19412 (0.023) ; 15281 (0.023) ; 114684 (0.023) ; 15274 (0.022) ; 112832 (0.019) ; 
0.0006527384204202943   T=1,K=1:  48479 (0.081) ; 115887 (0.039) ; 114413 (0.028) ; 73277 (0.026) ; 31945 (0.026) ; 24340 (0.022) ; 102000 (0.021) ; 34855 (0.021) ; 90504 (0.020) ; 14181 (0.019) ; 
0.0005424126420438353   T=1,K=2:  46425 (0.047) ; 52571 (0.041) ; 22209 (0.031) ; 11144 (0.029) ; 114684 (0.028) ; 29974 (0.027) ; 63724 (0.023) ; 26447 (0.022) ; 63772 (0.021) ; 100589 (0.020) ; 
0.00013234059844130795   T=1,K=3:  67014 (0.056) ; nlsj4677 (0.034) ; 76490 (0.033) ; 112833 (0.033) ; 97779 (0.032) ; 101739 (0.032) ; 74378 (0.031) ; 8575 (0.030) ; 110734 (0.024) ; 4845 (0.023) ; 
0.0001134082257676782   T=1,K=4:  63772 (0.052) ; 25733 (0.042) ; 114404 (0.033) ; 61270 (0.031) ; 98584 (0.030) ; 66574 (0.028) ; 54165 (0.027) ; 41018 (0.027) ; 64165 (0.025) ; 70039 (0.024) ; 
0.0007127513661037856   T=1,K=5:  59660 (0.062) ; 3507 (0.060) ; 92323 (0.059) ; 95384 (0.054) ; 39192 (0.045) ; 99744 (0.042) ; 57340 (0.039) ; 27219 (0.036) ; 25160 (0.029) ; 40001 (0.026) ; 
0.6035122112621204   T=1,K=6:  36180 (0.117) ; 98234 (0.053) ; 84505 (0.047) ; 77837 (0.044) ; 77699 (0.039) ; 103805 (0.033) ; 85306 (0.029) ; 52332 (0.026) ; 4076 (0.024) ; 61245 (0.023) ; 
