1265 documents , 1 concepts , 3956 context features (23726) 
kappaF 10.000000, kappaK 4.000000, a0 7.000000, b0 3.000000, K 10, max_docs_per_slice 2000, start -800, end 400, times 13, dT 100, I 3


map[]

===============  per type  ===============
0.1547021957812151   T=0,K=0:  52332 (0.009) ; nlsj561 (0.008) ; nlsj8802 (0.005) ; 51241 (0.005) ; 61177 (0.004) ; nlsj76696 (0.003) ; 103701 (0.003) ; 2244 (0.003) ; 51424 (0.003) ; 112559 (0.002) ; 
0.11978266612963075   T=7,K=0:  79983 (0.041) ; 62204 (0.016) ; 8909 (0.015) ; 45996 (0.014) ; 84434 (0.013) ; 48291 (0.013) ;  (0.009) ; 84422 (0.006) ; 52332 (0.006) ; 20621 (0.005) ; 
0.06228752165530291   T=7,K=1:   (0.034) ; 11583 (0.019) ; 79983 (0.018) ; 22209 (0.018) ; 27847 (0.017) ; 57457 (0.011) ; 63772 (0.010) ; 85306 (0.010) ; 110114 (0.010) ; 86219 (0.008) ; 
0.11146049265890491   T=7,K=2:  84494 (0.028) ; 45996 (0.024) ; 27847 (0.019) ; 8665 (0.018) ; 63772 (0.018) ; 79983 (0.014) ; 22209 (0.013) ;  (0.012) ; 85306 (0.010) ; 114548 (0.010) ; 
0.06889298875642755   T=7,K=3:  84494 (0.025) ; 114553 (0.017) ; 42214 (0.016) ; 62204 (0.012) ; 65552 (0.011) ; 22209 (0.011) ; 85306 (0.011) ; 45996 (0.011) ; 110639 (0.010) ; 63772 (0.007) ; 
0.09244814718866888   T=7,K=4:  85306 (0.036) ; 110639 (0.019) ; 62204 (0.017) ; 79983 (0.015) ; 45996 (0.012) ; 22209 (0.010) ; 86219 (0.008) ; 8665 (0.007) ; 68641 (0.006) ; 84234 (0.006) ; 
0.07993417490281206   T=7,K=5:  85306 (0.024) ; 45996 (0.017) ; nlsj32167 (0.016) ; 22209 (0.015) ; 86112 (0.013) ; 108780 (0.012) ; 1093 (0.011) ; 79983 (0.011) ; 76530 (0.010) ;  (0.008) ; 
0.18890292998517438   T=7,K=6:  79983 (0.041) ; 84234 (0.030) ;  (0.016) ; 76512 (0.015) ; 84494 (0.015) ; 33819 (0.013) ; 61791 (0.012) ; 22209 (0.012) ; 85306 (0.011) ; nlsj61372 (0.010) ; 
0.07655163158848484   T=7,K=7:  8665 (0.014) ; 84234 (0.014) ; 84494 (0.013) ; 79983 (0.011) ; 79223 (0.010) ; 31161 (0.010) ; 62204 (0.010) ; 64914 (0.008) ; 24292 (0.008) ; 52332 (0.008) ; 
0.09199789091858118   T=7,K=8:  22209 (0.026) ; 45996 (0.020) ; 84234 (0.018) ; 65552 (0.016) ; 84494 (0.014) ; 61791 (0.013) ; 79983 (0.012) ;  (0.012) ; 116416 (0.011) ; 63772 (0.006) ; 
0.10774155621601254   T=7,K=9:  85306 (0.064) ;  (0.028) ; 79983 (0.021) ; 22209 (0.019) ; 84434 (0.019) ; 8665 (0.011) ; 23726 (0.010) ; 90504 (0.010) ; 63772 (0.009) ; 84494 (0.008) ; 

Time=8  
0.09509133824387446   T=8,K=0:  84434 (0.055) ; 79983 (0.020) ; 74735 (0.011) ; 45996 (0.010) ; 52332 (0.009) ; 22209 (0.009) ; 65552 (0.009) ;  (0.008) ; 48291 (0.007) ; nlsj32160 (0.007) ; 
0.07541718850632646   T=8,K=1:   (0.056) ; 79983 (0.031) ; 86112 (0.027) ; 85306 (0.020) ; 27847 (0.014) ; 8665 (0.012) ; 84234 (0.011) ; 22209 (0.011) ; 8909 (0.010) ; 20598 (0.007) ; 
0.11801675374249435   T=8,K=2:   (0.033) ; 27847 (0.032) ; 65552 (0.032) ; 45996 (0.030) ; 62204 (0.021) ; 8665 (0.020) ; 22209 (0.019) ; 86112 (0.018) ; 68641 (0.012) ; 84494 (0.010) ; 
0.09543741874888322   T=8,K=3:  45996 (0.042) ; 42214 (0.033) ; 84494 (0.018) ; 79223 (0.017) ; 65552 (0.015) ; 47876 (0.013) ; 85306 (0.012) ; 11583 (0.010) ; 62204 (0.009) ; 84234 (0.007) ; 
0.1138504020077703   T=8,K=4:  45996 (0.048) ; 79983 (0.033) ; 85306 (0.022) ; 22209 (0.022) ;  (0.018) ; 63772 (0.017) ; 65552 (0.011) ; 23726 (0.009) ; 8665 (0.009) ; 114753 (0.009) ; 
0.10173875066311314   T=8,K=5:  85306 (0.058) ; 45996 (0.027) ; 22209 (0.019) ; 79983 (0.015) ; 20195 (0.012) ; nlsj32167 (0.012) ; 111889 (0.011) ; 46646 (0.010) ; 62204 (0.010) ; 31161 (0.008) ; 
0.11737624919382723   T=8,K=6:   (0.039) ; 84494 (0.033) ; 22209 (0.026) ; 61791 (0.016) ; 74767 (0.013) ; 79983 (0.012) ; 84234 (0.010) ; 68641 (0.010) ; 43206 (0.009) ; 31161 (0.008) ; 
0.08194352491476165   T=8,K=7:  84494 (0.025) ; 68641 (0.023) ; 62204 (0.022) ; 79223 (0.022) ; 84234 (0.020) ; 43206 (0.015) ; 79983 (0.011) ; 51148 (0.009) ; 8665 (0.009) ; 115887 (0.008) ; 
0.10289439800069797   T=8,K=8:  22209 (0.053) ; 45996 (0.036) ; 65552 (0.023) ; 116416 (0.010) ; 84494 (0.010) ; 84234 (0.009) ; 20097 (0.009) ; 79983 (0.008) ; 110639 (0.008) ; 11583 (0.008) ; 
0.09823397597825127   T=8,K=9:  85306 (0.036) ;  (0.024) ; 22209 (0.021) ; 8665 (0.013) ; 63772 (0.012) ; 45996 (0.010) ; 84434 (0.010) ; 79223 (0.010) ; 84494 (0.010) ; 79983 (0.009) ; 

Time=9  
0.09700495938911138   T=9,K=0:  79983 (0.021) ; 84434 (0.017) ; 63713 (0.009) ; 45996 (0.009) ; 74735 (0.008) ; 22209 (0.008) ; 70958 (0.007) ; 80043 (0.006) ; 110639 (0.005) ; 48291 (0.005) ; 
0.10125905777468247   T=9,K=1:  79983 (0.021) ;  (0.016) ; 86112 (0.012) ; 8909 (0.011) ; 84234 (0.009) ; 85306 (0.009) ; 42214 (0.008) ; 8665 (0.008) ; 22209 (0.007) ; 4602 (0.007) ; 
0.11693399754859488   T=9,K=2:   (0.032) ; 22209 (0.018) ; 62204 (0.014) ; 47735 (0.011) ; 45996 (0.011) ; 65552 (0.009) ; 110407 (0.009) ; 27847 (0.008) ; 8665 (0.008) ; 37210 (0.007) ; 
0.04579254459293106   T=9,K=3:  65552 (0.047) ; 45996 (0.019) ; 42214 (0.018) ; 47876 (0.012) ; 11583 (0.012) ; 62204 (0.011) ; 31161 (0.010) ; 84234 (0.009) ; 85306 (0.008) ; 90166 (0.008) ; 
0.10513347341122449   T=9,K=4:  22209 (0.023) ; 65552 (0.020) ; 23726 (0.018) ;  (0.016) ; 79983 (0.015) ; 85306 (0.014) ; 45996 (0.012) ; 114753 (0.009) ; 48291 (0.009) ; 102096 (0.007) ; 
0.11943812670064494   T=9,K=5:  85306 (0.035) ; 22209 (0.024) ; 45996 (0.020) ; 65552 (0.020) ;  (0.014) ; 79983 (0.014) ; 46613 (0.012) ; 110639 (0.008) ; nlsj56179 (0.007) ; 20195 (0.007) ; 
0.08000564353524305   T=9,K=6:  84494 (0.028) ;  (0.024) ; 22209 (0.023) ; 76703 (0.011) ; 63772 (0.009) ; 45996 (0.008) ; 86219 (0.008) ; 74767 (0.008) ; 85306 (0.007) ; 84234 (0.006) ; 
0.10604456237085268   T=9,K=7:  62204 (0.037) ; 68641 (0.018) ;  (0.017) ; 79983 (0.015) ; 84234 (0.011) ; 31562 (0.009) ; 8665 (0.008) ; nlsj71743 (0.007) ; 79223 (0.006) ; 65552 (0.006) ; 
0.11001457302549222   T=9,K=8:  22209 (0.022) ; 74735 (0.019) ; 85306 (0.013) ; 23726 (0.013) ; 65552 (0.013) ; 3398 (0.012) ; 86112 (0.011) ; 110639 (0.010) ; 11583 (0.009) ; 22100 (0.009) ; 
0.11837306165122287   T=9,K=9:  85306 (0.017) ; 22209 (0.016) ; 68641 (0.014) ;  (0.010) ; 45996 (0.010) ; 8665 (0.009) ; 109013 (0.009) ; 84234 (0.009) ; 63772 (0.008) ; 31161 (0.006) ; 

Time=10  
0.08054067333353054   T=10,K=0:  79983 (0.011) ; 22209 (0.011) ; 80043 (0.010) ; 8665 (0.009) ; 74735 (0.009) ; 84434 (0.007) ; 80327 (0.006) ;  (0.005) ; 49875 (0.005) ; 85306 (0.005) ; 
0.123493707121288   T=10,K=1:  42214 (0.018) ; 8909 (0.013) ;  (0.012) ; 86112 (0.009) ; 79983 (0.006) ; 46804 (0.005) ; 72610 (0.005) ; 85306 (0.005) ; 84234 (0.005) ; 76028 (0.005) ; 
0.09426413573017921   T=10,K=2:  47735 (0.020) ;  (0.008) ; 62204 (0.006) ; 37210 (0.006) ; 115887 (0.005) ; 66173 (0.005) ; 85306 (0.005) ; 22209 (0.005) ; 27847 (0.004) ; 45996 (0.004) ; 
0.061108748908761806   T=10,K=3:  65552 (0.017) ;  (0.016) ; 11583 (0.009) ; 62204 (0.009) ; 114548 (0.007) ; 84234 (0.007) ; 48291 (0.006) ; 42214 (0.006) ; 116416 (0.005) ; 47876 (0.005) ; 
0.11564336787252409   T=10,K=4:  23726 (0.032) ; 65552 (0.029) ; 22209 (0.017) ; 85306 (0.012) ;  (0.006) ; 8665 (0.005) ; 48291 (0.005) ; 79983 (0.005) ; 114753 (0.005) ; 102096 (0.005) ; 
0.09191442890236294   T=10,K=5:  22209 (0.020) ; 72627 (0.016) ;  (0.016) ; 45996 (0.013) ; 85306 (0.010) ; 79983 (0.006) ; 110598 (0.006) ; 110639 (0.006) ; 46613 (0.005) ; 65552 (0.005) ; 
0.07473803766241202   T=10,K=6:  22209 (0.021) ; 84494 (0.013) ; 76703 (0.013) ; 63772 (0.010) ; 90166 (0.007) ;  (0.007) ; 85306 (0.006) ; 84234 (0.006) ; 86219 (0.006) ; 45996 (0.006) ; 
0.09934375524391548   T=10,K=7:  68641 (0.019) ; 62204 (0.013) ; 31562 (0.009) ;  (0.009) ; 84234 (0.008) ; 22209 (0.007) ; 8909 (0.007) ; 72627 (0.006) ; 48291 (0.005) ; 79983 (0.005) ; 
0.10580202727315524   T=10,K=8:  74735 (0.018) ; 85306 (0.015) ; 22209 (0.010) ; 71308 (0.009) ; 65552 (0.008) ; 84434 (0.007) ; 23726 (0.006) ; 63772 (0.005) ; 75552 (0.005) ; 109013 (0.005) ; 
0.15315111795187053   T=10,K=9:  74735 (0.016) ; 68641 (0.014) ; 85306 (0.010) ; 84234 (0.009) ; 46646 (0.006) ; 4845 (0.006) ; 31161 (0.006) ; 62204 (0.006) ; 27847 (0.005) ; 23726 (0.005) ; 

Time=11  
0.04656549835463033   T=11,K=0:  8665 (0.013) ; 80043 (0.013) ; 79983 (0.012) ; 22209 (0.008) ; 74735 (0.006) ; 49875 (0.005) ; 260 (0.005) ; 70958 (0.004) ; 85306 (0.004) ; 84434 (0.004) ; 
0.16686602841326842   T=11,K=1:   (0.008) ; 42214 (0.008) ; 46804 (0.007) ; 8909 (0.006) ; 76028 (0.006) ; 18107 (0.005) ; 84434 (0.005) ; 86112 (0.005) ; 52030 (0.004) ; 47876 (0.004) ; 
0.05637722778883574   T=11,K=2:  47735 (0.021) ; 37210 (0.006) ; 115887 (0.006) ; 85306 (0.005) ;  (0.005) ; 57457 (0.004) ; 85665 (0.004) ; 23726 (0.004) ; 66173 (0.004) ; 116416 (0.004) ; 
0.1302493948050487   T=11,K=3:  65552 (0.011) ; 114548 (0.008) ; 11583 (0.006) ;  (0.006) ; 62204 (0.006) ; 84234 (0.004) ; 116416 (0.004) ; 28360 (0.004) ; 42214 (0.004) ; 48291 (0.004) ; 
0.06372408093941243   T=11,K=4:  23726 (0.029) ; 22209 (0.013) ; 65552 (0.007) ; 85306 (0.007) ; 84434 (0.005) ; 8665 (0.005) ; nlsj107632 (0.005) ; 24292 (0.004) ;  (0.004) ; 114753 (0.004) ; 
0.09263295542379178   T=11,K=5:  45996 (0.020) ;  (0.018) ; 72627 (0.016) ; 22209 (0.010) ; 84494 (0.006) ; 85306 (0.006) ; 39489 (0.005) ; 110639 (0.005) ; 79828 (0.005) ; 112989 (0.005) ; 
0.13147908997493646   T=11,K=6:  84494 (0.016) ; 22209 (0.012) ; 63772 (0.009) ; 45996 (0.007) ; nlsj71743 (0.006) ; 84234 (0.006) ; 76703 (0.005) ; 90166 (0.005) ;  (0.005) ; 85306 (0.004) ; 
0.12806284298380055   T=11,K=7:  68641 (0.013) ; 62204 (0.008) ;  (0.007) ; 8909 (0.006) ; 48291 (0.005) ; 72627 (0.005) ; 22209 (0.005) ; 31562 (0.005) ; 65552 (0.005) ; 102000 (0.004) ; 
0.09121874731550596   T=11,K=8:  85306 (0.022) ; 74735 (0.021) ; 65552 (0.010) ; 71308 (0.010) ; 86219 (0.008) ; 63772 (0.007) ; 84434 (0.007) ; 104429 (0.006) ; 22209 (0.005) ; 75156 (0.004) ; 
0.09282413400076939   T=11,K=9:  74735 (0.014) ; 68641 (0.013) ; 4845 (0.006) ; 85306 (0.006) ; 45996 (0.006) ; 23726 (0.004) ; 46646 (0.004) ; 27847 (0.004) ; 84234 (0.004) ;  (0.004) ; 

Time=12  
0.04997278141843747   T=12,K=0:  80043 (0.012) ; 8665 (0.011) ; 79983 (0.010) ; 22209 (0.007) ; 49875 (0.007) ; 70958 (0.005) ; 48291 (0.005) ; 74735 (0.005) ; 72610 (0.005) ; 260 (0.005) ; 
0.05044481894261593   T=12,K=1:  42214 (0.011) ; 18107 (0.009) ;  (0.008) ; 76028 (0.008) ; 46804 (0.006) ; 29883 (0.006) ; 72627 (0.005) ; 86112 (0.005) ; 84434 (0.004) ; 52030 (0.004) ; 
0.0734901842514631   T=12,K=2:  47735 (0.037) ; 37210 (0.010) ; 115887 (0.006) ; 84064 (0.005) ; 23726 (0.005) ; 116416 (0.005) ;  (0.005) ; 104421 (0.004) ; 22209 (0.004) ; 85306 (0.004) ; 
0.19824368601326142   T=12,K=3:  11583 (0.009) ; 65552 (0.009) ; 114548 (0.006) ; 84234 (0.006) ;  (0.006) ; 116416 (0.005) ; 62204 (0.004) ; 90504 (0.004) ; 48291 (0.004) ; 42214 (0.003) ; 
0.05923562486157395   T=12,K=4:  23726 (0.033) ; 65552 (0.009) ; 22209 (0.008) ; 85306 (0.008) ; nlsj107632 (0.007) ; 84434 (0.006) ; 8665 (0.005) ; 86112 (0.004) ; 33539 (0.004) ; 112472 (0.004) ; 
0.07148676789297292   T=12,K=5:   (0.019) ; 45996 (0.011) ; 110598 (0.010) ; 72627 (0.009) ; 25120 (0.006) ; 112989 (0.006) ; 22209 (0.006) ; 84494 (0.006) ; 39489 (0.005) ; 4845 (0.005) ; 
0.06624399300936953   T=12,K=6:  84494 (0.014) ; 84234 (0.010) ; 22209 (0.010) ; nlsj71743 (0.007) ;  (0.007) ; 63772 (0.006) ; 45996 (0.006) ; 76703 (0.005) ; 85306 (0.004) ; 43206 (0.004) ; 
0.24241129089593313   T=12,K=7:  68641 (0.015) ; 8909 (0.008) ;  (0.007) ; 56496 (0.006) ; 8665 (0.006) ; 72627 (0.006) ; 65552 (0.006) ; 62204 (0.005) ; nlsj36741 (0.005) ; 31562 (0.005) ; 
0.11026570435281863   T=12,K=8:  85306 (0.023) ; 74735 (0.019) ; 71308 (0.012) ; 63772 (0.010) ; 86219 (0.007) ; 76335 (0.007) ; 65552 (0.006) ; 22209 (0.006) ; 104429 (0.006) ; 75156 (0.006) ; 
0.07820514836155368   T=12,K=9:  74735 (0.016) ; 68641 (0.009) ; 4845 (0.008) ; 85306 (0.007) ; 12973 (0.005) ; 46646 (0.005) ; 84234 (0.005) ; 27847 (0.005) ; 23726 (0.004) ; 62204 (0.004) ; 



-----------------------
 kappa_c 4.000000 , kappa_f 10.000000
