42 documents , 1 concepts , 257 context features (14967) 
kappaF 10.000000, kappaK 4.000000, a0 7.000000, b0 3.000000, K 5, max_docs_per_slice 2000, start -335, end 200, times 27, dT 20, I 100


map[]

===============  per type  ===============
0.37765597685000024   T=0,K=0:  260 (0.059) ; 72627 (0.034) ; nlsj9034 (0.034) ; 100990 (0.029) ; 70413 (0.026) ; 11583 (0.021) ; 14967 (0.019) ; 79013 (0.019) ; 46568 (0.018) ; unknown (0.018) ; 
0.14278157324085616   T=13,K=2:  24103 (0.050) ; 63772 (0.045) ; 7915 (0.032) ; 4962 (0.028) ; 65552 (0.025) ; 66507 (0.022) ; 86122 (0.015) ; 100524 (0.014) ; 46612 (0.013) ; 52774 (0.012) ; 
0.08832955567754565   T=13,K=3:  65468 (0.029) ; 45996 (0.027) ; 79955 (0.025) ; 109918 (0.023) ; 49875 (0.022) ; 44667 (0.021) ; 79763 (0.018) ; 37212 (0.016) ; 65552 (0.016) ; 90504 (0.015) ; 
0.31889156139983593   T=13,K=4:  46568 (0.040) ; 45996 (0.030) ; 65552 (0.020) ; 20885 (0.018) ; 27847 (0.017) ; 260 (0.017) ; 113388 (0.015) ; 48910 (0.015) ; 4860 (0.014) ; 52680 (0.014) ; 

Time=14  
0.2646733322182289   T=14,K=0:  11583 (0.037) ; 46568 (0.036) ; 45235 (0.028) ; 98234 (0.019) ; nlsj9034 (0.017) ; 106974 (0.016) ; 79013 (0.016) ; 71542 (0.015) ; 4490 (0.014) ; 90922 (0.014) ; 
0.09458221983489608   T=14,K=1:  102000 (0.028) ; 88670 (0.028) ; 106974 (0.023) ; 38422 (0.023) ; 81325 (0.022) ; 77591 (0.019) ; 3466 (0.017) ; 62204 (0.016) ; 114553 (0.016) ; 26602 (0.015) ; 
0.12928111522866015   T=14,K=2:  24103 (0.057) ; 4962 (0.032) ; 63772 (0.028) ; 7915 (0.024) ; 66507 (0.023) ; 65552 (0.022) ; 46612 (0.017) ; 65469 (0.016) ; 52774 (0.013) ; 102930 (0.013) ; 
0.09201365354454673   T=14,K=3:  109918 (0.030) ; 45996 (0.023) ; 90504 (0.022) ; 65468 (0.021) ; 44667 (0.021) ; 102000 (0.019) ; 79955 (0.016) ; 26761 (0.015) ; 49875 (0.014) ; 105344 (0.014) ; 
0.4194496791736681   T=14,K=4:  60003 (0.024) ; 45996 (0.024) ; 46568 (0.022) ; nlsj61372 (0.021) ; 38466 (0.020) ; 113388 (0.019) ; 52680 (0.018) ; 27847 (0.016) ; 20885 (0.015) ; 48910 (0.014) ; 

Time=15  
0.2830053114595194   T=15,K=0:  11583 (0.035) ; 46568 (0.035) ; 45235 (0.026) ; 67868 (0.018) ; nlsj9493 (0.017) ; 98234 (0.016) ; 79013 (0.016) ; 106974 (0.015) ; 71542 (0.014) ; 110243 (0.014) ; 
0.15189403102013949   T=15,K=1:  38422 (0.038) ; 88670 (0.034) ; 102000 (0.025) ; 106974 (0.024) ; 715 (0.021) ; 77591 (0.018) ; 81325 (0.017) ; 37885 (0.017) ; 65552 (0.016) ; 103975 (0.016) ; 
0.150836315703   T=15,K=2:  24103 (0.046) ; 63772 (0.030) ; 65552 (0.029) ; 4962 (0.026) ; 66507 (0.022) ; 65469 (0.018) ; 7915 (0.018) ; 46612 (0.017) ; nlsj4709 (0.016) ; 12409 (0.014) ; 
0.15422844118711979   T=15,K=3:  102000 (0.027) ; 45996 (0.021) ; 109918 (0.020) ; 65468 (0.020) ; 65552 (0.019) ; 45321 (0.019) ; 105344 (0.017) ; 49875 (0.016) ; 44667 (0.016) ; 26761 (0.015) ; 
0.26003590063022125   T=15,K=4:  45996 (0.033) ; nlsj61372 (0.030) ; 60003 (0.026) ; 38466 (0.021) ; 52680 (0.019) ; 20885 (0.015) ; 46568 (0.015) ; 44667 (0.013) ; 27199 (0.012) ; 113388 (0.012) ; 

Time=16  
0.12936958173552585   T=16,K=0:  46568 (0.027) ; 82862 (0.023) ; nlsj9034 (0.023) ; 106974 (0.021) ; 11583 (0.021) ; 67868 (0.020) ; nlsj9493 (0.019) ; 86122 (0.017) ; 71882 (0.017) ; nlsj71743 (0.017) ; 
0.0445763702565376   T=16,K=1:  38422 (0.046) ; 88670 (0.039) ; 715 (0.027) ; 77591 (0.025) ; 106974 (0.025) ; 102000 (0.022) ; 37885 (0.020) ; 3591 (0.015) ; 26602 (0.014) ; 114553 (0.014) ; 
0.3720245680124086   T=16,K=2:  24103 (0.041) ; 65552 (0.035) ; 63772 (0.027) ; 65469 (0.027) ; 4962 (0.018) ; nlsj4709 (0.016) ; 33819 (0.016) ; 102930 (0.016) ; 66507 (0.016) ; 7915 (0.014) ; 
0.1504918837455882   T=16,K=3:  102000 (0.026) ; 109918 (0.022) ; 26761 (0.022) ; 45996 (0.022) ; 49875 (0.020) ; 81634 (0.017) ; 105344 (0.016) ; 113356 (0.016) ; 19972 (0.015) ; 79955 (0.015) ; 
0.3035375962499399   T=16,K=4:  45996 (0.037) ; nlsj61372 (0.029) ; 60003 (0.024) ; 27199 (0.021) ; 38466 (0.020) ; 20885 (0.017) ; 104643 (0.016) ; 27148 (0.016) ; 49886 (0.015) ; 44964 (0.014) ; 

Time=17  
0.08147734118979882   T=17,K=0:  11583 (0.029) ; 46568 (0.024) ; nlsj71743 (0.023) ; nlsj9493 (0.018) ; 31598 (0.017) ; 98234 (0.016) ; 45235 (0.016) ; 48579 (0.015) ; 67868 (0.015) ; 92384 (0.014) ; 
0.017383554333053136   T=17,K=1:  38422 (0.066) ; 88670 (0.037) ; 77591 (0.023) ; 37885 (0.022) ; 715 (0.021) ; 106974 (0.019) ; 4860 (0.018) ; 62204 (0.018) ; 102000 (0.016) ; 81325 (0.016) ; 
0.40284403783766215   T=17,K=2:  65469 (0.042) ; 65552 (0.040) ; 63772 (0.029) ; 24103 (0.027) ; 102930 (0.021) ; 66507 (0.017) ; nlsj4709 (0.016) ; 84434 (0.015) ; 4962 (0.015) ; 33819 (0.013) ; 
0.1295143007762192   T=17,K=3:  109918 (0.032) ; 102000 (0.025) ; 81634 (0.025) ; 45996 (0.024) ; 71542 (0.022) ; 45321 (0.019) ; 26761 (0.018) ; nlsj183 (0.018) ; 49875 (0.016) ; 90504 (0.015) ; 
0.3687807658632665   T=17,K=4:  45996 (0.044) ; nlsj61372 (0.039) ; 60003 (0.037) ; 27199 (0.032) ; 104643 (0.028) ; 27148 (0.018) ; 38466 (0.016) ; 62383 (0.014) ; 27847 (0.013) ; 52774 (0.013) ; 

Time=18  
0.08741970267669373   T=18,K=0:  11583 (0.025) ; 45372 (0.021) ; 98234 (0.020) ; 48579 (0.019) ; 17154 (0.019) ; nlsj9493 (0.018) ; 4490 (0.018) ; 92384 (0.017) ; 71882 (0.017) ; 45235 (0.016) ; 
0.005871960730741806   T=18,K=1:  38422 (0.067) ; 88670 (0.029) ; 106974 (0.028) ; 49173 (0.027) ; 4860 (0.027) ; 114553 (0.021) ; 715 (0.017) ; 77591 (0.016) ; 37885 (0.016) ; 103975 (0.015) ; 
0.44617230410205677   T=18,K=2:  65552 (0.047) ; 65469 (0.046) ; 24103 (0.026) ; 4962 (0.025) ; nlsj4709 (0.020) ; 63772 (0.020) ; 102930 (0.020) ; 103701 (0.019) ; 67250 (0.015) ; 84434 (0.012) ; 
0.21136302099418264   T=18,K=3:  109918 (0.034) ; 45321 (0.031) ; 45996 (0.029) ; 81634 (0.024) ; 90504 (0.023) ; 71542 (0.018) ; 102000 (0.017) ; 65552 (0.016) ; 24103 (0.016) ; 19972 (0.014) ; 
0.2491730114963251   T=18,K=4:  45996 (0.065) ; 104643 (0.045) ; 60003 (0.040) ; 27199 (0.031) ; 27847 (0.019) ; nlsj61372 (0.019) ; 38466 (0.017) ; 49886 (0.016) ; 44964 (0.015) ; 52774 (0.013) ; 

Time=19  
0.04780337254944796   T=19,K=0:  67868 (0.026) ; 45235 (0.021) ; 45372 (0.019) ; 79013 (0.019) ; 71882 (0.019) ; 98234 (0.018) ; nlsj9493 (0.017) ; 48579 (0.016) ; 7915 (0.015) ; 46568 (0.015) ; 
0.002576350238004856   T=19,K=1:  38422 (0.062) ; 4860 (0.040) ; 106974 (0.031) ; 715 (0.030) ; 88670 (0.028) ; 114553 (0.019) ; 49173 (0.019) ; 37885 (0.018) ; 74767 (0.018) ; 43837 (0.017) ; 
0.48097621782597433   T=19,K=2:  65552 (0.051) ; 65469 (0.043) ; 24103 (0.030) ; 103701 (0.021) ; 67250 (0.020) ; 4962 (0.019) ; 102930 (0.019) ; 84434 (0.018) ; nlsj4709 (0.017) ; 90504 (0.013) ; 
0.1411961845874913   T=19,K=3:  45321 (0.050) ; 109918 (0.036) ; 71542 (0.027) ; 45996 (0.026) ; 19972 (0.023) ; 31706 (0.019) ; 65552 (0.016) ; 102000 (0.016) ; 104698 (0.016) ; 24103 (0.015) ; 
0.3274478747990816   T=19,K=4:  45996 (0.106) ; 104643 (0.055) ; 27199 (0.044) ; 60003 (0.035) ; 44964 (0.020) ; 49886 (0.016) ; 52774 (0.015) ; 85600 (0.014) ; 38466 (0.014) ; 113388 (0.014) ; 

Time=20  
0.04078409130367969   T=20,K=0:  71882 (0.028) ; 67868 (0.024) ; 45372 (0.024) ; nlsj9493 (0.023) ; 50492 (0.020) ; 92384 (0.019) ; 45235 (0.017) ; 83490 (0.017) ; 48579 (0.015) ; 98234 (0.014) ; 
0.002760857605311131   T=20,K=1:  4860 (0.077) ; 38422 (0.071) ; 715 (0.042) ; 106974 (0.030) ; 88670 (0.022) ; 43837 (0.022) ; 49173 (0.019) ; 37885 (0.017) ; 114553 (0.016) ; 62204 (0.012) ; 
0.3766829001178664   T=20,K=2:  24103 (0.046) ; 65552 (0.034) ; 4962 (0.031) ; 102930 (0.029) ; 65469 (0.024) ; 102841 (0.021) ; 45996 (0.017) ; 63772 (0.015) ; 72627 (0.015) ; 84434 (0.015) ; 
0.10262325635909646   T=20,K=3:  45321 (0.037) ; 109918 (0.035) ; 71542 (0.033) ; 19972 (0.022) ; 31706 (0.019) ; 32518 (0.018) ; 105344 (0.018) ; 65468 (0.017) ; 81634 (0.016) ; 65552 (0.016) ; 
0.47714889461404636   T=20,K=4:  45996 (0.133) ; 104643 (0.050) ; 27199 (0.048) ; 60003 (0.026) ; 62383 (0.020) ; 52774 (0.019) ; 34694 (0.015) ; 114753 (0.014) ; 49886 (0.014) ; nlsj61372 (0.014) ; 

Time=21  
0.013869814317107052   T=21,K=0:  71882 (0.036) ; 50492 (0.032) ; 92384 (0.024) ; 45372 (0.019) ; 46568 (0.019) ; 48579 (0.018) ; 4490 (0.018) ; 67868 (0.018) ; nlsj9493 (0.017) ; 83490 (0.016) ; 
0.0031933578015249735   T=21,K=1:  4860 (0.068) ; 38422 (0.061) ; 715 (0.056) ; 43837 (0.026) ; 88670 (0.023) ; 77591 (0.020) ; 106974 (0.017) ; 37885 (0.015) ; 65362 (0.015) ; 103975 (0.013) ; 
0.40996019724970756   T=21,K=2:  102930 (0.037) ; 4962 (0.036) ; 65552 (0.027) ; 24103 (0.023) ; 65469 (0.020) ; 84434 (0.020) ; 28566 (0.018) ; unknown (0.016) ; 102841 (0.015) ; 3261 (0.015) ; 
0.09406954033062975   T=21,K=3:  109918 (0.034) ; 71542 (0.033) ; 45321 (0.029) ; 65468 (0.027) ; 90922 (0.026) ; 31706 (0.026) ; 32518 (0.020) ; 26761 (0.015) ; 19972 (0.015) ; 24103 (0.015) ; 
0.47890709030103074   T=21,K=4:  45996 (0.140) ; 104643 (0.049) ; 27199 (0.044) ; 62383 (0.031) ; 60003 (0.029) ; 34694 (0.018) ; 25160 (0.017) ; 84494 (0.017) ; 114753 (0.016) ; 72427 (0.015) ; 

Time=22  
0.04688984253524943   T=22,K=0:  71882 (0.040) ; 92384 (0.024) ; nlsj9493 (0.023) ; 50492 (0.023) ; 45235 (0.022) ; 67868 (0.021) ; 48579 (0.019) ; 45372 (0.018) ; 28002 (0.016) ; 106974 (0.016) ; 
0.002071291625190972   T=22,K=1:  715 (0.084) ; 4860 (0.078) ; 43837 (0.030) ; 88670 (0.029) ; 38422 (0.024) ; 37885 (0.022) ; 106974 (0.020) ; 103975 (0.015) ; 114553 (0.014) ; 74767 (0.014) ; 
0.2818735037842224   T=22,K=2:  4962 (0.042) ; 24103 (0.026) ; 26602 (0.022) ; 28566 (0.021) ; 65552 (0.020) ; unknown (0.018) ; 102930 (0.018) ; 63772 (0.018) ; 65469 (0.018) ; 8431 (0.015) ; 
0.0620295643933999   T=22,K=3:  45321 (0.033) ; 65468 (0.033) ; 90922 (0.025) ; 109918 (0.025) ; 71542 (0.024) ; 31706 (0.022) ; 44667 (0.019) ; 71882 (0.015) ; 24103 (0.015) ; 19972 (0.015) ; 
0.6071357976619373   T=22,K=4:  45996 (0.171) ; 104643 (0.071) ; 27199 (0.048) ; 60003 (0.035) ; 62383 (0.029) ; 34694 (0.026) ; 103701 (0.019) ; nlsj4709 (0.019) ; 84494 (0.017) ; 49886 (0.015) ; 

Time=23  
0.03987459721833648   T=23,K=0:  71882 (0.048) ; 7915 (0.034) ; 92384 (0.029) ; 50492 (0.026) ; 90504 (0.024) ; 45637 (0.021) ; nlsj9493 (0.018) ; 28002 (0.017) ; nlsj8790 (0.017) ; 45372 (0.016) ; 
0.00424466671485042   T=23,K=1:  4860 (0.077) ; 715 (0.071) ; 114553 (0.022) ; 37885 (0.021) ; 38422 (0.021) ; 106974 (0.020) ; 88670 (0.019) ; 43837 (0.019) ; 62204 (0.018) ; 81325 (0.016) ; 
0.24735713242983315   T=23,K=2:  26602 (0.047) ; 4962 (0.038) ; 65552 (0.031) ; 24103 (0.026) ; 28566 (0.023) ; 8431 (0.016) ; unknown (0.016) ; 45996 (0.015) ; 31706 (0.015) ; 104698 (0.014) ; 
0.0354176504738643   T=23,K=3:  45321 (0.050) ; 65468 (0.031) ; 71542 (0.031) ; 90922 (0.025) ; 109918 (0.020) ; 79763 (0.020) ; 44667 (0.018) ; 102000 (0.018) ; 65552 (0.017) ; 24103 (0.017) ; 
0.6731059531631156   T=23,K=4:  45996 (0.225) ; 104643 (0.058) ; 27199 (0.047) ; 34694 (0.030) ; 62383 (0.023) ; 103701 (0.022) ; 60003 (0.021) ; 84494 (0.020) ; nlsj4709 (0.019) ; 12281 (0.016) ; 

Time=24  
0.04488474396938568   T=24,K=0:  71882 (0.054) ; 90504 (0.037) ; 50492 (0.031) ; 7915 (0.027) ; nlsj8790 (0.026) ; 45372 (0.020) ; 45637 (0.020) ; 45235 (0.019) ; nlsj71743 (0.017) ; 92384 (0.016) ; 
0.005350728504902529   T=24,K=1:  715 (0.071) ; 4860 (0.071) ; 37885 (0.032) ; 88670 (0.032) ; 65362 (0.027) ; 38422 (0.018) ; 62204 (0.017) ; 17353 (0.016) ; 114553 (0.015) ; 106974 (0.015) ; 
0.3182421118647279   T=24,K=2:  26602 (0.075) ; 4962 (0.047) ; 65552 (0.026) ; 28566 (0.023) ; 24103 (0.022) ; 45996 (0.020) ; 34694 (0.020) ; 104698 (0.018) ; 28569 (0.016) ; 22824 (0.015) ; 
0.08643497413380319   T=24,K=3:  45321 (0.057) ; 65468 (0.034) ; 71542 (0.031) ; 31706 (0.023) ; 102000 (0.019) ; 109902 (0.019) ; 90922 (0.017) ; 79763 (0.017) ; 19972 (0.016) ; 65552 (0.015) ; 
0.5450874415271806   T=24,K=4:  45996 (0.187) ; 27199 (0.051) ; 34694 (0.045) ; 104643 (0.039) ; 103701 (0.023) ; 62383 (0.021) ; 49886 (0.019) ; nlsj4709 (0.019) ; 85600 (0.018) ; 114753 (0.018) ; 

Time=25  
0.018217968957498686   T=25,K=0:  71882 (0.054) ; 50492 (0.048) ; nlsj8790 (0.027) ; 48579 (0.023) ; 101714 (0.022) ; 90504 (0.022) ; 93702 (0.021) ; 45372 (0.020) ; 7915 (0.020) ; 101498 (0.019) ; 
0.0017703305242384646   T=25,K=1:  715 (0.069) ; 4860 (0.066) ; 88670 (0.045) ; 37885 (0.034) ; 65362 (0.031) ; 81325 (0.029) ; 62204 (0.021) ; 43837 (0.014) ; 114553 (0.014) ; 56090 (0.013) ; 
0.09867570224167324   T=25,K=2:  26602 (0.082) ; 4962 (0.041) ; 45996 (0.029) ; 28566 (0.021) ; 24103 (0.021) ; 65552 (0.021) ; 28569 (0.020) ; 34694 (0.018) ; 104698 (0.017) ; unknown (0.014) ; 
0.04572344514670894   T=25,K=3:  45321 (0.037) ; 65468 (0.027) ; 71542 (0.027) ; 90922 (0.024) ; 109902 (0.024) ; 31706 (0.020) ; 65552 (0.018) ; 55139 (0.017) ; 109918 (0.016) ; 102000 (0.015) ; 
0.8356125531298808   T=25,K=4:  45996 (0.150) ; 27199 (0.061) ; 34694 (0.058) ; 104643 (0.025) ; 103701 (0.023) ; 12281 (0.022) ; 60003 (0.021) ; 72427 (0.021) ; 62383 (0.018) ; 84494 (0.017) ; 

Time=26  
0.009910141594216585   T=26,K=0:  71882 (0.050) ; 48579 (0.041) ; 50492 (0.038) ; 7915 (0.036) ; 101498 (0.033) ; 4490 (0.030) ; 101714 (0.023) ; nlsj8790 (0.022) ; 92384 (0.022) ; 28002 (0.019) ; 
0.0021631337769052556   T=26,K=1:  4860 (0.090) ; 715 (0.071) ; 37885 (0.037) ; 65362 (0.031) ; 81325 (0.028) ; 56090 (0.026) ; 88670 (0.026) ; 62204 (0.023) ; 74735 (0.018) ; 43837 (0.015) ; 
0.1350164891013611   T=26,K=2:  26602 (0.073) ; 45996 (0.048) ; 28569 (0.042) ; 4962 (0.037) ; 34694 (0.020) ; 67250 (0.020) ; 63772 (0.020) ; nlsj7279 (0.020) ; 65552 (0.019) ; 28566 (0.017) ; 
0.07504266203307637   T=26,K=3:  109902 (0.037) ; 65468 (0.030) ; 45321 (0.024) ; 75552 (0.023) ; 71542 (0.021) ; 65552 (0.020) ; 90922 (0.018) ; 3398 (0.016) ; nlsj183 (0.016) ; nlsj2729 (0.016) ; 
0.7778675734944406   T=26,K=4:  45996 (0.116) ; 27199 (0.107) ; 34694 (0.031) ; nlsj4709 (0.029) ; nlsj61372 (0.023) ; 104643 (0.023) ; 83756 (0.021) ; 72427 (0.021) ; 60003 (0.020) ; 25160 (0.020) ; 



-----------------------
 kappa_c 4.000000 , kappa_f 10.000000
