1396 documents , 1 concepts , 3528 context features (nlsj14967) 
kappaF 10.000000, kappaK 4.000000, a0 7.000000, b0 3.000000, K 10, max_docs_per_slice 2000, start -800, end 400, times 13, dT 100, I 3


map[]

===============  per type  ===============
0.047762401818080634   T=0,K=0:  nlsj14552 (0.003) ; 8665 (0.002) ; 45794 (0.002) ; nlsj76811 (0.002) ; 70035 (0.002) ; 33791 (0.001) ; 55814 (0.001) ; 16052 (0.001) ; 74420 (0.001) ; 95641 (0.001) ; 
0.07205435254258467   T=7,K=1:  45996 (0.033) ;  (0.027) ; 31236 (0.025) ; 11583 (0.020) ; 19972 (0.018) ; 113388 (0.014) ; 8665 (0.014) ; 106094 (0.010) ; 63772 (0.010) ; 114553 (0.010) ; 
0.12340348669684807   T=7,K=2:   (0.030) ; 8665 (0.020) ; 45996 (0.018) ; 90504 (0.017) ; 22209 (0.016) ; 260 (0.013) ; 103972 (0.012) ; 85306 (0.011) ; 84494 (0.010) ; 115193 (0.009) ; 
0.08046894052600086   T=7,K=3:  19972 (0.020) ; 22209 (0.016) ; 68641 (0.015) ; 66507 (0.010) ; 63772 (0.009) ; 65552 (0.009) ; 8665 (0.009) ; 42214 (0.008) ; 20621 (0.008) ; 260 (0.008) ; 
0.1214125198172995   T=7,K=4:  22209 (0.040) ;  (0.025) ; 45996 (0.025) ; 8665 (0.021) ; 63772 (0.019) ; 11583 (0.014) ; 42214 (0.013) ; nlsj71743 (0.012) ; 85306 (0.009) ; 84494 (0.008) ; 
0.11034287572000404   T=7,K=5:  45996 (0.057) ; 22209 (0.023) ; 72254 (0.014) ; 102000 (0.014) ; 85306 (0.009) ; 68641 (0.008) ; 260 (0.008) ; 65552 (0.008) ; 55544 (0.007) ; 8665 (0.007) ; 
0.09877800045513473   T=7,K=6:  45996 (0.032) ; 8665 (0.029) ; 63772 (0.026) ; 83774 (0.017) ; 90504 (0.015) ;  (0.012) ; 21899 (0.009) ; 65552 (0.008) ; 42214 (0.008) ; 74571 (0.006) ; 
0.08582757372930323   T=7,K=7:  22209 (0.020) ; 68641 (0.015) ; 90504 (0.014) ; 106094 (0.013) ; 60003 (0.011) ; 28002 (0.010) ; 85306 (0.009) ; 45996 (0.008) ; 260 (0.008) ; 65552 (0.007) ; 
0.15759307449195492   T=7,K=8:  45996 (0.047) ;  (0.023) ; 84234 (0.022) ; 85306 (0.021) ; 22209 (0.020) ; 11583 (0.017) ; 8665 (0.014) ; 64866 (0.014) ; 84434 (0.014) ; nlsj61372 (0.011) ; 
0.08017695587505841   T=7,K=9:  90504 (0.023) ;  (0.021) ; 45996 (0.019) ; 85306 (0.014) ; 11583 (0.013) ; 8665 (0.013) ; 260 (0.013) ; 62204 (0.012) ; 74735 (0.011) ; 8909 (0.010) ; 

Time=8  
0.07656130114074851   T=8,K=0:  22209 (0.058) ;  (0.041) ; 11583 (0.041) ; 63772 (0.035) ; 45996 (0.017) ; 31161 (0.011) ; 62204 (0.010) ; 26887 (0.008) ; 105829 (0.006) ; 8909 (0.006) ; 
0.05667415255166806   T=8,K=1:  45996 (0.046) ;  (0.029) ; 113388 (0.025) ; 8665 (0.011) ; 15893 (0.009) ; 42214 (0.008) ; 102000 (0.008) ; 65552 (0.008) ; 31236 (0.007) ; 64866 (0.007) ; 
0.12900787103839137   T=8,K=2:   (0.040) ; 45996 (0.037) ; 63772 (0.024) ; 68641 (0.019) ; 260 (0.017) ; nlsj61372 (0.017) ; 52093 (0.016) ; 11058 (0.016) ; 84494 (0.015) ; 85306 (0.015) ; 
0.12372248006187395   T=8,K=3:  22209 (0.029) ; 70958 (0.028) ; 68641 (0.024) ; 42214 (0.020) ; 8665 (0.014) ; 102000 (0.012) ; 63772 (0.011) ; 28360 (0.010) ; 72627 (0.009) ; 260 (0.009) ; 
0.10077313524804701   T=8,K=4:  63772 (0.068) ;  (0.035) ; 22209 (0.025) ; 31161 (0.021) ; 85306 (0.015) ; 11583 (0.013) ; 84494 (0.011) ; 51647 (0.010) ; 116416 (0.008) ; 45996 (0.007) ; 
0.10757142827999092   T=8,K=5:  45996 (0.052) ; 102000 (0.023) ; 31565 (0.018) ; 65552 (0.017) ; 68641 (0.016) ; 84234 (0.015) ; 31161 (0.010) ; 90504 (0.010) ; 22209 (0.010) ; 28569 (0.009) ; 
0.12395366420601923   T=8,K=6:  8665 (0.052) ; 45996 (0.033) ; 65552 (0.024) ; 63772 (0.021) ;  (0.020) ; 90504 (0.016) ; 42214 (0.015) ; 35219 (0.012) ; 102000 (0.011) ; 22825 (0.009) ; 
0.07005349679570323   T=8,K=7:  22209 (0.062) ; 106094 (0.038) ; 64866 (0.026) ; 65552 (0.022) ; 73277 (0.018) ; 28569 (0.016) ; 260 (0.015) ; 114753 (0.013) ; 11583 (0.010) ; 79223 (0.010) ; 
0.1270805229539955   T=8,K=8:   (0.056) ; 22209 (0.045) ; 45996 (0.038) ; 8665 (0.025) ; 11583 (0.025) ; 84234 (0.020) ; 65552 (0.015) ; 28002 (0.014) ; 68641 (0.011) ; 48291 (0.010) ; 
0.08460194772356208   T=8,K=9:   (0.070) ; 11058 (0.029) ; 85306 (0.025) ; 65552 (0.023) ; 27847 (0.016) ; 8909 (0.016) ; 22209 (0.016) ; 15893 (0.013) ; 110639 (0.012) ; 90504 (0.011) ; 

Time=9  
0.09941471678103032   T=9,K=0:  11583 (0.045) ; 45996 (0.025) ;  (0.023) ; 22209 (0.018) ; 63772 (0.010) ; 75552 (0.009) ; 46646 (0.009) ; 86184 (0.008) ; 20621 (0.008) ; 72627 (0.008) ; 
0.12510436211733447   T=9,K=1:  45996 (0.036) ;  (0.035) ; 8665 (0.019) ; 110639 (0.013) ; 65552 (0.010) ; 113388 (0.010) ; 21920 (0.009) ; 112934 (0.008) ; 11072 (0.008) ; 42214 (0.007) ; 
0.07688796572445486   T=9,K=2:  45996 (0.041) ; 63772 (0.040) ;  (0.027) ; 68641 (0.016) ; 260 (0.013) ; nlsj61372 (0.013) ; 85306 (0.012) ; 103972 (0.011) ; 90504 (0.009) ; 11058 (0.007) ; 
0.05885850242484933   T=9,K=3:  72627 (0.016) ; 260 (0.016) ;  (0.015) ; 22209 (0.013) ; 68641 (0.013) ; 70958 (0.010) ; 42214 (0.009) ; 63772 (0.008) ; 8665 (0.008) ; 31236 (0.006) ; 
0.10722172356137875   T=9,K=4:  63772 (0.032) ;  (0.024) ; 22209 (0.010) ; 31161 (0.010) ; 85306 (0.010) ; 260 (0.008) ; 59735 (0.007) ; 8909 (0.007) ; 68641 (0.007) ; 116416 (0.006) ; 
0.10577311133014382   T=9,K=5:  45996 (0.030) ; 31161 (0.019) ; 102000 (0.014) ; 11583 (0.013) ; 22100 (0.012) ; 85306 (0.012) ; 84234 (0.012) ; 65552 (0.011) ; 68641 (0.010) ; 75555 (0.007) ; 
0.09191835183501885   T=9,K=6:  45996 (0.036) ; 65552 (0.032) ;  (0.030) ; 8665 (0.017) ; 63772 (0.012) ; 90504 (0.008) ; 102000 (0.007) ; 22209 (0.007) ; 83774 (0.007) ; 85306 (0.007) ; 
0.14580259607641521   T=9,K=7:  65552 (0.033) ; 84234 (0.022) ; 22209 (0.021) ; 63772 (0.016) ; 106094 (0.015) ; 64866 (0.013) ; 11583 (0.013) ; 260 (0.012) ; 8665 (0.011) ; 72627 (0.009) ; 
0.11208192749671243   T=9,K=8:   (0.045) ; 8665 (0.039) ; 45996 (0.037) ; 22209 (0.016) ; 11583 (0.016) ; 48291 (0.015) ; 84234 (0.014) ; 90504 (0.013) ; 112720 (0.009) ; 65552 (0.008) ; 
0.0769367426526619   T=9,K=9:  85306 (0.030) ; 8909 (0.023) ; 75552 (0.022) ;  (0.012) ; 65552 (0.010) ; 42214 (0.010) ; 110639 (0.010) ; 22209 (0.009) ; nlsj61372 (0.009) ; 24292 (0.008) ; 

Time=10  
0.10613736149757393   T=10,K=0:  45996 (0.034) ; 86184 (0.026) ; 75552 (0.026) ;  (0.013) ; 11583 (0.010) ; 72627 (0.009) ; 66984 (0.009) ; 22209 (0.009) ; 73277 (0.008) ; 46646 (0.008) ; 
0.10892487021375492   T=10,K=1:  110639 (0.035) ; 112934 (0.025) ; 8665 (0.022) ;  (0.019) ; 26887 (0.012) ; 21920 (0.011) ; 45996 (0.010) ; 102115 (0.008) ; 16341 (0.007) ; 65552 (0.007) ; 
0.08141811328673847   T=10,K=2:  45996 (0.021) ; 63772 (0.014) ; 112356 (0.011) ; 260 (0.011) ;  (0.010) ; 102000 (0.009) ; 68641 (0.008) ; 85306 (0.008) ; 90504 (0.007) ; 103972 (0.007) ; 
0.10004594838786526   T=10,K=3:   (0.021) ; 260 (0.018) ; 31236 (0.011) ; 7911 (0.010) ; 72627 (0.007) ; 84234 (0.007) ; 63772 (0.005) ; 22209 (0.005) ; 45996 (0.005) ; 90166 (0.005) ; 
0.10222765943979288   T=10,K=4:  260 (0.017) ; 63772 (0.016) ; 22209 (0.013) ; 8909 (0.010) ;  (0.009) ; 115887 (0.008) ; 74126 (0.007) ; 70364 (0.006) ; 29974 (0.006) ; nlsj14967 (0.006) ; 
0.08050565913011765   T=10,K=5:  102000 (0.018) ; 45996 (0.018) ; 22100 (0.017) ; 31161 (0.013) ; 84234 (0.009) ; 65552 (0.008) ; 11583 (0.006) ; 48291 (0.005) ; 75552 (0.005) ; 112720 (0.005) ; 
0.10796299095875045   T=10,K=6:  45996 (0.027) ; 65552 (0.016) ; 22209 (0.015) ; 8665 (0.009) ; 49875 (0.007) ; 102000 (0.007) ;  (0.007) ; 63772 (0.007) ; 84494 (0.005) ; 85306 (0.004) ; 
0.14412312036144015   T=10,K=7:  115887 (0.020) ; 63772 (0.015) ; 84234 (0.013) ; 8665 (0.012) ; 19972 (0.010) ; 71023 (0.010) ; 22209 (0.009) ; 260 (0.009) ; 106094 (0.008) ; 11583 (0.008) ; 
0.08826910108353536   T=10,K=8:   (0.018) ; 45996 (0.017) ; 90504 (0.016) ; 8665 (0.014) ; 11583 (0.013) ; 48291 (0.011) ; 68641 (0.008) ; 65552 (0.008) ; 22209 (0.008) ; 115887 (0.007) ; 
0.08038517564043098   T=10,K=9:  8909 (0.024) ; 85306 (0.014) ; 75552 (0.010) ; 42214 (0.010) ; 68641 (0.009) ; 84421 (0.008) ; 45996 (0.007) ; nlsj61372 (0.006) ; 110639 (0.006) ; 24292 (0.005) ; 

Time=11  
0.10070736321150531   T=11,K=0:  86184 (0.016) ;  (0.015) ; 75552 (0.013) ; 66984 (0.012) ; 45996 (0.012) ; 22209 (0.008) ; 112720 (0.008) ; 11583 (0.007) ; 102000 (0.006) ; 51241 (0.006) ; 
0.12759764160172438   T=11,K=1:  112934 (0.016) ;  (0.011) ; 8665 (0.011) ; 110639 (0.011) ; 26887 (0.008) ; 42214 (0.007) ; 21920 (0.007) ; 114615 (0.006) ; 73492 (0.006) ; 102115 (0.005) ; 
0.09755448634135797   T=11,K=2:  63772 (0.024) ; 102000 (0.010) ; 45996 (0.009) ; 68641 (0.009) ; 260 (0.008) ; 112356 (0.007) ; 103972 (0.006) ; 85306 (0.006) ; 112720 (0.005) ; 75552 (0.005) ; 
0.11114887381631235   T=11,K=3:  260 (0.012) ;  (0.011) ; 31236 (0.007) ; 90166 (0.006) ; 72627 (0.006) ; 7911 (0.005) ; 19972 (0.005) ; 48051 (0.003) ; nlsj61372 (0.003) ; 60308 (0.003) ; 
0.13568376413617445   T=11,K=4:  22209 (0.011) ; 260 (0.011) ; 74126 (0.011) ; 63772 (0.011) ; 70364 (0.009) ; 115887 (0.009) ; 11072 (0.008) ; 8909 (0.008) ; 29974 (0.006) ; 89366 (0.006) ; 
0.09977278313711459   T=11,K=5:  22100 (0.016) ; 45996 (0.012) ; 102000 (0.011) ; 31161 (0.009) ; 84234 (0.007) ; 46123 (0.007) ; 84534 (0.007) ; 39125 (0.006) ; 65552 (0.006) ; 116416 (0.005) ; 
0.04853040429850672   T=11,K=6:  45996 (0.021) ; 65552 (0.016) ; 22209 (0.012) ; 84494 (0.009) ; 79634 (0.006) ; 63772 (0.006) ; 114624 (0.006) ; 49875 (0.005) ;  (0.004) ; 38547 (0.004) ; 
0.051867660312412744   T=11,K=7:  115887 (0.013) ; 63772 (0.012) ; 84234 (0.012) ; 11583 (0.011) ; 19972 (0.009) ; 116416 (0.009) ; 71023 (0.009) ; 260 (0.009) ; 28569 (0.008) ; 8665 (0.008) ; 
0.14160058390364236   T=11,K=8:  90504 (0.016) ;  (0.008) ; 45996 (0.007) ; 48291 (0.007) ; 8665 (0.007) ; 59295 (0.007) ; 11583 (0.006) ; 115887 (0.006) ; 86184 (0.006) ; 65552 (0.006) ; 
0.08553643924124901   T=11,K=9:  85306 (0.014) ; 45996 (0.010) ; 68641 (0.010) ; 42214 (0.009) ; 73277 (0.007) ; 8909 (0.007) ; 102117 (0.006) ; 75552 (0.005) ; 46782 (0.005) ; 22209 (0.004) ; 

Time=12  
0.09576866787271052   T=12,K=0:  45996 (0.016) ; 75552 (0.015) ; 86184 (0.012) ; 22209 (0.011) ;  (0.011) ; 112720 (0.010) ; 102000 (0.009) ; 107349 (0.009) ; 73277 (0.008) ; 72627 (0.007) ; 
0.14801632117233768   T=12,K=1:  112934 (0.016) ; 8665 (0.013) ; 42214 (0.009) ; 26887 (0.008) ; 110639 (0.008) ; 73492 (0.007) ; 21920 (0.007) ;  (0.007) ; 7911 (0.006) ; 106094 (0.005) ; 
0.07104605472526983   T=12,K=2:  68641 (0.014) ; 63772 (0.013) ; 102000 (0.013) ; 45996 (0.010) ; 112720 (0.008) ; 260 (0.007) ; 103972 (0.007) ; 85306 (0.006) ; 81297 (0.006) ; 80526 (0.005) ; 
0.10670793871339085   T=12,K=3:   (0.012) ; 31236 (0.009) ; 260 (0.009) ; 72627 (0.008) ; 19972 (0.005) ; nlsj61372 (0.004) ; 7911 (0.004) ; 90166 (0.004) ; 68641 (0.004) ; 3630 (0.003) ; 
0.07058357331739   T=12,K=4:  260 (0.015) ; 74126 (0.010) ; 63772 (0.010) ; 115887 (0.009) ; 29974 (0.009) ; 22209 (0.007) ; 70364 (0.007) ; 11072 (0.007) ; 89366 (0.006) ; nlsj14967 (0.006) ; 
0.1656969282757945   T=12,K=5:  45996 (0.015) ; 84234 (0.015) ; 22100 (0.013) ; 46123 (0.011) ; 31161 (0.009) ; 102000 (0.009) ; 112720 (0.007) ; 39125 (0.006) ; 65552 (0.006) ; 84534 (0.006) ; 
0.024851860376348976   T=12,K=6:  45996 (0.023) ; 65552 (0.014) ; 22209 (0.010) ; 114624 (0.006) ; 63772 (0.006) ; 84494 (0.006) ; 49875 (0.005) ; 38547 (0.005) ; 48051 (0.004) ; 52572 (0.004) ; 
0.03907656893788454   T=12,K=7:  11583 (0.023) ; 116416 (0.014) ; 260 (0.012) ; 19972 (0.012) ; 63772 (0.012) ; 71023 (0.010) ; 115887 (0.009) ; 84234 (0.009) ;  (0.007) ; 114753 (0.007) ; 
0.16438922023735894   T=12,K=8:  90504 (0.019) ; 8665 (0.009) ; 45996 (0.007) ; 86184 (0.007) ; 48291 (0.006) ; 115887 (0.006) ; 52093 (0.006) ; 59295 (0.005) ;  (0.005) ; 72610 (0.005) ; 
0.11386286637151419   T=12,K=9:  85306 (0.025) ; 45996 (0.013) ; 73277 (0.009) ; 8909 (0.008) ; 68641 (0.005) ; 4076 (0.005) ; 102117 (0.005) ; 84421 (0.005) ; 42214 (0.005) ; 75552 (0.005) ; 



-----------------------
 kappa_c 4.000000 , kappa_f 10.000000
