####################################################################################################
#   σχῆμα (101851)                                                                                 #
####################################################################################################

σχῆμα:K0 ~ correlation with genres

                          Spearman's ρ         p
λέγω: K11 ~ G:Oratory         0.268792  0.374542
λέγω: K11 ~ G:Poetry         -0.231547  0.446555
λέγω: K11 ~ G:Comedy         -0.200921  0.510408
λέγω: K11 ~ G:Religion        0.047785  0.876807


λέγω:K11 ~ correlation with subgenres

                                             Spearman's ρ         p
λέγω: K11 ~ SG:Rhetoric, poetics, criticism      0.808146  0.000829
λέγω: K11 ~ SG:Military                          0.657674  0.014560
λέγω: K11 ~ SG:Biography                         0.624119  0.022615
λέγω: K11 ~ SG:History                           0.537482  0.058179
λέγω: K11 ~ SG:Essay                             0.519970  0.068541
λέγω: K11 ~ SG:Geography                         0.490452  0.088828
λέγω: K11 ~ SG:Psalms                           -0.462910  0.111173
λέγω: K11 ~ SG:Didactic                          0.401279  0.174146
λέγω: K11 ~ SG:Tragedy                          -0.385758  0.192978
λέγω: K11 ~ SG:Choral                           -0.385758  0.192978
λέγω: K11 ~ SG:Erotic                            0.385758  0.192978
λέγω: K11 ~ SG:Theology                          0.375635  0.205922
λέγω: K11 ~ SG:Philosophy                        0.345546  0.247512
λέγω: K11 ~ SG:Letters                           0.315415  0.293829
λέγω: K11 ~ SG:Natural History                   0.308607  0.304937
λέγω: K11 ~ SG:Miscellanea                       0.308607  0.304937
λέγω: K11 ~ SG:Oratory                           0.268792  0.374542
λέγω: K11 ~ SG:Epigrams                          0.231455  0.446742
λέγω: K11 ~ SG:Medicine                         -0.200921  0.510408
λέγω: K11 ~ SG:Comedy                           -0.200921  0.510408
λέγω: K11 ~ SG:Art History                       0.192186  0.529335
λέγω: K11 ~ SG:Mathematics                       0.174714  0.568075
λέγω: K11 ~ SG:Hunting                           0.174714  0.568075
λέγω: K11 ~ SG:Epic                             -0.164756  0.590659
λέγω: K11 ~ SG:Horsemanship                      0.154303  0.614737
λέγω: K11 ~ SG:Politics                          0.154303  0.614737
λέγω: K11 ~ SG:Science                           0.154303  0.614737
λέγω: K11 ~ SG:Bucolic                          -0.131036  0.669599
λέγω: K11 ~ SG:Grammar                           0.077152  0.802187
λέγω: K11 ~ SG:Mythology                         0.077152  0.802187
λέγω: K11 ~ SG:Novel                             0.077152  0.802187
λέγω: K11 ~ SG:Protreptics                       0.077152  0.802187
λέγω: K11 ~ SG:Church history                   -0.077152  0.802187
λέγω: K11 ~ SG:Homily                           -0.077152  0.802187
λέγω: K11 ~ SG:Hymns                             0.074311  0.809348
λέγω: K11 ~ SG:Narrative                         0.055733  0.856493


λέγω:K12 ~ correlation with genres

                          Spearman's ρ         p
λέγω: K12 ~ G:Poetry         -0.557946  0.047539
λέγω: K12 ~ G:Tragedy         0.385758  0.192978
λέγω: K12 ~ G:Oratory         0.328524  0.273106
λέγω: K12 ~ G:Comedy          0.253336  0.403644
λέγω: K12 ~ G:Philosophy     -0.208071  0.495148
λέγω: K12 ~ G:Letters        -0.174485  0.568591
λέγω: K12 ~ G:Narrative       0.146951  0.631890
λέγω: K12 ~ G:Technical      -0.101736  0.740862
λέγω: K12 ~ G:Essays          0.090838  0.767894
λέγω: K12 ~ G:Religion       -0.047785  0.876807


λέγω:K12 ~ correlation with subgenres

                                             Spearman's ρ         p
λέγω: K12 ~ SG:Bucolic                          -0.497935  0.083337
λέγω: K12 ~ SG:Psalms                           -0.462910  0.111173
λέγω: K12 ~ SG:Tragedy                           0.385758  0.192978
λέγω: K12 ~ SG:Choral                            0.385758  0.192978
λέγω: K12 ~ SG:Rhetoric, poetics, criticism     -0.332029  0.267713
λέγω: K12 ~ SG:Oratory                           0.328524  0.273106
λέγω: K12 ~ SG:Medicine                          0.323221  0.281383
λέγω: K12 ~ SG:Didactic                         -0.319537  0.287218
λέγω: K12 ~ SG:Narrative                        -0.315822  0.293173
λέγω: K12 ~ SG:Natural History                  -0.308607  0.304937
λέγω: K12 ~ SG:Miscellanea                      -0.308607  0.304937
λέγω: K12 ~ SG:Epic                             -0.272352  0.368001
λέγω: K12 ~ SG:Theology                          0.270807  0.370833
λέγω: K12 ~ SG:Comedy                            0.253336  0.403644
λέγω: K12 ~ SG:Epigrams                         -0.231455  0.446742
λέγω: K12 ~ SG:Homily                            0.231455  0.446742
λέγω: K12 ~ SG:Church history                    0.231455  0.446742
λέγω: K12 ~ SG:Geography                        -0.226648  0.456498
λέγω: K12 ~ SG:Essay                             0.216132  0.478196
λέγω: K12 ~ SG:Philosophy                       -0.208071  0.495148
λέγω: K12 ~ SG:Letters                          -0.174485  0.568591
λέγω: K12 ~ SG:Erotic                           -0.154303  0.614737
λέγω: K12 ~ SG:Hymns                             0.133760  0.663091
λέγω: K12 ~ SG:Art History                      -0.087357  0.776582
λέγω: K12 ~ SG:Military                          0.087242  0.776869
λέγω: K12 ~ SG:Mythology                         0.077152  0.802187
λέγω: K12 ~ SG:Novel                             0.077152  0.802187
λέγω: K12 ~ SG:Horsemanship                     -0.077152  0.802187
λέγω: K12 ~ SG:Politics                         -0.077152  0.802187
λέγω: K12 ~ SG:Protreptics                       0.077152  0.802187
λέγω: K12 ~ SG:Grammar                           0.077152  0.802187
λέγω: K12 ~ SG:Science                          -0.077152  0.802187
λέγω: K12 ~ SG:History                           0.052014  0.865988
λέγω: K12 ~ SG:Biography                         0.020133  0.947950
λέγω: K12 ~ SG:Mathematics                      -0.008736  0.977404
λέγω: K12 ~ SG:Hunting                          -0.008736  0.977404


λέγω:K13 ~ correlation with genres

                          Spearman's ρ         p
λέγω: K13 ~ G:Technical       0.559545  0.046771
λέγω: K13 ~ G:Philosophy      0.438435  0.133972
λέγω: K13 ~ G:Poetry         -0.390562  0.187018
λέγω: K13 ~ G:Religion       -0.370336  0.212909
λέγω: K13 ~ G:Oratory         0.256846  0.396936
λέγω: K13 ~ G:Essays          0.247456  0.415010
λέγω: K13 ~ G:Letters        -0.134219  0.661995
λέγω: K13 ~ G:Narrative       0.113039  0.713108
λέγω: K13 ~ G:Tragedy         0.077152  0.802187
λέγω: K13 ~ G:Comedy          0.061150  0.842695


λέγω:K13 ~ correlation with subgenres

                                             Spearman's ρ         p
λέγω: K13 ~ SG:Geography                         0.731963  0.004449
λέγω: K13 ~ SG:Narrative                        -0.650221  0.016125
λέγω: K13 ~ SG:Bucolic                          -0.559085  0.046991
λέγω: K13 ~ SG:Epic                             -0.531255  0.061727
λέγω: K13 ~ SG:Mythology                         0.462910  0.111173
λέγω: K13 ~ SG:Novel                             0.462910  0.111173
λέγω: K13 ~ SG:Psalms                           -0.462910  0.111173
λέγω: K13 ~ SG:Protreptics                       0.462910  0.111173
λέγω: K13 ~ SG:Grammar                           0.462910  0.111173
λέγω: K13 ~ SG:Philosophy                        0.438435  0.133972
λέγω: K13 ~ SG:Medicine                          0.419314  0.153791
λέγω: K13 ~ SG:Erotic                            0.385758  0.192978
λέγω: K13 ~ SG:Military                          0.369103  0.214556
λέγω: K13 ~ SG:Hunting                           0.314485  0.295332
λέγω: K13 ~ SG:Mathematics                       0.314485  0.295332
λέγω: K13 ~ SG:Epigrams                         -0.308607  0.304937
λέγω: K13 ~ SG:Natural History                   0.308607  0.304937
λέγω: K13 ~ SG:Miscellanea                       0.308607  0.304937
λέγω: K13 ~ SG:Oratory                           0.256846  0.396936
λέγω: K13 ~ SG:History                           0.228286  0.453164
λέγω: K13 ~ SG:Biography                         0.228173  0.453393
λέγω: K13 ~ SG:Didactic                          0.215502  0.479512
λέγω: K13 ~ SG:Theology                          0.209657  0.491791
λέγω: K13 ~ SG:Essay                             0.178544  0.559485
λέγω: K13 ~ SG:Rhetoric, poetics, criticism      0.156618  0.609375
λέγω: K13 ~ SG:Homily                           -0.154303  0.614737
λέγω: K13 ~ SG:Church history                   -0.154303  0.614737
λέγω: K13 ~ SG:Hymns                            -0.148622  0.627977
λέγω: K13 ~ SG:Art History                       0.139771  0.648806
λέγω: K13 ~ SG:Letters                          -0.134219  0.661995
λέγω: K13 ~ SG:Choral                            0.077152  0.802187
λέγω: K13 ~ SG:Tragedy                           0.077152  0.802187
λέγω: K13 ~ SG:Comedy                            0.061150  0.842695
λέγω: K13 ~ SG:Politics                          0.000000  1.000000
λέγω: K13 ~ SG:Horsemanship                      0.000000  1.000000
λέγω: K13 ~ SG:Science                           0.000000  1.000000


λέγω:K14 ~ correlation with genres

                          Spearman's ρ         p
λέγω: K14 ~ G:Religion        0.471879  0.103520
λέγω: K14 ~ G:Philosophy     -0.468159  0.106649
λέγω: K14 ~ G:Essays         -0.438529  0.133878
λέγω: K14 ~ G:Oratory        -0.406175  0.168459
λέγω: K14 ~ G:Tragedy         0.385758  0.192978
λέγω: K14 ~ G:Technical      -0.299555  0.320070
λέγω: K14 ~ G:Letters        -0.255016  0.400425
λέγω: K14 ~ G:Comedy          0.148507  0.628246
λέγω: K14 ~ G:Poetry         -0.145066  0.636317
λέγω: K14 ~ G:Narrative       0.101736  0.740862


λέγω:K14 ~ correlation with subgenres

                                             Spearman's ρ         p
λέγω: K14 ~ SG:Philosophy                       -0.468159  0.106649
λέγω: K14 ~ SG:Narrative                         0.449581  0.123236
λέγω: K14 ~ SG:Hunting                          -0.445521  0.127078
λέγω: K14 ~ SG:Mathematics                      -0.445521  0.127078
λέγω: K14 ~ SG:Essay                            -0.444794  0.127774
λέγω: K14 ~ SG:Oratory                          -0.406175  0.168459
λέγω: K14 ~ SG:Bucolic                           0.393107  0.183909
λέγω: K14 ~ SG:Tragedy                           0.385758  0.192978
λέγω: K14 ~ SG:Choral                            0.385758  0.192978
λέγω: K14 ~ SG:Protreptics                      -0.385758  0.192978
λέγω: K14 ~ SG:Novel                            -0.385758  0.192978
λέγω: K14 ~ SG:Mythology                        -0.385758  0.192978
λέγω: K14 ~ SG:Grammar                          -0.385758  0.192978
λέγω: K14 ~ SG:Geography                        -0.378986  0.201580
λέγω: K14 ~ SG:Art History                      -0.331957  0.267824
λέγω: K14 ~ SG:Epic                             -0.316063  0.292783
λέγω: K14 ~ SG:Homily                           -0.308607  0.304937
λέγω: K14 ~ SG:Psalms                            0.308607  0.304937
λέγω: K14 ~ SG:Church history                   -0.308607  0.304937
λέγω: K14 ~ SG:Biography                        -0.275149  0.362905
λέγω: K14 ~ SG:Hymns                             0.263804  0.383810
λέγω: K14 ~ SG:Military                         -0.261727  0.387703
λέγω: K14 ~ SG:Letters                          -0.255016  0.400425
λέγω: K14 ~ SG:Science                          -0.231455  0.446742
λέγω: K14 ~ SG:Politics                         -0.231455  0.446742
λέγω: K14 ~ SG:Horsemanship                     -0.231455  0.446742
λέγω: K14 ~ SG:Epigrams                          0.231455  0.446742
λέγω: K14 ~ SG:Theology                         -0.200921  0.510408
λέγω: K14 ~ SG:History                           0.170492  0.577608
λέγω: K14 ~ SG:Miscellanea                      -0.154303  0.614737
λέγω: K14 ~ SG:Natural History                  -0.154303  0.614737
λέγω: K14 ~ SG:Comedy                            0.148507  0.628246
λέγω: K14 ~ SG:Didactic                         -0.133760  0.663091
λέγω: K14 ~ SG:Erotic                           -0.077152  0.802187
λέγω: K14 ~ SG:Medicine                         -0.043679  0.887331
λέγω: K14 ~ SG:Rhetoric, poetics, criticism     -0.040721  0.894922


λέγω:K2 ~ correlation with genres

                         Spearman's ρ         p
λέγω: K2 ~ G:Oratory        -0.686913  0.009495
λέγω: K2 ~ G:Philosophy     -0.635359  0.019620
λέγω: K2 ~ G:Poetry          0.571894  0.041139
λέγω: K2 ~ G:Technical      -0.559545  0.046771
λέγω: K2 ~ G:Comedy         -0.559085  0.046991
λέγω: K2 ~ G:Religion        0.519665  0.068733
λέγω: K2 ~ G:Essays         -0.432264  0.140172
λέγω: K2 ~ G:Tragedy        -0.308607  0.304937
λέγω: K2 ~ G:Narrative      -0.197819  0.517094
λέγω: K2 ~ G:Letters        -0.046977  0.878877


λέγω:K2 ~ correlation with subgenres

                                            Spearman's ρ         p
λέγω: K2 ~ SG:Oratory                          -0.686913  0.009495
λέγω: K2 ~ SG:Philosophy                       -0.635359  0.019620
λέγω: K2 ~ SG:Hunting                          -0.628971  0.021283
λέγω: K2 ~ SG:Mathematics                      -0.628971  0.021283
λέγω: K2 ~ SG:Bucolic                           0.620235  0.023725
λέγω: K2 ~ SG:Narrative                         0.616781  0.024746
λέγω: K2 ~ SG:Comedy                           -0.559085  0.046991
λέγω: K2 ~ SG:Epic                              0.554792  0.049080
λέγω: K2 ~ SG:Medicine                         -0.515407  0.071441
λέγω: K2 ~ SG:Science                          -0.462910  0.111173
λέγω: K2 ~ SG:Politics                         -0.462910  0.111173
λέγω: K2 ~ SG:Horsemanship                     -0.462910  0.111173
λέγω: K2 ~ SG:Psalms                            0.462910  0.111173
λέγω: K2 ~ SG:Biography                        -0.449634  0.123187
λέγω: K2 ~ SG:Essay                            -0.419735  0.153335
λέγω: K2 ~ SG:Military                         -0.409368  0.164814
λέγω: K2 ~ SG:Novel                            -0.385758  0.192978
λέγω: K2 ~ SG:Mythology                        -0.385758  0.192978
λέγω: K2 ~ SG:Protreptics                      -0.385758  0.192978
λέγω: K2 ~ SG:Grammar                          -0.385758  0.192978
λέγω: K2 ~ SG:Epigrams                          0.385758  0.192978
λέγω: K2 ~ SG:Geography                        -0.378986  0.201580
λέγω: K2 ~ SG:Hymns                             0.315822  0.293173
λέγω: K2 ~ SG:Choral                           -0.308607  0.304937
λέγω: K2 ~ SG:Tragedy                          -0.308607  0.304937
λέγω: K2 ~ SG:History                          -0.260072  0.390821
λέγω: K2 ~ SG:Theology                         -0.253336  0.403644
λέγω: K2 ~ SG:Miscellanea                      -0.154303  0.614737
λέγω: K2 ~ SG:Natural History                  -0.154303  0.614737
λέγω: K2 ~ SG:Art History                      -0.122300  0.690610
λέγω: K2 ~ SG:Rhetoric, poetics, criticism     -0.078309  0.799275
λέγω: K2 ~ SG:Erotic                           -0.077152  0.802187
λέγω: K2 ~ SG:Letters                          -0.046977  0.878877
λέγω: K2 ~ SG:Didactic                         -0.022293  0.942372
λέγω: K2 ~ SG:Homily                            0.000000  1.000000
λέγω: K2 ~ SG:Church history                    0.000000  1.000000


λέγω:K3 ~ correlation with genres

                         Spearman's ρ         p
λέγω: K3 ~ G:Religion       -0.442014  0.130460
λέγω: K3 ~ G:Tragedy         0.231455  0.446742
λέγω: K3 ~ G:Narrative       0.220427  0.469277
λέγω: K3 ~ G:Oratory         0.179195  0.558031
λέγω: K3 ~ G:Philosophy     -0.137475  0.654249
λέγω: K3 ~ G:Comedy          0.131036  0.669599
λέγω: K3 ~ G:Essays          0.109632  0.721441
λέγω: K3 ~ G:Letters         0.093953  0.760141
λέγω: K3 ~ G:Technical       0.062172  0.840097
λέγω: K3 ~ G:Poetry         -0.050215  0.870589


λέγω:K3 ~ correlation with subgenres

                                            Spearman's ρ         p
λέγω: K3 ~ SG:Bucolic                          -0.445521  0.127078
λέγω: K3 ~ SG:Psalms                           -0.385758  0.192978
λέγω: K3 ~ SG:Church history                    0.385758  0.192978
λέγω: K3 ~ SG:Homily                            0.385758  0.192978
λέγω: K3 ~ SG:Narrative                        -0.382701  0.196831
λέγω: K3 ~ SG:Art History                       0.262071  0.387057
λέγω: K3 ~ SG:Didactic                         -0.248942  0.412122
λέγω: K3 ~ SG:Epigrams                         -0.231455  0.446742
λέγω: K3 ~ SG:Tragedy                           0.231455  0.446742
λέγω: K3 ~ SG:Choral                            0.231455  0.446742
λέγω: K3 ~ SG:Oratory                           0.179195  0.558031
λέγω: K3 ~ SG:Hunting                          -0.165978  0.587869
λέγω: K3 ~ SG:Mathematics                      -0.165978  0.587869
λέγω: K3 ~ SG:Erotic                            0.154303  0.614737
λέγω: K3 ~ SG:Grammar                          -0.154303  0.614737
λέγω: K3 ~ SG:Protreptics                      -0.154303  0.614737
λέγω: K3 ~ SG:Novel                            -0.154303  0.614737
λέγω: K3 ~ SG:Mythology                        -0.154303  0.614737
λέγω: K3 ~ SG:Philosophy                       -0.137475  0.654249
λέγω: K3 ~ SG:Essay                             0.134691  0.660871
λέγω: K3 ~ SG:Comedy                            0.131036  0.669599
λέγω: K3 ~ SG:Hymns                            -0.104035  0.735191
λέγω: K3 ~ SG:Letters                           0.093953  0.760141
λέγω: K3 ~ SG:Horsemanship                     -0.077152  0.802187
λέγω: K3 ~ SG:Politics                         -0.077152  0.802187
λέγω: K3 ~ SG:Science                          -0.077152  0.802187
λέγω: K3 ~ SG:Theology                         -0.069886  0.820531
λέγω: K3 ~ SG:Biography                        -0.053688  0.861714
λέγω: K3 ~ SG:Epic                              0.047073  0.878630
λέγω: K3 ~ SG:Rhetoric, poetics, criticism     -0.040721  0.894922
λέγω: K3 ~ SG:Military                          0.040266  0.896089
λέγω: K3 ~ SG:Medicine                          0.034943  0.909772
λέγω: K3 ~ SG:History                           0.023118  0.940245
λέγω: K3 ~ SG:Geography                         0.014862  0.961566
λέγω: K3 ~ SG:Natural History                   0.000000  1.000000
λέγω: K3 ~ SG:Miscellanea                       0.000000  1.000000


λέγω:K4 ~ correlation with genres

                         Spearman's ρ         p
λέγω: K4 ~ G:Narrative       0.435202  0.137197
λέγω: K4 ~ G:Technical       0.406942  0.167579
λέγω: K4 ~ G:Oratory         0.352416  0.237604
λέγω: K4 ~ G:Tragedy         0.308607  0.304937
λέγω: K4 ~ G:Letters        -0.228173  0.453393
λέγω: K4 ~ G:Essays          0.194206  0.524931
λέγω: K4 ~ G:Philosophy     -0.130044  0.671973
λέγω: K4 ~ G:Religion       -0.107517  0.726629
λέγω: K4 ~ G:Poetry         -0.075323  0.806796
λέγω: K4 ~ G:Comedy         -0.017471  0.954824


λέγω:K4 ~ correlation with subgenres

                                            Spearman's ρ         p
λέγω: K4 ~ SG:Medicine                          0.576557  0.039146
λέγω: K4 ~ SG:Bucolic                          -0.497935  0.083337
λέγω: K4 ~ SG:Geography                         0.486737  0.091644
λέγω: K4 ~ SG:Theology                          0.471728  0.103646
λέγω: K4 ~ SG:Mythology                         0.462910  0.111173
λέγω: K4 ~ SG:Novel                             0.462910  0.111173
λέγω: K4 ~ SG:Psalms                           -0.462910  0.111173
λέγω: K4 ~ SG:Protreptics                       0.462910  0.111173
λέγω: K4 ~ SG:Grammar                           0.462910  0.111173
λέγω: K4 ~ SG:Military                          0.436212  0.136184
λέγω: K4 ~ SG:Narrative                        -0.397564  0.178543
λέγω: K4 ~ SG:Erotic                            0.385758  0.192978
λέγω: K4 ~ SG:Horsemanship                     -0.385758  0.192978
λέγω: K4 ~ SG:Politics                         -0.385758  0.192978
λέγω: K4 ~ SG:Science                          -0.385758  0.192978
λέγω: K4 ~ SG:History                           0.361211  0.225277
λέγω: K4 ~ SG:Oratory                           0.352416  0.237604
λέγω: K4 ~ SG:Choral                            0.308607  0.304937
λέγω: K4 ~ SG:Tragedy                           0.308607  0.304937
λέγω: K4 ~ SG:Essay                             0.300706  0.318123
λέγω: K4 ~ SG:Homily                            0.231455  0.446742
λέγω: K4 ~ SG:Epigrams                         -0.231455  0.446742
λέγω: K4 ~ SG:Church history                    0.231455  0.446742
λέγω: K4 ~ SG:Letters                          -0.228173  0.453393
λέγω: K4 ~ SG:Epic                             -0.171481  0.575369
λέγω: K4 ~ SG:Miscellanea                      -0.154303  0.614737
λέγω: K4 ~ SG:Natural History                  -0.154303  0.614737
λέγω: K4 ~ SG:Philosophy                       -0.130044  0.671973
λέγω: K4 ~ SG:Rhetoric, poetics, criticism     -0.072044  0.815072
λέγω: K4 ~ SG:Art History                       0.034943  0.909772
λέγω: K4 ~ SG:Hymns                             0.022293  0.942372
λέγω: K4 ~ SG:Didactic                         -0.018578  0.951966
λέγω: K4 ~ SG:Comedy                           -0.017471  0.954824
λέγω: K4 ~ SG:Biography                         0.013422  0.965288
λέγω: K4 ~ SG:Mathematics                       0.008736  0.977404
λέγω: K4 ~ SG:Hunting                           0.008736  0.977404


λέγω:K5 ~ correlation with genres

                         Spearman's ρ         p
λέγω: K5 ~ G:Technical      -0.497374  0.083741
λέγω: K5 ~ G:Letters        -0.456345  0.117011
λέγω: K5 ~ G:Religion        0.406175  0.168459
λέγω: K5 ~ G:Philosophy     -0.404995  0.169819
λέγω: K5 ~ G:Narrative      -0.384334  0.194767
λέγω: K5 ~ G:Essays         -0.306970  0.307642
λέγω: K5 ~ G:Comedy         -0.253336  0.403644
λέγω: K5 ~ G:Oratory        -0.226980  0.455822
λέγω: K5 ~ G:Tragedy         0.077152  0.802187
λέγω: K5 ~ G:Poetry          0.011159  0.971138


λέγω:K5 ~ correlation with subgenres

                                            Spearman's ρ         p
λέγω: K5 ~ SG:Rhetoric, poetics, criticism     -0.651529  0.015842
λέγω: K5 ~ SG:Science                          -0.462910  0.111173
λέγω: K5 ~ SG:Politics                         -0.462910  0.111173
λέγω: K5 ~ SG:Horsemanship                     -0.462910  0.111173
λέγω: K5 ~ SG:Letters                          -0.456345  0.117011
λέγω: K5 ~ SG:Philosophy                       -0.404995  0.169819
λέγω: K5 ~ SG:Psalms                            0.385758  0.192978
λέγω: K5 ~ SG:Biography                        -0.382524  0.197056
λέγω: K5 ~ SG:History                          -0.358322  0.229283
λέγω: K5 ~ SG:Natural History                  -0.308607  0.304937
λέγω: K5 ~ SG:Miscellanea                      -0.308607  0.304937
λέγω: K5 ~ SG:Military                         -0.288571  0.338983
λέγω: K5 ~ SG:Comedy                           -0.253336  0.403644
λέγω: K5 ~ SG:Art History                      -0.244600  0.420588
λέγω: K5 ~ SG:Medicine                          0.235864  0.437882
λέγω: K5 ~ SG:Mythology                         0.231455  0.446742
λέγω: K5 ~ SG:Novel                             0.231455  0.446742
λέγω: K5 ~ SG:Protreptics                       0.231455  0.446742
λέγω: K5 ~ SG:Erotic                           -0.231455  0.446742
λέγω: K5 ~ SG:Grammar                           0.231455  0.446742
λέγω: K5 ~ SG:Oratory                          -0.226980  0.455822
λέγω: K5 ~ SG:Essay                            -0.219265  0.471683
λέγω: K5 ~ SG:Hunting                          -0.209657  0.491791
λέγω: K5 ~ SG:Mathematics                      -0.209657  0.491791
λέγω: K5 ~ SG:Geography                        -0.185777  0.543409
λέγω: K5 ~ SG:Didactic                         -0.182062  0.551642
λέγω: K5 ~ SG:Epigrams                         -0.154303  0.614737
λέγω: K5 ~ SG:Narrative                         0.141191  0.645449
λέγω: K5 ~ SG:Hymns                             0.141191  0.645449
λέγω: K5 ~ SG:Bucolic                           0.139771  0.648806
λέγω: K5 ~ SG:Theology                          0.131036  0.669599
λέγω: K5 ~ SG:Choral                            0.077152  0.802187
λέγω: K5 ~ SG:Tragedy                           0.077152  0.802187
λέγω: K5 ~ SG:Epic                             -0.030261  0.921824
λέγω: K5 ~ SG:Church history                    0.000000  1.000000
λέγω: K5 ~ SG:Homily                            0.000000  1.000000


λέγω:K6 ~ correlation with genres

                         Spearman's ρ         p
λέγω: K6 ~ G:Technical       0.463462  0.110691
λέγω: K6 ~ G:Oratory         0.418121  0.155087
λέγω: K6 ~ G:Narrative       0.361726  0.224568
λέγω: K6 ~ G:Essays          0.344559  0.248956
λέγω: K6 ~ G:Letters         0.295282  0.327355
λέγω: K6 ~ G:Philosophy      0.185777  0.543409
λέγω: K6 ~ G:Religion       -0.155302  0.612421
λέγω: K6 ~ G:Tragedy        -0.154303  0.614737
λέγω: K6 ~ G:Poetry          0.145066  0.636317
λέγω: K6 ~ G:Comedy         -0.017471  0.954824


λέγω:K6 ~ correlation with subgenres

                                            Spearman's ρ         p
λέγω: K6 ~ SG:Military                          0.449634  0.123187
λέγω: K6 ~ SG:Essay                             0.419735  0.153335
λέγω: K6 ~ SG:Oratory                           0.418121  0.155087
λέγω: K6 ~ SG:Homily                            0.385758  0.192978
λέγω: K6 ~ SG:Church history                    0.385758  0.192978
λέγω: K6 ~ SG:Geography                         0.326968  0.275519
λέγω: K6 ~ SG:Erotic                            0.308607  0.304937
λέγω: K6 ~ SG:Letters                           0.295282  0.327355
λέγω: K6 ~ SG:Mathematics                       0.279543  0.354977
λέγω: K6 ~ SG:Hunting                           0.279543  0.354977
λέγω: K6 ~ SG:Rhetoric, poetics, criticism      0.269382  0.373454
λέγω: K6 ~ SG:Theology                          0.235864  0.437882
λέγω: K6 ~ SG:Protreptics                       0.231455  0.446742
λέγω: K6 ~ SG:Novel                             0.231455  0.446742
λέγω: K6 ~ SG:Psalms                           -0.231455  0.446742
λέγω: K6 ~ SG:Grammar                           0.231455  0.446742
λέγω: K6 ~ SG:Mythology                         0.231455  0.446742
λέγω: K6 ~ SG:History                           0.222506  0.464987
λέγω: K6 ~ SG:Art History                       0.200921  0.510408
λέγω: K6 ~ SG:Biography                         0.187907  0.538715
λέγω: K6 ~ SG:Philosophy                        0.185777  0.543409
λέγω: K6 ~ SG:Epic                              0.168119  0.582994
λέγω: K6 ~ SG:Bucolic                          -0.157243  0.607929
λέγω: K6 ~ SG:Horsemanship                      0.154303  0.614737
λέγω: K6 ~ SG:Politics                          0.154303  0.614737
λέγω: K6 ~ SG:Choral                           -0.154303  0.614737
λέγω: K6 ~ SG:Science                           0.154303  0.614737
λέγω: K6 ~ SG:Tragedy                          -0.154303  0.614737
λέγω: K6 ~ SG:Narrative                        -0.126329  0.680894
λέγω: K6 ~ SG:Medicine                          0.078621  0.798488
λέγω: K6 ~ SG:Miscellanea                      -0.077152  0.802187
λέγω: K6 ~ SG:Natural History                  -0.077152  0.802187
λέγω: K6 ~ SG:Didactic                          0.074311  0.809348
λέγω: K6 ~ SG:Hymns                            -0.037155  0.904081
λέγω: K6 ~ SG:Comedy                           -0.017471  0.954824
λέγω: K6 ~ SG:Epigrams                          0.000000  1.000000


λέγω:K7 ~ correlation with genres

                         Spearman's ρ         p
λέγω: K7 ~ G:Poetry         -0.666745  0.012811
λέγω: K7 ~ G:Comedy          0.349428  0.241883
λέγω: K7 ~ G:Tragedy         0.308607  0.304937
λέγω: K7 ~ G:Letters        -0.194618  0.524035
λέγω: K7 ~ G:Oratory         0.155302  0.612421
λέγω: K7 ~ G:Technical      -0.135647  0.658594
λέγω: K7 ~ G:Philosophy     -0.107751  0.726055
λέγω: K7 ~ G:Religion       -0.107517  0.726629
λέγω: K7 ~ G:Narrative      -0.016956  0.956156
λέγω: K7 ~ G:Essays          0.003132  0.991897


λέγω:K7 ~ correlation with subgenres

                                            Spearman's ρ         p
λέγω: K7 ~ SG:Bucolic                          -0.620235  0.023725
λέγω: K7 ~ SG:Didactic                         -0.497883  0.083374
λέγω: K7 ~ SG:Psalms                           -0.462910  0.111173
λέγω: K7 ~ SG:Narrative                        -0.453297  0.119790
λέγω: K7 ~ SG:Epic                             -0.420297  0.152728
λέγω: K7 ~ SG:Epigrams                         -0.385758  0.192978
λέγω: K7 ~ SG:Comedy                            0.349428  0.241883
λέγω: K7 ~ SG:Tragedy                           0.308607  0.304937
λέγω: K7 ~ SG:Choral                            0.308607  0.304937
λέγω: K7 ~ SG:Mythology                        -0.231455  0.446742
λέγω: K7 ~ SG:Protreptics                      -0.231455  0.446742
λέγω: K7 ~ SG:Novel                            -0.231455  0.446742
λέγω: K7 ~ SG:Grammar                          -0.231455  0.446742
λέγω: K7 ~ SG:Geography                        -0.226648  0.456498
λέγω: K7 ~ SG:Letters                          -0.194618  0.524035
λέγω: K7 ~ SG:Hymns                             0.178346  0.559927
λέγω: K7 ~ SG:Rhetoric, poetics, criticism     -0.162882  0.594949
λέγω: K7 ~ SG:Oratory                           0.155302  0.612421
λέγω: K7 ~ SG:Horsemanship                      0.154303  0.614737
λέγω: K7 ~ SG:Miscellanea                      -0.154303  0.614737
λέγω: K7 ~ SG:Science                           0.154303  0.614737
λέγω: K7 ~ SG:Politics                          0.154303  0.614737
λέγω: K7 ~ SG:Natural History                  -0.154303  0.614737
