1443 documents , 1 concepts , 4228 context features (nlsj107632) 
kappaF 10.000000, kappaK 4.000000, a0 7.000000, b0 3.000000, K 10, max_docs_per_slice 2000, start -800, end 400, times 12, dT 100, I 1000


map[]

===============  per type  ===============
0.13455367102049906   T=0,K=0:  22209 (0.034) ; 30885 (0.018) ; 74921 (0.018) ; 84234 (0.016) ; 100965 (0.016) ; 20097 (0.015) ; 57460 (0.015) ; 80043 (0.013) ;  (0.013) ; 67555 (0.012) ; 
0.06383457012443364   T=8,K=1:   (0.015) ; 45996 (0.014) ; 31161 (0.011) ; 114753 (0.010) ; 66173 (0.009) ; 62204 (0.009) ; 47735 (0.008) ; 39331 (0.008) ; nlsj561 (0.007) ; 11583 (0.007) ; 
0.19017175565751923   T=8,K=2:  45996 (0.018) ;  (0.014) ; 22209 (0.014) ; 20621 (0.012) ; 84234 (0.010) ; 27847 (0.010) ; 28566 (0.010) ; 68641 (0.009) ; 63772 (0.008) ; 19972 (0.008) ; 
0.10264932788211122   T=8,K=3:  62204 (0.017) ;  (0.017) ; 84234 (0.015) ; 22209 (0.014) ; 45996 (0.010) ; 102000 (0.008) ; 86184 (0.008) ; 63772 (0.008) ; nlsj107632 (0.008) ; 114548 (0.007) ; 
0.1721808255176636   T=8,K=4:  45996 (0.015) ; 84234 (0.013) ;  (0.011) ; 22209 (0.010) ; 85306 (0.008) ; 76703 (0.008) ; 46646 (0.008) ; 260 (0.007) ; 43206 (0.007) ; nlsj76838 (0.006) ; 
0.08936349676172797   T=8,K=5:  85306 (0.017) ; 45996 (0.016) ; 63772 (0.014) ; 112720 (0.014) ;  (0.012) ; 86112 (0.011) ; 84234 (0.010) ; 51647 (0.010) ; 110639 (0.008) ; 8665 (0.008) ; 
0.0774736567791463   T=8,K=6:  22209 (0.018) ; 85306 (0.015) ; 79223 (0.015) ; 84494 (0.015) ; 61791 (0.014) ; 45996 (0.012) ; 43206 (0.011) ; 52571 (0.011) ; 48291 (0.011) ; 22100 (0.009) ; 
0.06752508425743467   T=8,K=7:  84234 (0.020) ; 75552 (0.014) ; 22209 (0.014) ; 62204 (0.013) ; 31236 (0.012) ; 86112 (0.011) ; 48291 (0.009) ; 24292 (0.009) ; 85306 (0.008) ; 43206 (0.008) ; 
0.12031854080058998   T=8,K=8:  22209 (0.014) ;  (0.012) ; 48383 (0.011) ; 49875 (0.009) ; 45996 (0.009) ; 63772 (0.009) ; 20621 (0.009) ; 30790 (0.008) ; 24436 (0.008) ; 46646 (0.008) ; 
0.07250160581776266   T=8,K=9:  48291 (0.014) ; 90504 (0.012) ; 27847 (0.010) ;  (0.010) ; 80011 (0.009) ; 30809 (0.008) ; 19972 (0.008) ; 46123 (0.008) ; 84234 (0.007) ; 22209 (0.007) ; 

Time=9  
0.07434916453213712   T=9,K=0:  90504 (0.014) ;  (0.014) ; 22209 (0.013) ; 100965 (0.011) ; 85306 (0.011) ; 114615 (0.011) ; 84234 (0.010) ; 98173 (0.010) ; 74921 (0.009) ; 115887 (0.008) ; 
0.09271399043137808   T=9,K=1:  45996 (0.025) ; 114753 (0.020) ; 31161 (0.015) ; 62204 (0.013) ;  (0.011) ; 63772 (0.010) ; 84234 (0.009) ; 47735 (0.009) ; 76029 (0.008) ; 42214 (0.008) ; 
0.07726415847947614   T=9,K=2:  22209 (0.019) ; 45996 (0.016) ; 84234 (0.014) ;  (0.013) ; 20621 (0.011) ; 28566 (0.010) ; 46646 (0.010) ; 27847 (0.010) ; 68641 (0.009) ; 25120 (0.008) ; 
0.09975344161276606   T=9,K=3:  45996 (0.022) ; 84234 (0.021) ; 22209 (0.019) ;  (0.015) ; nlsj107632 (0.013) ; 62204 (0.011) ; 102000 (0.010) ; 63772 (0.009) ; 115887 (0.008) ; 71308 (0.008) ; 
0.15958208711260735   T=9,K=4:  22209 (0.014) ; 84234 (0.011) ; 43206 (0.010) ; 85306 (0.009) ; 45996 (0.009) ;  (0.008) ; 46646 (0.007) ; nlsj76838 (0.007) ; 260 (0.007) ; 62204 (0.006) ; 
0.10909730071983662   T=9,K=5:  45996 (0.020) ; 63772 (0.014) ; 51647 (0.013) ;  (0.013) ; 86112 (0.013) ; 85306 (0.010) ; 8665 (0.010) ; 86219 (0.009) ; 112720 (0.008) ; 72610 (0.007) ; 
0.09706706646289456   T=9,K=6:  85306 (0.024) ; 22209 (0.019) ; 45996 (0.015) ; 61791 (0.013) ; 79223 (0.012) ; 84494 (0.011) ; 84234 (0.011) ; 43206 (0.009) ; 8909 (0.009) ; 45948 (0.009) ; 
0.0688018040168469   T=9,K=7:  84234 (0.020) ; 22209 (0.018) ; 62204 (0.015) ; 48291 (0.014) ; 75552 (0.014) ; 110114 (0.012) ; 86112 (0.010) ; 31236 (0.010) ; 61791 (0.008) ; 24292 (0.008) ; 
0.14267229039967436   T=9,K=8:  22209 (0.019) ;  (0.015) ; 30790 (0.011) ; 63772 (0.011) ; 46646 (0.009) ; 19972 (0.009) ; 45996 (0.009) ; 48383 (0.008) ; 51647 (0.008) ; 8665 (0.007) ; 
0.07869869623238274   T=9,K=9:  48291 (0.013) ; 90504 (0.011) ; 26447 (0.010) ; 27847 (0.009) ; 15399 (0.009) ; 19972 (0.009) ; 22209 (0.008) ; 109840 (0.007) ; 80011 (0.007) ; 46123 (0.007) ; 

Time=10  
0.07272796638228757   T=10,K=0:   (0.015) ; 74921 (0.012) ; 22209 (0.011) ; 100965 (0.011) ; 90504 (0.011) ; 33791 (0.010) ; 94365 (0.010) ; 114615 (0.010) ; 84234 (0.009) ; nlsj11286 (0.008) ; 
0.07616351307924388   T=10,K=1:  62204 (0.019) ; 31161 (0.018) ; 114753 (0.018) ; 45996 (0.016) ;  (0.015) ; 84234 (0.011) ; 63772 (0.011) ; 47735 (0.009) ; 106974 (0.009) ; 76029 (0.009) ; 
0.16079625099436737   T=10,K=2:  22209 (0.022) ; 45996 (0.019) ;  (0.016) ; 28569 (0.013) ; 25120 (0.013) ; 61791 (0.012) ; 84234 (0.012) ; 46646 (0.009) ; 20621 (0.008) ; 28566 (0.008) ; 
0.17391916005557914   T=10,K=3:  45996 (0.025) ; 22209 (0.020) ;  (0.016) ; nlsj107632 (0.016) ; 84234 (0.015) ; 72627 (0.011) ; 62204 (0.009) ; 43206 (0.009) ; 66306 (0.009) ; 31565 (0.008) ; 
0.12844069450622722   T=10,K=4:  22209 (0.011) ; 63772 (0.010) ;  (0.010) ; 84234 (0.008) ; 260 (0.008) ; 113711 (0.007) ; 46646 (0.007) ; 43206 (0.007) ; 45996 (0.007) ; 23658 (0.006) ; 
0.08877938135001122   T=10,K=5:  45996 (0.015) ; 63772 (0.014) ; 85306 (0.013) ;  (0.012) ; 51647 (0.011) ; 86112 (0.010) ; 86219 (0.009) ; 110639 (0.008) ; nlsj114757 (0.007) ; 8665 (0.007) ; 
0.10323312532249902   T=10,K=6:  85306 (0.019) ; 79223 (0.015) ; 22209 (0.015) ; 61791 (0.012) ; 43206 (0.011) ; 45996 (0.010) ; 52571 (0.010) ; 48291 (0.010) ; 84234 (0.009) ;  (0.007) ; 
0.0875428293172479   T=10,K=7:  22209 (0.031) ; 84234 (0.020) ; 86112 (0.017) ; 62204 (0.014) ; 24292 (0.012) ; 110114 (0.011) ; 31236 (0.011) ; 30866 (0.009) ; 6983 (0.009) ; 61791 (0.009) ; 
0.05690474371293057   T=10,K=8:   (0.018) ; 22209 (0.014) ; 48383 (0.013) ; 63772 (0.013) ; 30790 (0.012) ; 8665 (0.010) ; 19972 (0.010) ; 90030 (0.008) ; 49875 (0.008) ; 48291 (0.008) ; 
0.05149233527960606   T=10,K=9:  48291 (0.016) ; 90504 (0.012) ; 114615 (0.010) ; 11072 (0.010) ; 27847 (0.010) ; 24293 (0.009) ; 45996 (0.009) ; 52332 (0.008) ; 15399 (0.008) ; 19972 (0.008) ; 

Time=11  
0.036723586694266806   T=11,K=0:  114615 (0.017) ; 22209 (0.013) ; 74921 (0.013) ; 84234 (0.013) ; 94365 (0.012) ; 90504 (0.012) ; 100965 (0.012) ;  (0.011) ; nlsj11286 (0.011) ; 73277 (0.009) ; 
0.10840708125204179   T=11,K=1:  62204 (0.019) ; 114753 (0.017) ; 45996 (0.017) ;  (0.016) ; 84234 (0.013) ; 31161 (0.012) ; 75552 (0.011) ; 106974 (0.011) ; 42214 (0.009) ; 66173 (0.008) ; 
0.09915719451128709   T=11,K=2:  45996 (0.022) ; 22209 (0.018) ; 84234 (0.016) ; 28569 (0.014) ; 25120 (0.012) ;  (0.012) ; 64866 (0.011) ; 20621 (0.010) ; 61791 (0.010) ; nlsj7083 (0.009) ; 
0.1592799889841657   T=11,K=3:  45996 (0.029) ; nlsj107632 (0.019) ;  (0.017) ; 72627 (0.015) ; 84234 (0.012) ; 22209 (0.010) ; 31565 (0.010) ; 92010 (0.008) ; 111483 (0.007) ; 66306 (0.007) ; 
0.11664174997749101   T=11,K=4:  23658 (0.010) ;  (0.009) ; 45996 (0.009) ; 260 (0.008) ; 43206 (0.008) ; 90504 (0.007) ; 22209 (0.007) ; 63772 (0.007) ; 113711 (0.006) ; 46646 (0.006) ; 
0.12089636330940609   T=11,K=5:  63772 (0.034) ; 85306 (0.013) ; 8665 (0.013) ; 86112 (0.012) ; 51647 (0.011) ;  (0.010) ; 74126 (0.009) ; 45996 (0.009) ; 30866 (0.008) ; 37851 (0.007) ; 
0.10858004110763313   T=11,K=6:  84234 (0.016) ; 85306 (0.016) ; 79223 (0.015) ; 61791 (0.013) ; 43206 (0.011) ; 22209 (0.011) ; 48291 (0.010) ; 8909 (0.009) ; 110639 (0.009) ; 68447 (0.008) ; 
0.03071610414859982   T=11,K=7:  86112 (0.033) ; 22209 (0.024) ; 84234 (0.020) ; 62204 (0.012) ; 24292 (0.011) ; 61791 (0.011) ; 110114 (0.009) ; 27847 (0.009) ; 85306 (0.009) ; 15893 (0.008) ; 
0.141539646375397   T=11,K=8:  49875 (0.017) ; 22209 (0.015) ; 63772 (0.014) ; 30790 (0.012) ;  (0.011) ; 48021 (0.011) ; 19972 (0.011) ; 48383 (0.010) ; 68641 (0.008) ; 49817 (0.008) ; 
0.07805824363971152   T=11,K=9:  48291 (0.019) ; 114615 (0.016) ; 31161 (0.012) ; 90504 (0.011) ; 19972 (0.011) ; 45996 (0.010) ; 11072 (0.010) ; 50257 (0.009) ; 51241 (0.009) ; 27847 (0.009) ; 



-----------------------
 kappa_c 2.300972 , kappa_f 10.000000
