LEMMA	ID	FREQUENCY
Θεοδωρίδας	nlsj9522	6
ἑτερόγλωσσος	43127	6
εὑρησιλογέω	44943	6
σφηνόω	101685	6
γῦρος	nlsj58981	6
κύκνειος	60670	6
χειρόγραφον	nlsj112876	6
χρυσοφάλαρος	115007	6
ἀναγνεία	6356	6
ἀδιαφορέω	1346	6
συμπέτομαι	98679	6
παρεξίστημι	79432	6
ἀποθηλύνω	12629	6
λαοδογματικός	61910	6
κατομβρέομαι	56037	6
ἀγκιστρώδης	562	6
σάλασσα	93136	6
κατασκοπεύω	55172	6
συνεκπολεμέω	99975	6
ἐξοδία	37461	6
μετακίνησις	66707	6
κατώδυνος	56152	6
πλινθεία	83878	6
σχολαστής	101954	6
ἔρρυσος	42709	6
καταδυναστεία	53949	6
ἐλαττονέω	33448	6
ἀνυπομόνητος	10883	6
ἱεράτευμα	49991	6
ἀμέθυστος	5100	6
λάλησις	61775	6
διυφαίνω	27563	6
φλόγινος	111795	6
ἕψεμα	46004	6
χήρευσις	113929	6
ἐγκοίλιος	30336	6
στοιβάζω	96908	6
καθαγιάζω	51648	6
ἁγιαστήριον	516	6
λινεύς	63376	6
ὑφάζω	109776	6
συντίμησις	101028	6
δολιότης	27899	6
νηοσσόος	nlsj76713	6
ἀντιπέρηθεν	10329	6
φλογίον	111796	6
μήπως	67511	6
ἀποπρολείπω	13513	6
οὐλοός	75853	6
παραιφάμενος	78078	6
ἀδήλητος	1235	6
ἰλυόεις	50400	6
Ἀμαζόνιος	nlsj2207	6
βιοτήσιος	19984	6
περίπυστος	82028	6
Ἀβαντίς	nlsj1807	6
δυηπαθής	28558	6
ἀρτίτομος	15706	6
Λιβυστίς	nlsj7199	6
μονοσύλλαβος	68666	6
σπειράομαι	95817	6
σύνεμφαίνω	nlsj103875	6
παιωνικός	76721	6
κακόζηλος	52187	6
ἐμφαντικός	34600	6
ἀποτομία	14085	6
τριπόθητος	105162	6
ξανθόχροος	71459	6
μεγαλορρημονέω	65475	6
ἀποτρυγάω	14133	6
ἀνοίζω	nlsj12676	6
εἰδώλιον	nlsj53496	6
Συριστί	101262	6
ἐξαστράπτω	36974	6
κληροδοσία	57872	6
Μυῖα	nlsj8015	6
δυναμόω	28573	6
ψιθυρισμός	115712	6
ἐκμυκτηρίζω	32490	6
φιλιάζω	111024	6
θυρωρέω	49546	6
φορόλογος	112146	6
κυλίκιον	60688	6
φυρμός	112654	6
ἱστάνω	51234	6
κατακεντέω	54121	6
πρωρεύς	nlsj95078	6
στυγνάζω	97364	6
ἀμέθυστον	nlsj16205	6
ζυγόω	46348	6
ἀπόμοιρα	13232	6
νεόφυτος	70445	6
συγκατεσθίω	97747	6
ἀθέτησις	1968	6
λαμπήνη	61837	6
σκιάδιον	nlsj99339	6
ὡραισμός	nlsj112030	6
κάθισις	51846	6
κατεάσσω	55693	6
καταμωκάομαι	54574	6
κλαυθμών	57726	6
ἐκψύχω	33301	6
κατευοδόω	55881	6
ἐκτένεια	32980	6
ἐντινάσσω	36253	6
θελητής	48076	6
πυροβόλος	91773	6
ἐπισυναγωγή	41124	6
πέτασος	82734	6
Ἑλληνισμός	33825	6
θεόκτιστος	48205	6
Χάραξ	nlsj10909	6
Εὔνους	nlsj5027	6
προβασανίζω	86770	6
ἔνθεσμος	35582	6
ἀδιάστροφος	1334	6
συμπραγματεύομαι	98800	6
κατάπονος	54877	6
δορατοφόρος	28047	6
ἐννεύω	35848	6
ἀναντλέω	7092	6
ἔκκαυσις	32128	6
κολλυρίς	58635	6
ἐσχαρίτης	43036	6
κεραμόω	56717	6
εὐαγγελία	43313	6
μηλωτή	67455	6
λατομητός	62046	6
χρησιμεύω	114648	6
εὔθραυστος	44011	6
ψηλάφησις	115618	6
ἐγκεντρίζω	30256	6
ἐνεξουσιάζω	35394	6
παριστάω	nlsj83739	6
σοφίζω	95643	6
ψύα	115820	6
ἐγκαυχάομαι	30239	6
ἀνθρωπάρεσκος	8857	6
Ἄδων	1530	6
φιλαναγνωστέω	110843	6
ἀσυντέλεστος	16837	6
προβασιλεύω	86771	6
φιλοκαλία	111208	6
θυτικός	49584	6
δυσμίμητος	29251	6
ἀπονεκρόω	13273	6
περικατάληπτος	81482	6
πολυφωνία	85528	6
περιχρίω	82563	6
ὑπόδυσις	108360	6
ἀναρήσσω	nlsj18430	6
μιλτώδης	67837	6
ἀραίωσις	14685	6
Κόρυθος	nlsj6478	6
Ἴτωνος	nlsj1738	6
φιλοκύνηγος	111262	6
κεραμευτικός	56693	6
ἐφιππεύω	45785	6
λαφυραγωγέω	62094	6
κατισχνέομαι	nlsj65130	6
πεφροντισμένως	82850	6
σοφιστεία	95649	6
Ἐπίκληρος	nlsj3178	6
ἀκλήρημα	3213	6
τοπομαχέω	104354	6
περίστρωμα	82293	6
Μένης	nlsj7586	6
ὑπόκρημνος	108618	6
σωματοφυλακέω	102042	6
Τιμασίθεος	nlsj10670	6
ἀναπόμπιμος	7282	6
διασυρμός	25967	6
Κυπριακός	61003	6
Ἄκορις	nlsj1428	6
ἐκτίζω	nlsj18967	6
Δίυλλος	nlsj4742	6
Θετταλίων	nlsj9567	6
ἀντικατασκευάζω	9997	6
φιλαλέξανδρος	110831	6
δουλαγωγέω	28150	6
Βουκεφάλας	nlsj4301	6
διαύγεια	26154	6
εὐρωστία	45079	6
διαφράγνυμι	26238	6
δημόκοπος	nlsj32817	6
Ἱππόστρατος	nlsj1210	6
Σαλγανεύς	nlsj9768	6
μετασχηματισμός	66977	6
τετραρχέω	103523	6
σημειοφόρος	93815	6
ἀνύποιστος	10875	6
Κλεοβοία	nlsj6361	6
Προμέδων	nlsj9224	6
ὑπεισέρχομαι	107050	6
Πεισιδίκη	nlsj8719	6
Ἄπτερος	nlsj1532	6
προσοδιακός	89791	6
ῥώθων	92915	6
σύμβωμος	98338	6
ὁμοείδεια	73590	6
Σιμωνίδειος	nlsj10009	6
ὑπορχηματικός	109082	6
Μενέσαιχμος	nlsj7701	6
Κάλαμις	nlsj5852	6
ἠθοποιία	46780	6
δυσείκαστος	28856	6
συνδετικός	99643	6
ὀττεία	75723	6
ὁμόσκηνος	73828	6
ἑστιατόριον	42996	6
παρεμβαίνω	79330	6
θεοποιέω	48262	6
συμπανηγυρίζω	98499	6
Θηρικλέης	nlsj9595	6
ἐπωνύμιον	42079	6
Μαλακός	nlsj7485	6
ὑπεραγωνίζομαι	107198	6
Σεπτέμβριος	93728	6
ἀναδεύω	6438	6
παραιωρέω	78084	6
ἄδουλος	1468	6
ἐπικατατρέχω	39632	6
ἀναγκοφαγέω	6346	6
συνδιαπορέω	99713	6
παρόρειος	79768	6
ὁμοιοπάθεια	73655	6
προεκπίτνω	nlsj90786	6
ἀπροσπέλαστος	14508	6
εὔνεως	44533	6
μυθογραφία	69031	6
ναυστολία	69891	6
τεναγίζω	103061	6
Σανδρόκοττος	nlsj9792	6
μηκή	67345	6
ἀμφίσκιος	6069	6
Λίξος	nlsj7171	6
μετοικισμός	67187	6
ἁμάξοικος	4930	6
μεσοποτάμιος	66485	6
χαμευνέω	113294	6
δικαιοδοτέω	26863	6
ἀντικοπή	10043	6
παραγκωνίζω	77852	6
θαμνώδης	47858	6
βρωμώδης	21168	6
Τελεσίας	nlsj10544	6
ἀνθολογέω	8793	6
ὀξυδορκέω	74261	6
Ἱέρη	nlsj1161	6
Δᾶος	23440	6
ἁλοπήγιον	4634	6
ἐντατός	36164	6
φθειριάω	nlsj42060	6
Λυκόρμης	nlsj7320	6
αἰολίζω	2588	6
ἡδύοσμον	nlsj59185	6
Ἀκρίτης	nlsj1430	6
πιτυοκάμπτης	83366	6
συγκαθιδρύω	97577	6
Ἀκόντιον	nlsj2034	6
Φημονόη	nlsj5391	6
ἐπικτίζω	39920	6
ἐσπουδασμένως	42944	6
συγκεχυμένως	97791	6
ὀρειβασία	74803	6
Βάβυς	nlsj4082	6
ἀλωπεκία	4821	6
προβάτειον	nlsj90356	6
μελανειμονέω	65850	6
Μύγδων	nlsj7986	6
ἀντιδιαιρέω	9874	6
προβατεία	86779	6
περαίωσις	80970	6
ζεστός	46154	6
ἀντίδοτος	9916	6
δίστιχος	27505	6
Λειμών	nlsj7062	6
ἀφυία	nlsj14251	6
Κελένδερις	nlsj6178	6
Ἀνακυνδαράξης	nlsj2368	6
καυματηρός	56228	6
ἀντεπικρατέω	9686	6
τελώνιον	103027	6
Πάνειος	77347	6
εἰσαγωγικός	31250	6
πανηγυριστής	77416	6
Κανδάκη	nlsj6036	6
Ἀννίκερις	nlsj2411	6
προέκκειμαι	87185	6
ἐπεισκυκλέω	38522	6
μεταμόρφωσις	66804	6
φωνητικός	112839	6
ἰδιωτισμός	49912	6
διεξοδεύω	26622	6
τεκνοκτονία	102866	6
ὁλόχρυσον	73334	6
ἐφάπαξ	45605	6
εὐπρόσδεκτος	44867	6
προαμαρτάνω	86484	6
βαπτισμός	19322	6
ὠτάριον	116443	6
ἀναγεννάω	6316	6
ἀρκετός	15168	6
ἐπισυνιστάω	nlsj51078	6
ἀποφορτίζομαι	14244	6
ἀκαταιτίατος	2970	6
πυξίς	91528	6
ἀμεριμνία	5165	6
ἐπιδιαθήκη	39200	6
ψευδαλέξανδρος	115439	6
Ἰωτάπη	nlsj3630	6
Καισάρης	nlsj5935	6
ὑπολανθάνω	108667	6
προδοτικός	87092	6
κλινήρης	57937	6
ἀβέβηλος	73	6
παρανάλωμα	78465	6
ἐπιχλευάζω	41639	6
Ἀπελλαῖος	11829	6
ὀροφόω	75327	6
τυμβωρυχέω	105890	6
Ζεύγμα	nlsj11129	6
ἀπαστράπτω	11594	6
βάσσων	19588	6
Ἄγγελος	nlsj1402	6
ψωμίον	115997	6
ἀνελλιπής	8211	6
ἐπελαφρύνω	38591	6
ὑγιόω	106214	6
ὑπόφορος	109522	6
δοξοκόπος	28020	6
ἐκφρονέω	33214	6
ἀνασφάλλω	7582	6
μετοχετεύω	67219	6
ἑκοντί	32540	6
σκεδασμός	94647	6
Βηρωσός	nlsj4199	6
ἐποφθαλμιάω	41883	6
ὑπανίημι	106908	6
Ὅρκιος	nlsj850	6
τερατουργία	103131	6
μετεκδύομαι	67085	6
Κεῖσος	nlsj6166	6
καθυπισχνέομαι	51920	6
παροτρύνω	nlsj47929	6
Ἰσιακός	50978	6
προαποκτείνω	86653	6
καλλίτεκνος	52742	6
κολασμός	58559	6
ξενοπαθέω	71539	6
προαίσθησις	86461	6
στερκτικός	96592	6
Μαζαῖος	nlsj7557	6
Σεραπίων	nlsj9897	6
κατάζευξις	53970	6
ἀποδεής	12406	6
Ἔκδηλος	nlsj1619	6
δυσιερέω	29091	6
συνεπερείδω	100212	6
μεγαλοεργός	65407	6
λάθυρος	61622	6
ἐκταπεινόω	32951	6
ὀργιαστής	74774	6
Κερησσός	nlsj6211	6
λυχνίον	64291	6
εἰκονικός	30947	6
δυσκαρτέρητος	29109	6
φιλανθρώπευμα	110852	6
συνακολασταίνω	99115	6
ὠχρίασις	116488	6
παροίνιος	79710	6
παραψαύω	79128	6
ἄπλουτος	12220	6
ἐπιστίλβω	41032	6
δύσμικτος	29250	6
λεγεών	62193	6
Πραξιθέη	nlsj9158	6
Μενεκλείδας	nlsj7707	6
στιχίδιον	96867	6
Διδυμαῖος	26422	6
Λάνασσα	nlsj6919	6
Γελάνωρ	nlsj5681	6
δημοποίητος	24432	6
πυρριχίζω	91837	6
καταπάλλομαι	54711	6
πινακίς	83191	6
ἐπιθιγγάνω	39452	6
πυτίνη	91915	6
Πυθάρατος	nlsj9345	6
κάμμα	52985	6
δυσεργής	28994	6
γάνωμα	21608	6
προανακρούω	nlsj90057	6
κενόσπουδος	56590	6
σκεδαστός	94650	6
βρύα	21086	6
δαιμονικός	23229	6
Τέλης	nlsj10498	6
ἔνθερμος	35579	6
ὕπομβρος	108762	6
ἀγκύριον	608	6
ὀξύπεινος	74346	6
εὐαφής	43488	6
φρῦνος	112441	6
προπομπεύω	88359	6
χεδροπά	113508	6
φωτοειδής	112894	6
εὔμητις	44485	6
πύσμα	91905	6
συνεπινεύω	100289	6
συννήχομαι	100732	6
ἀντακολουθέω	9397	6
Νύμφις	nlsj8288	6
Ἐπιδώτης	nlsj3199	6
κλωνίον	nlsj67312	6
κολλώδης	58638	6
βούλιμος	20614	6
εὔσηπτος	45114	6
Ὑπέροχος	nlsj1321	6
ἐξατμίζω	36981	6
καρυκεύω	53528	6
ταπείνωμα	102393	6
Ἔναλος	nlsj1634	6
πανοικησίᾳ	nlsj81538	6
ἐπισινής	40825	6
δίκασις	26908	6
Ἰοῦστος	nlsj3532	6
δυσάντητος	28695	6
φιλογράμματος	111100	6
συμπροέρχομαι	98828	6
Πανύασις	nlsj8558	6
Ἀμφότερος	nlsj2276	6
Κρόκων	nlsj6677	6
Ξενόδαμος	nlsj4399	6
θεόπνευστος	48260	6
ἀναπότευκτος	7294	6
ἐπιλογιστικός	40076	6
συνεργητικός	100384	6
ἀποτευκτικός	14036	6
περιποιητικός	81966	6
ἀγηνορέω	496	6
Κῶος	nlsj6864	6
σιττακός	94441	6
Καλλιγόνη	nlsj5998	6
φωταγωγός	nlsj57896	6
ὁσονοῦν	75551	6
Λουκιάν	nlsj7243	6
ἀρτιγένειος	15633	6
ὑποβρέχω	108154	6
προτέλεσις	90478	6
ὑπόκιρρος	108558	6
ὀφιοῦχος	76154	6
ἀμέτοχος	5215	6
τριγωνικός	104883	6
φθοροποιός	110756	6
συνοδικός	100758	6
πανσεληνιακός	77540	6
ἐπίμεμπτος	40173	6
ἀμυστί	5624	6
Ὀσρόης	nlsj3807	6
Ἀρκαθίας	nlsj2758	6
τομίας	104252	6
ὑπόμισθος	108797	6
ἐπίτροχος	41457	6
κυνοπρόσωπος	60925	6
ἐνδεικτικός	35111	6
προέσσομαι	nlsj25124	6
Διιτρέφης	nlsj4767	6
παιδέρως	76578	6
Σκύλλις	nlsj10094	6
Κρεύγης	nlsj6630	6
κοσμοσάνδαλον	59340	6
Ἀμφικλέης	nlsj2255	6
Φερενίκη	nlsj5377	6
πρόθυσις	87547	6
Φυσκόη	nlsj5609	6
Κλεοσθένης	nlsj6390	6
Λυκοσούρα	nlsj7322	6
Ἵπποθος	nlsj1209	6
Ποδάρης	nlsj8988	6
Τελετή	nlsj10546	6
Λιβήθριος	nlsj7188	6
Πελείης	nlsj8652	6
λουτήριον	63921	6
Ἐλατεύς	nlsj3099	6
συναγελαστικός	99014	6
σελάχιον	93622	6
ὑπερκόσμιος	107651	6
διαθλάω	24809	6
Σωτήριχος	nlsj10401	6
Κλονᾶς	nlsj6405	6
ῥυθμοποιία	92782	6
θνησείδιον	48902	6
ὑποκυμαίνω	108643	6
εὔσιτος	45123	6
πρόπομα	88357	6
Μάτρων	nlsj7421	6
δυσέκκριτος	28878	6
κυνάρα	60820	6
στεφανωτικός	96672	6
στράβηλος	97062	6
εὐχυλία	45525	6
μάραγδος	64977	6
δουλοδιδάσκαλος	28176	6
ἐπινομίς	40344	6
νεοσσίς	70381	6
ἱππίσκος	50725	6
κίγκλος	57329	6
κερκώπη	56883	6
Πυθαγοριστής	91353	6
πολύκροτος	84989	6
σιτόκουρος	94392	6
γλωσσός	22446	6
ἀθερίνη	1949	6
σμαρίς	95464	6
ὀξυλίπαρος	74319	6
δέπαστρον	24111	6
φιλάνθεμος	110849	6
λαβρώνιος	61480	6
κρουνεῖον	60178	6
ἐλεγεῖος	33521	6
ψυγεύς	115824	6
Ζαριάδρης	nlsj11118	6
πεμμάτιον	80532	6
διάρχω	25780	6
βύας	21179	6
Μυρωνιανός	nlsj8054	6
εὐερμία	43856	6
ὑποπλέκω	108959	6
πωλευτής	91941	6
εὐθηρία	43998	6
τετράκερως	nlsj106138	6
ἀνδροφυής	8043	6
Δημητριανός	nlsj4668	6
αὐτοψυχή	18042	6
Μαρῖνος	nlsj7518	6
Ἀνατόλιος	nlsj2370	6
ἁλίβρεκτος	4157	6
ἀφριάω	18495	6
βαρυσμάραγος	19482	6
ἐχιδνόκομος	45962	6
ἀγοστέω	nlsj14633	6
χαραδραία	nlsj112700	6
σύναστράπτω	nlsj103159	6
τετράζυγος	103381	6
Γιγαντοφόνος	22183	6
εἰσμαράσσω	nlsj48886	6
Διόβλητος	27115	6
παχνήεις	80152	6
ἀρτιφανής	15711	6
ἀγκυλόδους	588	6
βραδυπειθής	20786	6
δρακοντοβότος	28276	6
ἀνθοκόμος	8788	6
νεβροφόνος	70007	6
εὐδίνητος	43670	6
ὑψικέλευθος	109955	6
τανύκραιρος	102335	6
ἀρτίγαμος	15631	6
σταφυληκόμος	96313	6
γλαγόεις	22219	6
ῥοδῶπις	nlsj97731	6
ἀερσιπόδης	1768	6
ὑμνοπόλος	106732	6
ἀκάρηνος	2942	6
πρωτάγγελος	90905	6
φιλόπτορθος	111439	6
ἀρτίχυτος	15727	6
νεφεληδόν	70534	6
νοοσφαλής	71024	6
ὀκναλέος	72762	6
διαξύω	25440	6
φιληλάκατος	110991	6
ἀφλεγής	18395	6
ἑλώριον	33931	5
ἀταρτηρός	16976	5
Ἐξάδιος	nlsj3064	5
ὑποβλήδην	108131	5
προερύω	87416	5
κνῖσος	58209	5
γαίω	21425	5
ἴπτομαι	50876	5
αὐερύω	17345	5
ἐπέλπομαι	38605	5
κλυτοτέχνης	58052	5
νηγάτεος	70623	5
ἐγχέσπαλος	30578	5
ἐπαιγίζω	37874	5
πολυκοιρανία	84962	5
φοξός	112068	5
ψεδνός	115397	5
ἐπενήνοθε	nlsj48700	5
χερειότερος	113787	5
ἀμφίβροτος	5741	5
μιμνάζω	67866	5
Προθοήνωρ	nlsj9237	5
Κλονίος	nlsj6407	5
Σχοῖνος	nlsj10406	5
Βοάγριος	nlsj4237	5
τειχιόεις	102807	5
ἀπάτερθε	11604	5
Στρατίη	nlsj10272	5
Θάλπιος	nlsj9417	5
Ἀκτορίων	nlsj2065	5
Κροκύλεια	nlsj6691	5
ἑκατόμπολις	31637	5
ἀνδρειφόντης	7918	5
Κάσος	nlsj5903	5
ἀπομηνίω	13213	5
Αἰσυήτης	nlsj4003	5
Κεάδης	nlsj6151	5
Δύσπαρις	29370	5
ἠπεροπευτής	47470	5
δειδήμων	23642	5
γάλοως	21541	5
λειριόεις	62277	5
Ὀτρεύς	nlsj3814	5
κτίλος	60378	5
ἐπιτροχάδη	nlsj51280	5
ὀτραλέος	75712	5
ἐπισφύρια	41198	5
ἀναγνάμπτω	6355	5
εἰροκόμος	31210	5
καταπτώσσω	54940	5
ταμεσίχρως	102260	5
Βῶρος	nlsj4373	5
ἀγχιστῖνος	1050	5
ἐργαθεῖν	42160	5
αὐλῶπις	17472	5
ἀντιτορέω	10617	5
καταμύσσω	54569	5
Ὀρσίλοχος	nlsj3795	5
ἁμαρτῆ	4961	5
θυσανόεις	49553	5
Στέντωρ	96522	5
ἐμμαπέως	34123	5
βριθοσύνη	20977	5
ῥίγιστος	92396	5
οἰόομαι	72619	5
ὑφηνίοχος	109854	5
ἐυρρείτης	nlsj53118	5
ἐννεάβοιος	35770	5
κακομήχανος	52254	5
εἰνάτερες	31146	5
πολύδωρος	84795	5
θαλπωρή	47820	5
ἑλκεσίπεπλος	33736	5
καλλίζωνος	52654	5
ἰδρεία	49925	5
ἀγχέμαχητος	nlsj14811	5
ἀμφοτέρωσε	6180	5
Ὄρμενος	nlsj1779	5
ἐνώπια	36450	5
πολιοκρόταφος	84472	5
ὑπηοῖος	108040	5
ὑπορρήγνυμι	109061	5
Θρῄκηθεν	nlsj9661	5
ἀφρήτωρ	18494	5
φυλακτήρ	112543	5
Δηΐπυρος	nlsj4633	5
Ἐνόπη	nlsj3147	5
βαθύλειμος	19047	5
κατερητύω	55835	5
ἑρκίον	42571	5
ἐπιζάφελος	39358	5
πολυπενθής	85181	5
πρόχνυ	90767	5
ἐλλίσσομαι	nlsj44671	5
μεγαλίζομαι	65368	5
θρωσμός	49251	5
συμμάρπτω	98345	5
ἀορτήρ	11156	5
ἀνεμοτρεφής	8244	5
Μολίων	68337	5
κυδοιμέω	60554	5
σίντης	94250	5
δετή	nlsj32683	5
συβόσιον	97480	5
ἔνδιος	35236	5
ὑπερσχέθω	107864	5
Μούλιος	nlsj7960	5
Ἀγαμήδη	nlsj1910	5
παλίωξις	77002	5
Ἀσιάδης	nlsj2890	5
χαλκοπάρῃος	113147	5
ἔξαιτος	36585	5
γλακτοφάγος	22226	5
κευθμός	56971	5
ῥωπήιον	nlsj97921	5
θυμοραιστής	nlsj97163	5
Φθίος	nlsj5552	5
Ἱπποτίων	nlsj1244	5
βουγάιος	nlsj30073	5
ἀπεμέω	11841	5
Ὑπερήνωρ	nlsj1334	5
παρασταδόν	78796	5
ἄφημαι	18276	5
ἠλεός	46829	5
ἐνίσσω	35731	5
κατωμαδόν	56158	5
ἰοδόκος	50584	5
ἐμβαδόν	33946	5
χειρότερος	113682	5
ἔνθορος	35604	5
ἐπαγάλλομαι	37813	5
ἀκάκητα	2858	5
Σελλοί	93674	5
Ἄμφικλος	nlsj1469	5
ἀποτίνυμαι	nlsj23725	5
Δαμαστορίδης	nlsj4500	5
Εὔιππος	nlsj5006	5
βρομέω	21017	5
πολυθαρσής	84859	5
Δαρδανίς	nlsj4533	5
φέρετρον	110577	5
λιπαροκρήδεμνος	63483	5
ἀρδμός	14922	5
ἀσκελής	16253	5
ἠλιτόμηνος	46915	5
ἀργικέραυνος	14782	5
αἰψηρός	2811	5
περισείομαι	82081	5
ἔναντα	34833	5
παγχάλκεος	76491	5
γλαυκιάω	22246	5
ληιάς	nlsj70658	5
κερτομία	56922	5
Ἱπποδάμας	nlsj1213	5
ἀρύσσομαι	15810	5
ἐννέω	35849	5
αἰπήεις	2623	5
φλύω	111881	5
κυνάμυια	60817	5
μετασεύομαι	66930	5
πληκτίζομαι	83793	5
τρωτός	105820	5
νεότευκτος	70411	5
ἐξονομακλήδην	37560	5
ἀναδέσμη	6435	5
κακοφραδής	52415	5
ἐπικλύω	39775	5
ἀλλοφρονέω	4529	5
ἰόεις	50586	5
ἀεικία	1604	5
ἀλιτήμων	4295	5
πείρινς	80361	5
ἱππιοχάρμης	50724	5
πύξινος	91526	5
μελειστί	nlsj72909	5
δάος	23439	5
Ἰθάκηνδε	nlsj3542	5
ἀγορήνδε	790	5
ὑψαγόρας	109892	5
ἑδνόω	30694	5
ταφήιος	nlsj105377	5
Ἁλιθέρσης	nlsj914	5
εὔστρεπτος	45195	5
ἀπευθής	11996	5
Μάλεια	nlsj7384	5
τηύσιος	nlsj106538	5
αὐτοετής	17711	5
ἀνείμων	8109	5
φήνη	110645	5
ἀκροπόρος	3617	5
ἐξάρχων	36957	5
Ἐτεωνεύς	nlsj3322	5
περιστείχω	82225	5
ἰχθυάω	51443	5
ἠοῖος	47436	5
ἀμφίδυμος	5806	5
πολύδεσμος	84761	5
ἀοιδός	11107	5
κατερύω	55844	5
ἀλετρεύω	4038	5
δισκέω	27460	5
ἐξημοιβός	37328	5
δώτωρ	29853	5
ἔμμορος	34181	5
πολυκηδής	84928	5
περιγνάμπτω	81204	5
ἀποτηλοῦ	14044	5
ἀποβρίζω	12310	5
ἐκφθίνω	33168	5
ἀζαλέα	nlsj27663	5
εἰκόσορος	31015	5
κνισήεις	58201	5
βύκτης	21215	5
καλλιρέεθρος	52722	5
εὐπλόκαμος	nlsj53111	5
ποντοπορέω	85693	5
ἑτερήμερος	43117	5
κατεναίρομαι	55758	5
ἀαγής	8	5
σκηρίπτομαι	nlsj52564	5
χρυσοπέδιλος	114932	5
προσλέγω	89693	5
ποτητός	86007	5
Λαμπετίη	nlsj6977	5
Ὑπεριονίδης	107596	5
ἐπητής	38852	5
ἀπόπεμψις	13395	5
ληίστωρ	nlsj70656	5
ἀνήνυστος	8657	5
Ἀρητιάδης	nlsj2655	5
Μελανθεύς	nlsj7663	5
ἐπεπιλλίζω	nlsj50270	5
ἀλδαίνω	3907	5
πριστός	86398	5
ἀντιβόλησις	9821	5
τριχάικες	nlsj107573	5
ἀμφαδός	nlsj16309	5
μελεδών	65951	5
χλωρηίς	nlsj113257	5
ἀλετρίς	4040	5
Εὐρυτίδης	nlsj5213	5
παιδνός	76604	5
Οἴνοψ	nlsj8313	5
περιδίδομαι	nlsj84284	5
πέρατος	nlsj84278	5
ἀεργία	1706	5
Φίκιον	nlsj5399	5
θαυματός	47939	5
θυμαίνω	49345	5
ἠχέτης	47672	5
ἑλικοβλέφαρος	33694	5
Ἐλευθήρ	nlsj3111	5
εὐρύστερνος	45041	5
Θείη	nlsj9477	5
ἀλγινόεις	3901	5
Εὐρυβίη	nlsj5182	5
Ἱπποθόη	nlsj1238	5
Ἱππός	nlsj1220	5
Ὠκύροη	nlsj3842	5
καναχηδά	53056	5
κυανόπεπλος	60449	5
γηρόκομος	22152	5
ἐπιδέρκομαι	39156	5
στρωτός	97348	5
ἐπιστοναχίζω	41061	5
ὑπερήνωρ	107543	5
γυιοβόρος	nlsj58997	5
ἀχρήιος	nlsj27599	5
θεόσδοτος	48292	5
καταδέω	53894	5
ἀθόλωτος	2036	5
ἀποδρέπω	12545	5
πλωίζω	nlsj39910	5
δωδεκαταῖος	29749	5
πολυδέγμων	84751	5
πολυπότνια	85243	5
ἐπηλυσία	38820	5
Κύνθος	60858	5
βιβάω	19896	5
Ἰηπαιήων	50167	5
ἀμαρυγή	4977	5
ἰγνύς	nlsj60721	5
λασιαύχην	62004	5
ἁλιερκής	4178	5
νικηφορία	70851	5
ποίνιμος	84353	5
πολυγαθής	84691	5
παράτροπος	78964	5
γυιοπέδη	22945	5
πολύκοινος	84961	5
πάμφωνος	77161	5
ἀπόδημος	12459	5
καταμιαίνω	54533	5
ἀκή	3131	5
βαρύγδουπος	19397	5
ὀρφανίζω	75439	5
ὑπερπόντιος	107830	5
ἱππίας	50718	5
ἀνορέα	9273	5
χαιτήεις	112937	5
εὐήρατος	43923	5
πάγκαρπος	76449	5
διφρηλάτης	27609	5
ὑπάργυρος	106955	5
μέδω	65584	5
σκιαρός	94838	5
Ὀλυμπιόνικος	73352	5
πολύκλειτος	84942	5
τρίπολις	105166	5
θένω	48142	5
στεφανηφορία	96644	5
ἐνέπομαι	nlsj39780	5
ἀφθόνητος	18312	5
φραδή	112213	5
ἐξεύχομαι	37251	5
Χρόμιος	nlsj11060	5
Ἀσώπιος	nlsj2971	5
ἕργμα	42199	5
ἰσοδαίμων	51011	5
Μολοσσία	nlsj7935	5
ἀντιτυγχάνω	10625	5
ἄτροπος	17224	5
παρθένειος	79573	5
λύα	64002	5
ἀτρεμία	17194	5
κενεόφρων	56564	5
Ἀσωπόδωρος	nlsj2976	5
ἀφάνεια	18125	5
Ἐρίβοια	nlsj3277	5
Τελέσαρχος	nlsj10538	5
δημόομαι	24430	5
ἰατός	49741	5
Ἀριόμαρδος	nlsj2693	5
περσέπολις	82658	5
Φαρνοῦχος	nlsj5342	5
ὑπέρκοπος	107646	5
ἀντισηκόω	10473	5
ἀντίποινα	10383	5
δύσχιμος	29632	5
ὑπέρπολυς	107827	5
πάγκλαυστος	76455	5
τευχηστήρ	103675	5
γοεδνός	22580	5
πανδοκέω	77323	5
ἀσπιδηφόρος	16375	5
πυργηρέομαι	91584	5
θράομαι	49019	5
διάδρομος	24736	5
ἱππηδόν	50709	5
λίπτομαι	63583	5
θαλαμήπολος	47727	5
φρούρημα	112385	5
πύρπνοος	91820	5
κόμπασμα	nlsj67475	5
πανδάκρυτος	77293	5
ἐπινωμάω	40361	5
αὐτοδάικτος	nlsj28571	5
ἐπίκοτος	39840	5
δυσβουλία	28771	5
δίμοιρος	27084	5
λυτήρ	64259	5
πέπλωμα	80928	5
ἀρτάνη	15588	5
προσίζω	89439	5
στόχος	97057	5
σύγκολλος	97861	5
μῆχαρ	67646	5
