1751 documents , 1 concepts , 4413 context features (70958) 
kappaF 10.000000, kappaK 4.000000, a0 7.000000, b0 3.000000, K 10, max_docs_per_slice 2000, start -800, end 400, times 13, dT 100, I 3


map[]

===============  per type  ===============
0.010435741478344555   T=0,K=0:  20215 (0.001) ;  (0.001) ; 16051 (0.001) ; 12035 (0.001) ; 37776 (0.001) ; 2224 (0.001) ; 97133 (0.001) ; 73353 (0.001) ; nlsj84135 (0.001) ; 27371 (0.001) ; 
0.09349632586467177   T=7,K=0:   (0.048) ; 85306 (0.026) ; 8909 (0.023) ; 84234 (0.020) ; 45996 (0.015) ; 22209 (0.013) ; 65552 (0.011) ; 98234 (0.010) ; 8665 (0.010) ; 90504 (0.008) ; 
0.08643231099661727   T=7,K=1:  49875 (0.024) ; 22209 (0.022) ;  (0.016) ; 19546 (0.015) ; 26447 (0.015) ; 85306 (0.010) ; 90504 (0.008) ; 84494 (0.008) ; 116416 (0.008) ; 41498 (0.007) ; 
0.09742504470688079   T=7,K=2:  22209 (0.048) ; 33819 (0.048) ; 48291 (0.030) ;  (0.023) ; 45996 (0.019) ; nlsj61372 (0.017) ; 63772 (0.015) ; 85306 (0.013) ; 43206 (0.013) ; 66173 (0.012) ; 
0.09759373953198779   T=7,K=3:  45996 (0.030) ; 65552 (0.025) ; 48291 (0.022) ; 85306 (0.019) ; 22209 (0.015) ;  (0.012) ; 84234 (0.011) ; 115193 (0.010) ; 84494 (0.008) ; 114624 (0.008) ; 
0.09964134338068657   T=7,K=4:  48291 (0.035) ; 22209 (0.019) ; 65552 (0.018) ;  (0.017) ; 84494 (0.010) ; 58429 (0.009) ; 85306 (0.009) ; 90504 (0.008) ; 84234 (0.008) ; 63772 (0.007) ; 
0.12726422686333025   T=7,K=5:  45996 (0.030) ;  (0.025) ; 84494 (0.023) ; 48291 (0.018) ; nlsj14967 (0.015) ; 19546 (0.014) ; 22209 (0.012) ; 20621 (0.011) ; 116416 (0.010) ; 75552 (0.009) ; 
0.11090334920958805   T=7,K=6:  45996 (0.031) ;  (0.028) ; 28569 (0.020) ; 84234 (0.016) ; 84494 (0.015) ; 48291 (0.015) ; 85306 (0.013) ; 86112 (0.012) ; 52332 (0.008) ; 98894 (0.008) ; 
0.10309934218877523   T=7,K=7:  45996 (0.028) ; 84494 (0.017) ; 8909 (0.016) ; 90504 (0.015) ; 8665 (0.015) ; 22209 (0.012) ; 48291 (0.011) ; 84234 (0.011) ;  (0.010) ; 86219 (0.009) ; 
0.1139034362019677   T=7,K=8:   (0.047) ; 22209 (0.025) ; 45996 (0.025) ; 84494 (0.020) ; 85306 (0.015) ; 84434 (0.010) ; 104429 (0.010) ; 75552 (0.008) ; nlsj71743 (0.007) ; 47007 (0.007) ; 
0.07024088105549454   T=7,K=9:  48291 (0.027) ; 65552 (0.020) ;  (0.019) ; 22209 (0.019) ; 84494 (0.015) ; nlsj76838 (0.014) ; 41335 (0.014) ; 45996 (0.013) ; 84234 (0.011) ; 63772 (0.010) ; 

Time=8  
0.11083887756213673   T=8,K=0:   (0.058) ; 84234 (0.028) ; 112720 (0.023) ; 22209 (0.021) ; 65552 (0.019) ; 90504 (0.019) ; 8909 (0.019) ; 45996 (0.018) ; 85306 (0.013) ; 62204 (0.011) ; 
0.08410649764765486   T=8,K=1:  22209 (0.029) ;  (0.026) ; 26447 (0.021) ; 45996 (0.018) ; 116416 (0.018) ; 85306 (0.014) ; 63772 (0.011) ; 19546 (0.011) ; 73277 (0.010) ; 11583 (0.009) ; 
0.08349855866386563   T=8,K=2:  22209 (0.036) ;  (0.022) ; 48291 (0.020) ; 33819 (0.016) ; 62204 (0.013) ; 43206 (0.012) ; 85306 (0.011) ; 8909 (0.011) ; 58429 (0.008) ; 63772 (0.008) ; 
0.11353387149467996   T=8,K=3:  45996 (0.060) ; 22209 (0.044) ;  (0.025) ; 48291 (0.021) ; 84234 (0.021) ; 260 (0.017) ; 85306 (0.016) ; 15893 (0.011) ; 110639 (0.011) ; 11058 (0.009) ; 
0.11381002432534981   T=8,K=4:   (0.036) ; 22209 (0.023) ; 48291 (0.022) ; 84494 (0.019) ; 58429 (0.017) ; 45996 (0.016) ; 65552 (0.015) ; 68641 (0.014) ; 73277 (0.013) ; 20621 (0.013) ; 
0.08965325682956302   T=8,K=5:  48291 (0.059) ; 45996 (0.029) ;  (0.029) ; 22209 (0.025) ; 65552 (0.016) ; 85306 (0.014) ; 84234 (0.014) ; 90504 (0.013) ; 76703 (0.011) ; 75552 (0.011) ; 
0.08120401936550238   T=8,K=6:  45996 (0.031) ; 52332 (0.023) ; 48291 (0.019) ;  (0.018) ; nlsj96033 (0.014) ; 85306 (0.012) ; 72627 (0.011) ; 84494 (0.011) ; 116416 (0.011) ; 15893 (0.011) ; 
0.11834283755526305   T=8,K=7:  48291 (0.036) ; 45996 (0.031) ; 84234 (0.024) ; 85306 (0.024) ; 22209 (0.023) ; 8665 (0.021) ; 84494 (0.015) ;  (0.013) ; 86219 (0.013) ; 90504 (0.012) ; 
0.10406637174695672   T=8,K=8:  22209 (0.028) ;  (0.026) ; 104429 (0.025) ; 33819 (0.016) ; 85306 (0.015) ; 84494 (0.015) ; 45996 (0.014) ; 75552 (0.011) ; 116416 (0.010) ; 65552 (0.010) ; 
0.10094568480902795   T=8,K=9:   (0.051) ; 52332 (0.023) ; 22209 (0.021) ; 45996 (0.020) ; 65552 (0.018) ; 85306 (0.014) ; 4845 (0.014) ; 84234 (0.013) ; 19546 (0.010) ; 86219 (0.010) ; 

Time=9  
0.11215669989161665   T=9,K=0:  22209 (0.062) ; 84234 (0.030) ;  (0.023) ; 45996 (0.022) ; 112720 (0.021) ; 48291 (0.018) ; 62204 (0.017) ; 63772 (0.015) ; 90504 (0.014) ; 104421 (0.013) ; 
0.1324236749930865   T=9,K=1:  22209 (0.026) ;  (0.020) ; 45996 (0.020) ; 63772 (0.017) ; 3398 (0.015) ; 68641 (0.014) ; 75552 (0.011) ; 19546 (0.011) ; 74735 (0.011) ; 8665 (0.009) ; 
0.03836352034853141   T=9,K=2:   (0.016) ; 22209 (0.014) ; 62204 (0.013) ; 75552 (0.010) ; 8909 (0.010) ; 84494 (0.008) ; 43206 (0.008) ; 112720 (0.007) ; 11583 (0.006) ; 85306 (0.006) ; 
0.11953318675608052   T=9,K=3:   (0.041) ; 84494 (0.030) ; 85306 (0.025) ; 48291 (0.019) ; 45996 (0.018) ; 15893 (0.017) ; 64866 (0.014) ; 260 (0.012) ; 66342 (0.011) ; 22209 (0.010) ; 
0.1277180839554501   T=9,K=4:   (0.029) ; 22209 (0.020) ; 90504 (0.017) ; 62204 (0.015) ; 68641 (0.014) ; 45996 (0.013) ; 114615 (0.013) ; 48291 (0.013) ; 114548 (0.012) ; 103972 (0.012) ; 
0.09658588165359959   T=9,K=5:  22209 (0.036) ; 84234 (0.032) ; 65552 (0.027) ;  (0.026) ; 48291 (0.016) ; 85306 (0.015) ; 45996 (0.014) ; 75552 (0.012) ; 68641 (0.012) ; 26447 (0.011) ; 
0.07425639339167274   T=9,K=6:  45996 (0.035) ; 22209 (0.029) ; 15893 (0.028) ; 116416 (0.019) ;  (0.016) ; 52332 (0.015) ; 11583 (0.014) ; 63772 (0.013) ; 84422 (0.012) ; nlsj11198 (0.010) ; 
0.10812300080367539   T=9,K=7:   (0.032) ; 48291 (0.029) ; 22209 (0.026) ; 85306 (0.023) ; 90504 (0.023) ; 47735 (0.015) ; 23069 (0.012) ; nlsj71743 (0.012) ; 84234 (0.010) ; 65552 (0.009) ; 
0.08375752459561162   T=9,K=8:  22209 (0.043) ;  (0.028) ; 65552 (0.017) ; 84234 (0.015) ; 45996 (0.015) ; 85306 (0.013) ; 63772 (0.011) ; 33819 (0.010) ; 84494 (0.010) ; 61791 (0.009) ; 
0.10708203361067538   T=9,K=9:  22209 (0.038) ;  (0.028) ; 45996 (0.025) ; 86219 (0.019) ; 84234 (0.016) ; 52332 (0.016) ; 85306 (0.013) ; 116416 (0.013) ; 65552 (0.011) ; 43309 (0.010) ; 

Time=10  
0.11501298756679869   T=10,K=0:  22209 (0.017) ; 48291 (0.017) ; 84234 (0.016) ; 52332 (0.014) ; 62204 (0.014) ; 90504 (0.013) ; 65552 (0.013) ; 45996 (0.010) ; 112720 (0.009) ; 104421 (0.009) ; 
0.0849062610715874   T=10,K=1:  22209 (0.023) ; 45996 (0.017) ;  (0.016) ; 86219 (0.014) ; 68641 (0.011) ; 24292 (0.008) ; 8665 (0.008) ; 90504 (0.008) ; 63772 (0.007) ; 41619 (0.007) ; 
0.08532930191370727   T=10,K=2:  62204 (0.050) ;  (0.038) ; 75552 (0.023) ; 112720 (0.022) ; 8909 (0.006) ; 115887 (0.005) ; 86112 (0.005) ; 22209 (0.005) ; 84234 (0.004) ; 84494 (0.004) ; 
0.10960184945842405   T=10,K=3:  102000 (0.025) ;  (0.024) ; 85306 (0.020) ; 15893 (0.019) ; 48291 (0.012) ; 45996 (0.012) ; 84494 (0.009) ; 260 (0.009) ; 22209 (0.007) ; 64866 (0.007) ; 
0.07429544569072842   T=10,K=4:  45996 (0.040) ;  (0.034) ; 31161 (0.019) ; 68641 (0.011) ; 31236 (0.010) ; 65295 (0.007) ; 90504 (0.006) ; 114615 (0.006) ; 116416 (0.006) ; 48291 (0.005) ; 
0.07215491816923211   T=10,K=5:  84234 (0.026) ;  (0.020) ; 22209 (0.013) ; 85306 (0.011) ; 65552 (0.010) ; 45996 (0.009) ; 75552 (0.009) ; 48291 (0.008) ; 63772 (0.005) ; 15893 (0.005) ; 
0.14230874094352342   T=10,K=6:  45996 (0.026) ; 64866 (0.022) ; 26447 (0.022) ; 15893 (0.011) ; 75552 (0.010) ; nlsj11198 (0.009) ; 23726 (0.009) ; 11583 (0.008) ; 22209 (0.008) ; 84422 (0.007) ; 
0.13292199627364723   T=10,K=7:  85306 (0.020) ; 19972 (0.016) ; 48291 (0.013) ; 47735 (0.012) ;  (0.012) ; 90504 (0.009) ; 23069 (0.007) ; 69292 (0.006) ; 22209 (0.006) ; 84234 (0.005) ; 
0.09647820385063523   T=10,K=8:  65552 (0.023) ;  (0.019) ; 22209 (0.013) ; 61791 (0.010) ; 45996 (0.009) ; 85306 (0.008) ; 63772 (0.007) ; 37885 (0.007) ; 48291 (0.007) ; 84234 (0.005) ; 
0.0869902950617161   T=10,K=9:  45996 (0.031) ; 86219 (0.025) ; 260 (0.022) ; 84234 (0.017) ; 85306 (0.015) ;  (0.012) ; 22209 (0.012) ; 52332 (0.010) ; 19972 (0.009) ; 31565 (0.008) ; 

Time=11  
0.060278173840274646   T=11,K=0:  52332 (0.017) ; 62204 (0.014) ; 84234 (0.012) ; 22209 (0.012) ; 65552 (0.011) ; 48291 (0.010) ; 45996 (0.009) ; 83756 (0.006) ;  (0.006) ; 76703 (0.005) ; 
0.12200113135259774   T=11,K=1:  45996 (0.021) ; 22209 (0.015) ;  (0.010) ; 41619 (0.008) ; 86219 (0.007) ; 8665 (0.007) ; 24292 (0.006) ; 90504 (0.006) ; 48291 (0.006) ; 68641 (0.005) ; 
0.11068847025030154   T=11,K=2:   (0.025) ; 112720 (0.023) ; 62204 (0.023) ; 75552 (0.016) ; 115887 (0.009) ; 78765 (0.007) ; 86112 (0.006) ; 84494 (0.004) ; 8909 (0.004) ; 24323 (0.003) ; 
0.07720410948427485   T=11,K=3:  15893 (0.018) ; 102000 (0.015) ;  (0.015) ; 85306 (0.014) ; 84494 (0.010) ; 45996 (0.007) ; 260 (0.006) ; 22209 (0.006) ; 48291 (0.006) ; 38879 (0.004) ; 
0.06304243094808974   T=11,K=4:   (0.024) ; 31236 (0.020) ; 45996 (0.019) ; 31161 (0.011) ; 68641 (0.011) ; 65295 (0.007) ; 28592 (0.005) ; 48291 (0.005) ; 116416 (0.004) ; 103972 (0.004) ; 
0.10399837058981051   T=11,K=5:   (0.023) ; 22209 (0.017) ; 84234 (0.009) ; 85306 (0.009) ; 45996 (0.009) ; 104421 (0.007) ; 48291 (0.007) ; 75552 (0.006) ; 15893 (0.006) ; 63772 (0.005) ; 
0.15523429269276792   T=11,K=6:  26447 (0.024) ; 64866 (0.012) ; nlsj61372 (0.011) ; 75552 (0.008) ; 45996 (0.008) ; 23726 (0.007) ; nlsj11198 (0.007) ; 65552 (0.006) ; 11583 (0.006) ; 31236 (0.006) ; 
0.10888674949058846   T=11,K=7:  85306 (0.015) ; 47735 (0.010) ; 22209 (0.008) ; 108660 (0.007) ; 19972 (0.007) ; 72610 (0.007) ; 48291 (0.007) ; 90504 (0.006) ; 23069 (0.006) ;  (0.005) ; 
0.07382774268661248   T=11,K=8:  65552 (0.028) ; 85306 (0.009) ; 45996 (0.009) ;  (0.009) ; 22209 (0.008) ; 37885 (0.008) ; 63772 (0.005) ; 48291 (0.005) ; 61791 (0.005) ; 84234 (0.003) ; 
0.12483852866468204   T=11,K=9:  86219 (0.022) ; 260 (0.015) ; 52332 (0.014) ; 45996 (0.013) ; 84234 (0.013) ; 19972 (0.011) ; 85306 (0.010) ; 22209 (0.007) ;  (0.007) ; 83774 (0.007) ; 

Time=12  
0.09825488731004522   T=12,K=0:  52332 (0.024) ; 84234 (0.015) ; 48291 (0.014) ; 45996 (0.012) ; 65552 (0.012) ; 62204 (0.011) ; 22209 (0.008) ; 76703 (0.008) ; 8909 (0.007) ;  (0.006) ; 
0.08300949387213885   T=12,K=1:  22209 (0.019) ; 45996 (0.012) ;  (0.009) ; 8665 (0.009) ; 41619 (0.009) ; nlsj32160 (0.006) ; 84034 (0.006) ; 33819 (0.006) ; 24292 (0.005) ; 72202 (0.005) ; 
0.12321303939021765   T=12,K=2:  112720 (0.033) ; 62204 (0.025) ;  (0.024) ; 115887 (0.011) ; 75552 (0.011) ; 78765 (0.008) ; 86112 (0.006) ; 20067 (0.004) ; 84494 (0.004) ; 8909 (0.004) ; 
0.03952980324670027   T=12,K=3:  85306 (0.018) ; 84494 (0.018) ;  (0.014) ; 15893 (0.009) ; 102000 (0.007) ; 48291 (0.006) ; 45996 (0.005) ; 260 (0.005) ; 52048 (0.005) ; 21920 (0.005) ; 
0.0403627678405027   T=12,K=4:  45996 (0.022) ;  (0.022) ; 31236 (0.022) ; 31161 (0.011) ; 68641 (0.010) ; 65295 (0.009) ; 103972 (0.006) ; 116416 (0.005) ; 28592 (0.005) ; 4076 (0.005) ; 
0.14251696662243563   T=12,K=5:   (0.026) ; 22209 (0.021) ; 84234 (0.014) ; 85306 (0.013) ; 45996 (0.009) ; 15893 (0.007) ; 103163 (0.007) ; 104421 (0.006) ; 75552 (0.006) ; 2764 (0.006) ; 
0.11772138051095002   T=12,K=6:  26447 (0.019) ; 75552 (0.010) ; 45996 (0.009) ; 23726 (0.008) ; 6330 (0.007) ; 65552 (0.007) ; 84234 (0.006) ; 31236 (0.006) ; 64866 (0.006) ; 84422 (0.006) ; 
0.18792294799639345   T=12,K=7:  85306 (0.012) ; 22209 (0.011) ; 47735 (0.010) ; 19972 (0.010) ; 90504 (0.008) ; 108660 (0.007) ; 23069 (0.007) ; 42214 (0.006) ; 79526 (0.005) ; 70958 (0.005) ; 
0.049716765938019186   T=12,K=8:  65552 (0.023) ;  (0.012) ; 37885 (0.012) ; 45996 (0.011) ; 22209 (0.007) ; 48291 (0.006) ; 85306 (0.006) ; 61791 (0.005) ; 63772 (0.004) ; 67762 (0.004) ; 
0.11775194727259683   T=12,K=9:  86219 (0.032) ; 84234 (0.018) ; 45996 (0.014) ; 22209 (0.013) ; 260 (0.012) ; 52332 (0.011) ; nlsj56179 (0.008) ; 62204 (0.008) ; 23726 (0.007) ; 85306 (0.007) ; 



-----------------------
 kappa_c 4.000000 , kappa_f 10.000000
