3255 documents , 1 concepts , 5825 context features (28569) 
kappaF 10.000000, kappaK 4.000000, a0 7.000000, b0 3.000000, K 10, max_docs_per_slice 2000, start -800, end 400, times 12, dT 100, I 1000


map[]

===============  per type  ===============
0.20570187853371222   T=0,K=0:  11583 (0.021) ; 52571 (0.016) ; 75552 (0.014) ; 74126 (0.013) ; 65552 (0.013) ; 45996 (0.012) ; 31236 (0.012) ; 63772 (0.010) ; nlsj71743 (0.009) ; 84513 (0.008) ; 
0.1725614368271316   T=8,K=2:  45996 (0.020) ; 65552 (0.013) ;  (0.012) ; 85306 (0.011) ; 28002 (0.010) ; 15893 (0.009) ; 84494 (0.008) ; 86112 (0.008) ; 22209 (0.008) ; 63772 (0.008) ; 
0.08497726649084468   T=8,K=3:  45996 (0.019) ; 15893 (0.015) ;  (0.012) ; 62204 (0.011) ; 84234 (0.010) ; 28566 (0.010) ; 22209 (0.010) ; 57466 (0.010) ; 51148 (0.009) ; 28569 (0.008) ; 
0.1125408930214507   T=8,K=4:   (0.013) ; 84494 (0.009) ; 84234 (0.009) ; 65552 (0.009) ; 85306 (0.008) ; 99045 (0.007) ; 84422 (0.007) ; 11583 (0.007) ; 28569 (0.007) ; 97121 (0.007) ; 
0.113089698337894   T=8,K=5:  45996 (0.019) ; 22209 (0.015) ; 65552 (0.014) ; 84234 (0.013) ; 85306 (0.013) ; 63772 (0.012) ; 90504 (0.008) ;  (0.008) ; 43206 (0.007) ; 91547 (0.007) ; 
0.12155926256234086   T=8,K=6:  65552 (0.017) ; 85306 (0.016) ;  (0.016) ; 45996 (0.014) ; 79223 (0.008) ; 22209 (0.008) ; 84434 (0.007) ; 28569 (0.007) ; 90504 (0.006) ; 111908 (0.006) ; 
0.05228671260283373   T=8,K=7:  45996 (0.015) ; 84494 (0.013) ; 84234 (0.009) ; 50702 (0.008) ; 85306 (0.006) ; 36505 (0.006) ; 48291 (0.006) ; 63063 (0.005) ; 95898 (0.005) ; 22209 (0.005) ; 
0.10690863700735717   T=8,K=8:  85306 (0.017) ; 84422 (0.013) ; 45996 (0.012) ;  (0.012) ; 22209 (0.011) ; 84494 (0.010) ; 104355 (0.009) ; 65552 (0.009) ; 11583 (0.008) ; 65295 (0.007) ; 
0.060097749489615486   T=8,K=9:  48291 (0.015) ; 45996 (0.013) ; 85306 (0.010) ; 19546 (0.010) ; 106566 (0.010) ; 84234 (0.010) ; 65552 (0.009) ; 61056 (0.008) ;  (0.007) ; 115193 (0.006) ; 

Time=9  
0.13124183215995205   T=9,K=0:  85306 (0.013) ; 75552 (0.012) ; 45996 (0.012) ; 28002 (0.011) ; 97121 (0.010) ; 84494 (0.009) ; 38732 (0.008) ;  (0.008) ; 74126 (0.008) ; 26447 (0.008) ; 
0.16925029087067886   T=9,K=1:   (0.022) ; 68754 (0.010) ; 45996 (0.010) ; 85306 (0.010) ; 72627 (0.009) ; 46646 (0.009) ; 22209 (0.009) ; 72254 (0.007) ; 31945 (0.007) ; 84234 (0.007) ; 
0.1540523830762339   T=9,K=2:  45996 (0.024) ;  (0.017) ; 85306 (0.011) ; 63772 (0.011) ; 72627 (0.010) ; 65552 (0.010) ; 61791 (0.009) ; 73277 (0.009) ; 15893 (0.009) ; 22209 (0.008) ; 
0.07224428977314168   T=9,K=3:  45996 (0.036) ; 28569 (0.013) ; 15893 (0.013) ; 35417 (0.012) ;  (0.010) ; 31236 (0.010) ; 28566 (0.010) ; 68641 (0.009) ; 51148 (0.009) ; 62204 (0.009) ; 
0.062371268222343915   T=9,K=4:  28569 (0.016) ; 84234 (0.013) ;  (0.012) ; 45996 (0.009) ; 22209 (0.008) ; 85306 (0.008) ; 1083 (0.007) ; 114624 (0.007) ; 65552 (0.007) ; 84434 (0.007) ; 
0.10706647226332888   T=9,K=5:  45996 (0.024) ; 84234 (0.017) ; 22209 (0.016) ; 65552 (0.014) ; 63772 (0.013) ; 90504 (0.011) ; 85306 (0.011) ; 76029 (0.011) ; 28569 (0.010) ; 31236 (0.009) ; 
0.11746946110888992   T=9,K=6:  65552 (0.031) ;  (0.020) ; 85306 (0.020) ; 45996 (0.017) ; 110606 (0.008) ; 79223 (0.008) ; 47917 (0.008) ; 84434 (0.008) ; 90504 (0.008) ; 28569 (0.008) ; 
0.06502729135912522   T=9,K=7:  45996 (0.012) ; 84494 (0.011) ; 50702 (0.008) ; 20621 (0.007) ; 48291 (0.007) ; 59741 (0.006) ; 52048 (0.006) ; 19546 (0.006) ; 85306 (0.005) ; 106566 (0.005) ; 
0.0444685128393745   T=9,K=8:  85306 (0.023) ; 84422 (0.014) ;  (0.013) ; 45996 (0.011) ; 84494 (0.010) ; 104355 (0.010) ; 22209 (0.008) ; 84434 (0.008) ; 43206 (0.007) ; 24522 (0.007) ; 
0.07680819832693102   T=9,K=9:  45996 (0.013) ; 84234 (0.012) ; 19546 (0.012) ; 48291 (0.011) ; 85306 (0.010) ; 65552 (0.008) ; 83774 (0.007) ; 15047 (0.006) ; 84534 (0.006) ; 106566 (0.006) ; 

Time=10  
0.05491066301518767   T=10,K=0:  85306 (0.024) ; 75552 (0.019) ; 45996 (0.018) ; 26447 (0.010) ; 63772 (0.008) ; 97121 (0.008) ; 74126 (0.008) ; 38732 (0.008) ; 28002 (0.007) ; 50171 (0.007) ; 
0.07894342891216649   T=10,K=1:   (0.015) ; 28569 (0.014) ; 22209 (0.014) ; 46646 (0.012) ; 45996 (0.010) ; 90334 (0.010) ; 73277 (0.008) ; 68754 (0.008) ; 72627 (0.008) ; 71023 (0.007) ; 
0.17076598757601638   T=10,K=2:  45996 (0.045) ;  (0.014) ; 115887 (0.012) ; 84234 (0.010) ; 63772 (0.010) ; 85306 (0.010) ; 15893 (0.009) ; 116416 (0.008) ; 48291 (0.008) ; 72627 (0.007) ; 
0.21344192404102263   T=10,K=3:  45996 (0.032) ; 35417 (0.024) ; 28569 (0.023) ; 30866 (0.017) ;  (0.012) ; 28566 (0.012) ; 104421 (0.011) ; 62204 (0.011) ; 15893 (0.011) ; 72627 (0.010) ; 
0.10193752602603338   T=10,K=4:  28569 (0.036) ; 84234 (0.024) ;  (0.012) ; 65552 (0.011) ; 72627 (0.009) ; 15893 (0.008) ; 45996 (0.007) ; 11583 (0.007) ; 97121 (0.006) ; 83665 (0.006) ; 
0.2113126285576441   T=10,K=5:  45996 (0.023) ; 28569 (0.020) ; 84234 (0.017) ; 115887 (0.016) ; 31236 (0.015) ; 85306 (0.015) ; 102000 (0.014) ; 22209 (0.014) ; 76029 (0.013) ; 68641 (0.012) ; 
0.05458366807276114   T=10,K=6:  45996 (0.030) ; 85306 (0.022) ; 79223 (0.014) ; 65552 (0.013) ;  (0.010) ; 84434 (0.010) ; 75552 (0.009) ; 110606 (0.007) ; nlsj71743 (0.007) ; 28569 (0.007) ; 
0.06054947449287515   T=10,K=7:  45996 (0.013) ; 48291 (0.010) ; 22209 (0.010) ; 84494 (0.009) ; 52048 (0.007) ; 65552 (0.007) ; 11075 (0.007) ; 50702 (0.006) ; 84234 (0.006) ; 20621 (0.006) ; 
0.017983771787664662   T=10,K=8:  84422 (0.026) ; 85306 (0.019) ; 45996 (0.014) ; 104355 (0.011) ; 84494 (0.010) ;  (0.010) ; 43206 (0.009) ; 22209 (0.007) ; 53651 (0.007) ; 47735 (0.007) ; 
0.035570927518628365   T=10,K=9:  45996 (0.015) ; 19546 (0.014) ; 84234 (0.009) ; 85306 (0.009) ; 48291 (0.008) ; 28592 (0.007) ; 65552 (0.007) ; 11041 (0.006) ; 61056 (0.006) ; 113560 (0.006) ; 

Time=11  
0.11245858967478606   T=11,K=0:  75552 (0.030) ; 85306 (0.021) ; 45996 (0.019) ; 63772 (0.010) ; 11583 (0.008) ; 26447 (0.008) ; 74126 (0.008) ; 24289 (0.008) ; 84494 (0.007) ;  (0.007) ; 
0.12166393108308478   T=11,K=1:  22209 (0.019) ;  (0.018) ; 46646 (0.017) ; 28569 (0.014) ; 45996 (0.011) ; 68754 (0.009) ; 74752 (0.008) ; 73277 (0.008) ; 72627 (0.008) ; 81154 (0.007) ; 
0.22639784865003199   T=11,K=2:  45996 (0.039) ; 63772 (0.014) ;  (0.013) ; 61791 (0.012) ; 42214 (0.010) ; 48291 (0.010) ; 84234 (0.009) ; 1083 (0.009) ; 115887 (0.009) ; 85306 (0.008) ; 
0.063270264525592   T=11,K=3:  35417 (0.025) ; 45996 (0.023) ; 28566 (0.021) ; 28569 (0.017) ; 30866 (0.015) ; 15893 (0.013) ;  (0.011) ; 62204 (0.009) ; 22209 (0.009) ; 68641 (0.008) ; 
0.05993512095947914   T=11,K=4:  84234 (0.023) ; 28569 (0.021) ;  (0.016) ; 65552 (0.013) ; 11583 (0.012) ; 46646 (0.011) ; 72627 (0.008) ; 84434 (0.008) ; 97121 (0.008) ; 80557 (0.007) ; 
0.1535275557164175   T=11,K=5:  28569 (0.030) ; 45996 (0.022) ; 31236 (0.022) ; 84234 (0.021) ; 76029 (0.014) ; 103745 (0.012) ; 115887 (0.012) ; 102000 (0.011) ; 22209 (0.010) ; 63772 (0.010) ; 
0.016772316115781418   T=11,K=6:  45996 (0.029) ; 85306 (0.017) ; 79223 (0.014) ;  (0.014) ; 65552 (0.010) ; 47917 (0.010) ; 84434 (0.009) ; 75552 (0.009) ; 72254 (0.009) ; 13831 (0.009) ; 
0.16238489177788828   T=11,K=7:  45996 (0.016) ; 22209 (0.012) ; 48291 (0.011) ; 84234 (0.010) ; 84494 (0.010) ; 11075 (0.008) ; 52048 (0.007) ; 65552 (0.006) ; 19546 (0.006) ; 97132 (0.006) ; 
0.042849535014480404   T=11,K=8:  85306 (0.028) ; 84422 (0.026) ;  (0.019) ; 43206 (0.012) ; 53651 (0.011) ; 65295 (0.010) ; 45996 (0.009) ; 86429 (0.009) ; 104355 (0.008) ; 84494 (0.007) ; 
0.040739946482458475   T=11,K=9:  28592 (0.015) ; 48291 (0.012) ; 19546 (0.012) ; 65552 (0.012) ; 85306 (0.010) ; 83774 (0.009) ; 45996 (0.009) ; 84234 (0.008) ; 84494 (0.008) ; nlsj60710 (0.007) ; 



-----------------------
 kappa_c 0.905878 , kappa_f 10.000000
